,ampl total power gamma,betw cen e-icoh theta,betw cen e-plv delta,mean ampl gamma,skewness ampl delta,source ampl delta,std ampl gamma,explained variance
1,-0.5395033409859017,0.0932923204485886,-0.10426709448814354,-0.5394959681302939,-0.2121630514944242,0.2481112947929926,-0.5401229363443523,0.46699485166398685
2,-0.1564119898388134,0.4483011915712335,0.2628804085811352,-0.15645546483589837,0.5593909396315044,-0.5877115971114572,-0.15051167614692465,0.18493801845178168
3,0.08255857274245708,0.5448463665922447,-0.8260667781979683,0.08159872032788218,-0.008172621263758654,-0.0260682844503097,0.08084242997297965,0.14053804838658612
4,0.09960217884550378,0.6760672596568101,0.47551019075872064,0.10189682683596471,-0.509560875030876,0.1643085696275401,0.09934772337324282,0.1244753552501256
5,-0.040548590984552935,-0.19078168944401702,-0.10734605132361641,-0.039999812148404375,-0.6183431375934819,-0.7518726765692413,-0.03426720670009267,0.08274147036490984
6,-0.4806584995563363,7.005172177256164e-05,-0.001218095626885641,-0.3294531058158029,-0.00025395889611603916,0.0067773159814635475,0.8126380330142934,0.00028080445650209736
7,0.6595893731019994,0.0006510592404840365,0.0011583357549979642,-0.746515331063045,-0.0011130292589891584,0.0007407606273016164,0.08748237650206764,3.1451426107888734e-05
