,betw cen e-plv alpha,betw cen e-plv delta,betw cen e-wpli gamma,betw cen s-lcoh alpha,betw cen s-lcoh theta,clust coef e-plv alpha,clust coef e-plv theta,clust coef s-lcoh alpha,kurtosis ampl gamma,life time beta,life time gamma,mod index alpha-beta,mod index alpha-gamma,mod index delta-alpha,mod index theta-alpha,node str s-lcoh alpha,range coef var beta,waiting time beta,waiting time gamma,explained variance
1,-0.15611297289616535,-0.0735942258065243,0.09210159528691317,-0.11164862349720875,0.04381515308802725,0.25670409654849174,0.2040064119012128,0.2510332670804938,-0.1632941318462472,-0.3353085434520013,-0.3270601453219022,-0.18288517376749186,-0.1006416424543236,-0.30109689653726507,-0.3214654582615233,0.24770671382038073,-0.22899484964920708,-0.2614639545358779,-0.3331824355687003,0.2938543377922973
2,-0.23189087399258132,-0.0006356299020721982,0.016881191687858073,-0.054372440343588825,0.19447518670403705,0.290136521682579,-0.038705824950267344,0.45132276912046404,0.21811453197702027,0.15013992699275688,0.06571221473310167,0.1886262485288725,0.10665199176510931,-0.008500466011737748,-0.14008974565075685,0.4392666201687907,0.35315801083670645,0.3451151503623588,0.19475251602424593,0.1173524623283162
3,-0.323785833422769,-0.41830467342244143,0.3576977466826361,0.1457328492923683,0.3208625994614902,-0.06290066633045366,-0.08552968895811178,-0.04150367561269563,-0.4647206559259459,0.2209644978456787,-0.08224624901172257,-0.05138092953782965,0.31415762851000173,0.025829442147456284,0.21024114341843017,-0.03728652397330773,-0.1210634254293264,0.13560641621036595,-0.0534482352425326,0.07537345504050993
4,-0.053220301608915825,0.07642218994885132,-0.2155302577201858,0.5473627113590791,-0.31157339866411055,0.17395112841828034,0.26808303746994133,-0.08064309630284938,0.06552462734411453,0.040523291916870666,-0.2618179614100848,0.256605266596292,0.4646118411607403,-0.07066356762912902,-0.046184600829487756,-0.10087676968102896,0.06747096656015059,0.09995330709358409,-0.2269780989205809,0.06889471344008448
5,0.023446519374238178,0.535415130960847,0.39474717656588654,0.023715150589706965,0.03790835743404256,0.27843795656269704,0.20711950128757964,-0.16002226147945686,-0.2335706919309985,0.23592189361225444,-0.06749102612332729,-0.24900627333205988,-0.2101319078686907,0.13539601987248256,-0.15438069832429394,-0.17735319943132488,0.21228733473578137,0.24317749238943578,-0.10086114689157792,0.06022876635677416
6,-0.09558911197648162,-0.4372582575915313,-0.49746992583657246,-0.29476336456156366,0.061809498333279006,0.25496100067773075,0.3482630550243259,-0.1873798808686442,0.009118500164549376,0.1146023479603568,-0.04823286470086353,-0.2983160557592056,-0.08920083995109035,0.13157263572708378,-0.01880196713064337,-0.20812019238555857,0.17492725158436606,0.18800929389038396,-0.025764901960354778,0.054178528044478584
7,-0.07217685212012322,0.09432346814767494,0.1854761522328306,-0.4403938114297009,-0.27343448176009877,0.08203044065707951,0.4208163283558924,-0.008195044480176156,-0.22736212391325966,-0.14000635816717671,0.2881896558397319,0.1634845732782778,0.3906457207763462,-0.06342308113752965,0.1883126870209114,0.003457925238372738,0.13483637138476712,-0.2385665521656889,0.22500152327109244,0.051852544533399075
8,-0.6209793857800489,-0.1245467952633778,0.16307336760369534,-0.0782332769760969,-0.4742581909226394,0.09155201763556102,-0.22887242438807115,-0.13744625571857563,0.0730211206976428,-0.09514016573256137,-0.06747018990382712,0.26790603103103494,-0.33225170453738123,0.190671122385037,-0.06216967018240852,-0.13971871655111578,0.006457828538264877,0.025503662123540567,-0.006918286141398026,0.050394940381125984
9,0.1295506776996607,-0.037871641711423765,0.04118042967124219,-0.1465583620162027,-0.5778544520443382,-0.13540216956851675,-0.1821517737841978,0.24608150910673382,-0.010317614888284827,0.20865854331996123,-0.17760536199291416,-0.4852369680453608,0.1724758594105986,0.15118143340646525,0.19141759371813993,0.2685481972196574,0.007449389179993066,0.13624898322337015,-0.14831388854417457,0.04458740773991473
10,-0.18694177006383564,0.3758200398375934,-0.4975876909820055,-0.18493869716322664,0.02153002163871186,0.10902248465868393,-0.4395529423496303,-0.028166309618732788,-0.4378341725262621,0.009338565826739,0.07827034533758842,-0.008097555553398096,0.2346217709028984,-0.035192287568329476,-0.1956574024133706,-0.03948530949962089,-0.18365381786520804,0.07616370084008435,0.04508283482480463,0.03544959092376716
11,0.03160349199759821,0.02044278877264884,0.13138211014563334,-0.40820792636308856,0.08624286913193606,-0.1873776326047269,-0.2413145931635774,-0.206986043577331,0.21811527446889828,-0.014886884720940267,-0.290379869880108,0.09561985751416657,0.19463823517476334,-0.489835157859967,-0.01762930139732984,-0.21055944600525836,0.3359525400453774,0.16568030031196446,-0.25888605697260025,0.033271595235706386
12,-0.32961163024210294,0.02889452233665158,0.09934834263355724,0.21920919831501337,-0.057164019397022356,-0.015240658579214984,-0.008937932544415864,-0.11151403131644913,0.3362308796033037,-0.048848634683546645,0.33678443307677197,-0.5425426265761347,0.18660378016434517,-0.3592199151761335,-0.1831476458234089,-0.1207801116524283,-0.10965869809662278,0.016018142111408683,0.26286340774361644,0.028060803805871747
13,-0.4317720530243968,0.338812462837675,-0.10746060779751436,-0.11448922640212204,0.2988321334151092,-0.35434707005640853,0.19242289992797557,0.03718745978582738,0.28993818269981386,0.00731297677782045,-0.17486503646377002,-0.10776888004498471,0.16680193701163137,0.4026603590183285,0.1286007853652561,0.04606726547026177,-0.012617721661139909,-0.22033361505435786,-0.19291764532680375,0.02368922431384696
14,-0.22073802360446354,0.07437925096960674,-0.2344834459617003,0.26964588418659274,-0.04220598250681971,-0.23163125376477384,0.029943245944701772,0.09028071503905422,-0.3200655299090886,-0.0013432669629852773,0.059271469782739575,-0.10920158486668256,-0.3194114517908348,-0.3320171804284532,0.2958901419681018,0.10557991287380787,0.535535422201716,-0.191791226866489,-0.03388794106020386,0.02195284412618054
15,0.1206205504742679,-0.12122519691838364,0.09284369754378782,0.12786931733637333,0.09374902050252364,0.2996770402897103,-0.36374486440951576,-0.07093400964742835,0.014084710868089904,-0.3787604667499498,0.062031780820519224,-0.19406043897980607,0.23760811292982612,0.3566079954785658,-0.06730875626698359,-0.0670009561868527,0.4617267526297922,-0.33095485185141105,-0.09650390575295427,0.017195855418320558
16,0.04187577060562958,-0.16504576604651183,0.029724782509409853,0.01701068727471338,-0.09754456347079557,-0.5422946776396742,0.139878892542011,0.029271618534586128,-0.2024674646958698,0.002200381161239629,0.1452623469025313,0.046578051155286196,0.06540584450994108,0.1633768424405665,-0.7065916866453252,0.022088357900088007,0.21037000210691592,0.06887081633585537,-0.042603586741530634,0.012789652053353908
17,-0.0031081544982352024,-0.07193526420984046,0.001483699187224428,-0.05373782841309827,-0.02607133264900659,0.1646265166894478,-0.09580066943693107,-0.08064520843679807,0.10289308538503178,0.7199622334252889,0.11069047523156436,0.08288837077528617,0.007245805930542601,-0.09047354709558,-0.18905831646639648,0.05773082287910714,0.01833482437767623,-0.5759304024857184,-0.1451253173300462,0.005997129793496498
18,-0.028693944137456392,-0.006836444327338228,-0.00340134340190316,-0.01985606452628074,0.007633032985397272,0.047903825383369486,0.010270721202620582,0.027011657290456216,0.05529759222615657,-0.06810253977925128,0.6415660273155965,0.06085245174361254,-0.026323106691703582,-0.007666060506894456,0.12148845095411265,0.05289830423346219,-0.0795614065765284,0.21012460033623567,-0.7097453412339164,0.004129161185621675
19,0.00350577263587925,-0.008965087469669364,0.008192720448492568,-0.01060797574628808,-0.008688160422963958,0.0010214474701420032,-0.016225088972096506,0.7114098045938207,0.008076355948770016,0.06615037203610451,0.024496139255560004,0.005631575414553075,-0.0014598120639338547,-0.0062036228296352535,0.004067026203741518,-0.694867333574264,-0.00014005578298347578,-0.06768051503108215,-0.027068089358915286,0.0007469874869342543
