,adjusted R-squared
PC 1,0.2378814228430145
PC 1-2,0.3357720163867799
PC 1-3,0.3676615232169075
PC 1-4,0.3569205228010721
PC 1-5,0.3808917277352123
PC 1-6,0.370090605333411
PC 1-7,0.35973770891274603
PC 1-8,0.35099497153994774
PC 1-9,0.3399048366593246
PC 1-10,0.32759086208106825
PC 1-11,0.34199202682748264
PC 1-12,0.3381986035999148
PC 1-13,0.32932734660325536
