,betw cen e-plv beta,clust coef e-icoh theta,clust coef e-plv alpha,clust coef e-plv beta,clust coef e-plv delta,clust coef e-plv theta,life time delta,microstate D,node str e-icoh theta,node str e-plv alpha,node str e-plv beta,node str e-plv delta,node str e-plv theta,skewness ampl delta,waiting time delta,explained variance
1,0.05926853977189025,0.2662172679927162,0.3900275578927692,0.30365306859815894,0.17513221431984327,0.3940451166300797,0.16700002017120316,-0.15535350251845584,0.24949558710654582,0.394657646194375,0.19448704515525428,0.170886114061027,0.36379798445224903,0.14207068541947365,0.07589022975261274,0.3080379887230084
2,-0.019324842553978618,-0.3736876084779201,-0.056453347395432674,0.1985865677523037,0.417731326942425,0.1789826745519822,-0.26203274948642036,0.12728106032396155,-0.383995949114951,-0.013862082243790218,0.002211905872550254,0.40769050164527465,0.21653779594647504,-0.3498147634460865,-0.20698830225081058,0.17594543355391284
3,-0.270182961084553,-0.1129536831808113,0.2272635091191494,0.17936552994103866,-0.44288400221653784,0.09999744178751746,-0.30865342989253564,0.1431091678979025,-0.1338309557586284,0.23474637600897083,0.1823279789864799,-0.47636003658791043,0.12555507272505181,-0.10419923180590226,-0.3856533640967923,0.09595807783087501
4,0.42378125243216275,0.26722093346138065,-0.050334872173755915,-0.3256442513977683,0.030030997189575116,0.10788633733076314,-0.456450075245513,-0.415688136084209,0.2277283165137578,-0.0715059934797443,-0.003951026217578198,-0.02199224261462658,0.059250266124352746,-0.2211085422020566,-0.3699565929600608,0.07595263539915306
5,0.41039085410906617,-0.36779135182237177,0.09215567553053051,0.04321848361621992,-0.23367146377627632,0.05605300958203744,0.10552718473198573,-0.464507987321883,-0.3843505051198869,0.13941073268812018,-0.21100594082138013,-0.2029762212029347,0.14285963600294715,-0.06029027751184617,0.35266570982766915,0.07484767785380136
6,0.5822247539718587,-0.13623738834359383,0.05664499517110021,0.07674810116000698,0.03289004627139898,-0.20996350822039467,0.10647410036508845,0.2116914375921837,-0.12082065805752688,0.0333216076681028,0.6297705167328003,0.015461597031946966,-0.20780506330440415,0.20867507325390103,-0.18097568464185584,0.06097119067487076
7,-0.01405758052967091,0.1064881215827946,-0.35631517876744,0.22350601302234124,-0.10658178972750099,0.15643828097119603,-0.0900212557957115,0.008267072689003093,0.13314762005518355,-0.31984576604864867,0.4769947553930985,-0.1631458757442731,0.17911550127656878,-0.38716947060716667,0.4597713532564829,0.05581348000272074
8,-0.4782831069531983,-0.11923677640019271,0.10115596719685362,-0.15431355270945413,0.15830500469624742,-0.15177853502013197,-0.047144939956799,-0.6166283558555755,-0.1415255646428301,0.017384810242345762,0.4588781317787016,0.08745682439106965,-0.2143532602995678,0.08655999286302449,0.021042340571042432,0.049919231277917434
9,-0.017931030580575987,-0.08130695192485472,-0.1807295290224121,-0.13818462475730448,0.02275651649908939,0.251713425596855,-0.42053436479706474,0.07032950644744349,-0.12879824711382504,-0.18902320835314987,0.03904176813400419,-0.03074517038010296,0.280268307212963,0.7355155086906,0.14599633879273954,0.03914097485736645
10,0.05558561919595212,0.040464863534755736,0.31567323475310916,-0.05175212296115367,0.07574050209734617,-0.20129745105748895,-0.5779033177902245,0.21233168657744536,0.07030889344208588,0.3216979054072404,-0.02631770547412756,0.07866709764643362,-0.2822357554082506,-0.10482395483869292,0.5115384474664478,0.03214746647574133
11,0.04713309927163012,0.03641134350506659,-0.15235357598634452,0.7865358380679872,0.011404406067247828,-0.22587497292775813,-0.23025558357000334,-0.2721523627330279,0.1373626615463363,-0.1133664166882681,-0.20405325829822096,0.014845681243886518,-0.22249090503482521,0.20063982021768648,-0.11415441376979918,0.02401778218164257
12,0.029830814298481334,0.0281980044479782,0.09545378528268818,0.034954550874577876,0.6130565398744835,0.3067028250332583,0.054300333436491065,0.03241012184451919,-0.0791365371943624,-0.0944316660391316,-0.07084496712376837,-0.6347626584281589,-0.3011195949113245,-0.010824387324246263,0.012849605603316471,0.0030751585852499797
13,0.020364289761869072,0.3536893008644021,0.2733126589246495,0.0712662343866414,-0.3066571506297276,0.4319801587255498,-0.002132615259999592,0.011126340873172285,-0.402421466207085,-0.33626383407018234,-0.010827532769803383,0.2696572889330572,-0.40707782868709863,-0.013224657591276383,0.014168193427816847,0.0021094896453302155
14,-0.014753201932358496,0.46533242404517033,-0.5425595737014165,0.006033977925063204,0.044358679808398395,-0.02177038713720498,0.008955634486324682,-0.007721938361726177,-0.4338647303175911,0.5416180911040028,0.017928995772281308,-0.030676617011826106,-0.05636738699083274,0.014308551229233184,-0.005101255621627361,0.0011921450993358593
15,0.0032702181224819257,0.4170522951733021,0.3284940940166649,0.043212214470224636,0.16567353584049802,-0.5101677939804836,-0.012834319505398317,0.013282274443661918,-0.3515712927733778,-0.3054060688211119,-0.019259794392762566,-0.13246227609528136,0.43885537063300584,-0.02004477797957996,0.020801969024721204,0.0008712678390737364
