,adjusted R-squared
PC 1,0.10818842682444052
PC 1-2,0.11186424869393541
PC 1-3,0.12853980833423106
PC 1-4,0.14024963241560495
PC 1-5,0.13536964164018572
PC 1-6,0.12896319268490553
PC 1-7,0.12243146513243408
PC 1-8,0.1621072010593244
PC 1-9,0.16069070248182438
