,clust coef e-plv delta,clust coef e-plv theta,clust coef e-wpli delta,node str e-plv alpha,node str e-plv delta,node str e-plv theta,explained variance
1,0.4341647267859183,0.46511670329516214,0.3085015103785169,0.35913503829928367,0.39526013833605905,0.4634497898729206,0.5574983670237218
2,-0.4535861915626841,0.3634591704400374,-0.3495365474156221,0.4278801947377422,-0.4731211639238204,0.3647685615099356,0.2533597919207437
3,-0.23863708408160272,0.07315039804687863,0.8487480754167345,-0.16336727268836074,-0.42957531840651647,0.07812967344939645,0.11009143290014348
4,0.0012853695121971581,-0.3763153990624926,0.2178193611200897,0.8131432592885983,-0.014001805752435,-0.38670632718391934,0.06871986758978042
5,0.7063793380889566,0.1892933831475958,-0.11600337914545013,-0.0043957832783527795,-0.6301898786448461,-0.23362546048610908,0.0059403244530107785
6,-0.2232475699438279,0.6846660781208875,0.03708997896201066,-0.005514924679071169,0.19507818790201634,-0.6647791390048168,0.0043902161125997695
