,betw cen e-icoh alpha,betw cen e-icoh delta,node str s-lps alpha,explained variance
1,0.6922775986165828,-0.057272953296389824,0.7193549438728889,0.3793406731485784
2,-0.3590181610861623,-0.8920571586070325,0.27448130316700603,0.34862293130803246
3,-0.6259853724041547,0.44827874653908933,0.6381132179616522,0.27203639554338904
