,betw cen e-plv beta,betw cen s-lcoh alpha,clust coef e-icoh theta,clust coef e-plv beta,clust coef e-plv delta,clust coef e-plv theta,clust coef e-wpli theta,clust coef s-lcoh theta,node str e-icoh theta,node str e-plv beta,node str e-plv delta,node str e-plv theta,node str e-wpli theta,node str s-lcoh beta,explained variance
1,0.12370469893026802,0.038098835065805914,0.3444968614372938,0.23882953608348798,0.20243102284241501,0.3741992336510796,0.34016585441213815,0.3038751022852306,0.3125658585723049,0.22657183645450216,0.20760911305093505,0.35007223788148234,0.30342764814189027,0.10825457671085836,0.3529764924516387
2,0.04670881832200366,-0.09061273614991859,0.29464456044853615,-0.24651236594589293,-0.4413741480433817,-0.20473799948050964,0.27704832407831503,0.2684461331452843,0.27744894181594015,-0.2014505247209844,-0.4411650405563081,-0.26299507353588053,0.2666856840746785,0.06325727211915554,0.21037051838280765
3,0.050687209211786474,0.09954894451770882,0.04379648181410921,0.5187928120319127,-0.24439257233021722,-0.15322505663850997,-0.16470242761340037,-0.07961405202977705,0.09464210539391056,0.5330992313239395,-0.2506233500914128,-0.1522374568177748,-0.17832985395629847,0.43456185320967383,0.11984993932614658
4,-0.8019009583102764,-0.27588843879118136,-0.15140502521817792,0.07807741102046255,-0.06110700561724393,0.07384657611916301,0.2198901548747224,-0.021297827612190973,-0.23707071398149504,0.04946908139481444,-0.053137507524396055,0.08415121392195073,0.2557853010573382,0.24463716567278296,0.0734606680121854
5,-0.3318109635107399,0.9293264400225817,0.04326703303768833,-0.08573003154687467,-0.06257758141786918,0.032259172254682514,0.028152842892172594,0.018433561050786522,0.027669277444038236,-0.06629515732488683,-0.05472775204047096,0.04649007098304516,0.0025758188784276155,-0.02488907592119069,0.0700590106696121
6,-0.06706419875684086,0.002032265044907211,-0.00941947081754744,0.2445351884730343,-0.08960872031847886,-0.12427769852036387,0.1620256604862396,-0.20116434084417162,-0.0027575817765931954,0.37223586764692435,-0.08110230791124767,-0.11063438599725073,0.26644369663394385,-0.7855196126847276,0.05736425151547089
7,-0.43055037358399334,-0.1945717591609968,0.39635092853159754,-0.0358662722726551,-0.0033815936878790905,0.0990997731115977,-0.30459279167335673,-0.10734910038981632,0.5276871239906776,-0.045170914099787386,0.0048864745202140455,0.07502627122748332,-0.41879986446582546,-0.2066753546465479,0.0484387922348052
8,-0.1374487111709601,0.0391061216248021,0.14347378163689006,-0.006650254456890431,0.447628322832124,-0.491108145619428,0.08035821070756018,-0.008682384350684944,0.18335367424014745,0.035287519863279625,0.41654106124763096,-0.5073675827182409,0.15099120534093263,0.14922471819897984,0.032119191418191376
9,-0.13341642452967448,-0.026989955166279334,-0.146455349514156,0.043377445667048486,0.050127911593619866,-0.07831920519160233,-0.1577365382573289,0.8751943770700812,-0.14636649910069605,0.1649718968612376,0.006229529695365598,-0.09671690199102531,-0.23610350026143107,-0.21182870767012973,0.02605444733275284
10,-0.0028585441574118676,0.01618007839887214,0.053171588045592175,0.5550744933229702,0.33393154491643734,0.21532719640933431,0.2030675567200679,0.005036335183793447,-0.07975407959033616,-0.49568166441531497,-0.34501703118783167,-0.29066895975366575,-0.1688992659436341,-0.07445846995513503,0.003924961538489693
11,0.0007407737649658645,0.0032581812379433336,0.04146165208881684,0.4098061648383999,-0.5522717650465225,-0.20764855240036487,0.09939758493618843,0.053251316105979905,-0.039642012370469826,-0.3671391306678664,0.5571237034313672,0.1120152029873864,-0.08904292753868275,-0.047597981613086024,0.002682613665082958
12,0.014115621266617607,-0.011212061103698432,0.381475749623471,-0.22933430811815095,-0.0691474762497634,0.1031518845563468,0.5189325332922384,-0.08374688997551868,-0.3931819680178605,0.24573477195579208,0.10997095601463415,-0.1571761869299375,-0.507990696745904,-0.0008455972892971003,0.0016008547478784546
13,0.005257330114565855,-0.012091279091798144,0.09561395468819688,0.059900436496576,0.2530449692967716,-0.6441159484892544,0.19034963865660912,0.0014241229586150043,-0.05452072186839793,-0.060518857089528345,-0.26663757001090366,0.6074055449888894,-0.15856668001240137,-0.011332394613488232,0.0007576512803158334
14,-0.0019095396795247293,-0.0011788371011023906,0.6398156790681762,0.06602767812212305,0.024087407850104468,-0.02211757069872389,-0.47355322058651883,0.02359374949269006,-0.5102936701960104,-0.058697600513766705,-0.02969133945561706,0.023181700726386804,0.3082106333510824,-0.011605994226774741,0.00034060742462249037
