,adjusted R-squared
PC 1,0.11350549131486842
PC 1-2,0.2231709839003031
PC 1-3,0.22341407642878652
PC 1-4,0.2188828013809755
PC 1-5,0.21312558219333444
PC 1-6,0.20770452464266853
PC 1-7,0.21761485172157047
PC 1-8,0.21220753542615112
PC 1-9,0.2060537131321084
PC 1-10,0.20178801249206813
PC 1-11,0.19662735808711795
