,adjusted R-squared
PC 1,0.09810446386233573
PC 1-2,0.10392827771453683
PC 1-3,0.21560783980849874
PC 1-4,0.24255923568451487
PC 1-5,0.23924501425596012
PC 1-6,0.23803045361679087
PC 1-7,0.28476025062721044
PC 1-8,0.2792582481709439
