,ampl total power theta,approx entropy,betw cen e-plv theta,clust coef e-plv beta,hjorth mobility,life time theta,lzc exhaustive,lzc primitive,mean ampl theta,mod index theta-alpha,mod index theta-beta,mod index theta-gamma,node str e-plv beta,relative ampl alpha,skewness ampl beta,skewness ampl theta,source ampl alpha,source ampl theta,spectral entropy alpha,std ampl theta,explained variance
1,0.26163257812116114,0.24258268184635856,-0.13625616129528817,-0.16026895515254116,-0.24306883910029878,0.20539980174437364,-0.254320181820375,-0.2559568541518268,0.260917723348022,-0.24384490346789298,-0.23236923825039627,-0.22480112070288874,-0.1434778125225553,0.24102959984035652,0.12562537089499973,-0.21480121495194512,0.2116180175042126,0.22298922730014129,0.2485425862980662,0.26083386544132287,0.606315044946021
2,0.04271223902195909,0.09397592700966717,0.12880752460140354,0.5808197808123189,-0.06048121996187137,-0.24604780520927055,-0.19930101799114888,-0.19898812995106316,0.04084610748542387,-0.11847348654092986,-0.04303974633120206,0.019508977651067242,0.5907149161778862,0.17487448073397263,-0.20931810462571795,0.06588797379152941,0.13576631290996546,-0.10254020060419088,0.12270719688884389,0.047587805364991964,0.08897309094714417
3,-0.07296282856689834,0.35849340120775786,-0.25045748058065564,0.030788418308606007,-0.3084348276352868,-0.006982027642365824,-0.21786677260608622,-0.1971121004838506,-0.0765518770715227,0.2921396120042464,0.24023278879661128,0.33883085369348526,0.09585107013283856,-0.053540915400368615,0.4937516858373932,0.2502823311757838,-0.14781669077041187,0.10381929379630112,-0.032948059351103766,-0.07112257721586975,0.05901854737404636
4,0.14225351736941774,-0.13317923414434618,-0.5202933611073497,-0.09421962029565673,0.13536326273345792,-0.4347179616076942,0.09601476310594723,0.0953643138187751,0.14728745973921648,-0.06479721849395573,0.24127001138892057,0.007831607664876774,-0.1537722189054104,0.22137412934923748,-0.07973529081334627,0.4120549316422123,0.17835837795273646,-0.12757560194237103,0.22301465076350474,0.16137413860295813,0.048239500947432214
5,-0.060256019395810816,-0.00963851679700593,0.43730226219697743,-0.15755405898924832,-0.0461801999022345,-0.2226318223941799,-0.09491355406708986,-0.0994462405814634,-0.06077216173700462,-0.06876116421182725,-0.2375693300884731,0.11045315652973171,-0.23053029346752174,0.31839395078025995,0.21675369710356945,0.13200661964959992,-0.31227705120527277,-0.4599683615785227,0.3192754425914721,-0.051109188031009604,0.04469548815163552
6,-0.3254553037973711,-0.12804871768717743,-0.20575127351854913,0.121606355534976,0.1297183819054778,-0.039061847730193326,0.08792540902087444,0.08784249458738048,-0.3263496007365867,-0.24019030804994937,-0.10892018539713416,-0.23676350320040077,0.09002028824730952,0.1397410039132952,0.5253592090527441,-0.15565227751421154,0.3220219409398912,0.018049349869301946,0.13084460325087982,-0.32502223233497474,0.040908474947268875
7,-0.22157803491632538,0.0902363716207743,-0.5211769107238788,-0.0678793311298925,-0.028508664113502877,0.1582088273772641,-0.18500460972520835,-0.1729611095334932,-0.2299353066846351,0.016168886365306768,-0.136033409855419,0.13323512838029147,-0.03989449523962611,0.08720312972523754,-0.46246915701814645,-0.27195401194978797,-0.19666821979347607,-0.2967708561493371,0.1050960814480399,-0.2287466352754809,0.030325171177883713
8,-0.11713706787523397,0.20717315784166485,0.23490234198667986,-0.19727502810825565,0.07056626490245427,-0.27175130272310893,-0.10313724828091696,-0.11583283362944512,-0.11514320744187212,-0.0968138774528501,0.01825241391242339,0.49441293189455837,-0.21344137807276425,-0.032545883851607754,-0.17945027772831418,-0.10597378309567924,0.5898200292526783,0.1272646374323476,-0.09687225038980327,-0.12431035930549898,0.017727080364579106
9,-0.18144061840612252,0.09741923453699577,0.25498944575096094,-0.09530937469714172,-0.0973242785073611,0.3777150028656454,-0.03351200506601143,-0.03481403334807887,-0.18036327366191246,0.08300652818649962,0.5242228601667334,-0.3046473152878695,-0.02965557873408351,0.2851438138534503,-0.2418025721524795,0.28282946048675695,0.16587330558934502,0.045098495834930925,0.22539917196939774,-0.14480660295637265,0.014968806072661146
10,-0.10812158903958803,-0.07867909445852353,0.007005322530662908,0.02239747002259463,0.27767782577265226,-0.25608581459242513,-0.3345717605022767,-0.33051842784777274,-0.11305505278170237,-0.17214635437750117,-0.07071753988867963,-0.24810513304618997,-0.18202427025818735,0.01662050245838755,-0.09737823763331585,0.24208157531767024,-0.32454038418419484,0.48885838352780764,-0.2056466916822001,-0.14365033731766289,0.010599717457859079
11,-0.11830249303062983,0.10305542616480808,-0.015825414494738906,-0.08755890710538787,-0.6526348942194848,-0.21569736325271247,0.11469659782193066,0.11399063433061066,-0.1175417338765479,-0.25833174940047876,-0.21010055373018685,-0.25890438145184363,-0.028297096588770845,-0.39202466522754137,-0.1654899725872861,0.2828670668069445,0.050665048398496136,-0.0505225507379709,-0.033256935357450945,-0.09499956147708559,0.009525293808162031
12,-0.04519970250683368,-0.17661012634833143,-0.04891069868187827,0.136384794370834,-0.025600698214456548,0.4261914693215812,0.14866336637493963,0.14827775054690281,-0.05082592179632885,-0.20858022649989968,-0.37602073101139233,0.4550640165544534,0.0050483781226895235,0.1835462063242403,-0.0709675019983224,0.4395959075611123,-0.014801259700368802,0.2870066217562521,0.10045734761374758,0.012169379777045403,0.008403404488558138
13,-0.04282009353620256,-0.30834715118657824,0.041744125217175104,0.08697253074849431,-0.3871364731278878,-0.28193056082946805,0.11027475224817769,0.14167456760296962,-0.04476018714404435,0.08998268113066299,0.203426219784588,0.1593516000888877,-0.059751603395473855,0.17355423583944116,-0.086471212520991,-0.3969602491296896,-0.21763598531433556,0.4459687887051875,0.33001976152831575,-0.03744072287946423,0.00780269086188453
14,-0.041138913865938466,-0.24691954754804724,0.0015543545341700933,-0.1274825200038361,-0.0178792001026574,-0.0705195226199467,-0.0917252608763961,-0.11586060127435209,-0.033339950694135145,0.7376213179686296,-0.4289918728411663,-0.16385165689282113,0.08529977090235882,-0.026175263492975717,-0.055365849165915915,0.13496044832556725,0.2710166081622505,0.0937660294891277,0.1616230409660983,-0.016465733517267725,0.0056396763084241444
15,0.04164277848633447,-0.694562978245876,0.005998854034991947,-0.007649573868214555,-0.1899757529408905,0.17568132709019058,-0.32674187756140943,-0.3257118904009797,0.04832898256214013,-0.17226882328880516,0.2169638242848692,0.12516359355270176,-0.034928976587302984,-0.24501928446273902,0.10068859858691077,0.019222497677215854,0.1491127526241438,-0.21045178215300933,-0.04951269324170154,0.02146444568030832,0.0035646550461568612
16,-0.009305732166058449,0.10459136528593689,-0.002623994218200047,0.6796617799958049,0.02055576854396849,0.0695846500878724,0.014749596049567553,-0.03873292706582465,-0.012083386624511498,0.14623236197376024,-0.0068181677440806885,-0.05424433134287305,-0.6390358587846596,-0.2107493128031287,-0.0019531661298966864,-0.0007233203206308755,0.09072556847889388,-0.07622717423889416,0.16349337417483975,0.04435758064409401,0.00180134937593648
17,-0.02285822068264227,0.10688328948829515,0.037584814247081974,-0.1457948664426253,0.3143860849924475,0.03159424770560575,-0.030322248887261833,-0.04242786554216644,-0.01254261522959058,-0.12124930108232859,0.05347101485451222,0.06527320323194648,0.18214880034800623,-0.5703258694370577,0.0020150096391866805,0.025416556883120157,-0.08824739222981379,0.11263236920914756,0.6785331627595715,0.029481051836018273,0.001361080544899429
18,-0.4174245805984997,-0.012957605240393941,-0.0037960408877038714,-0.0296625774698359,0.006478962118745243,-0.026255261607979682,0.10151326013280078,-0.14258336024059448,-0.37635316822284676,-0.011300754308535327,0.013853732506862762,-0.007540177134805655,0.01914816417112058,0.013345443357282752,0.011107315320038384,-0.03972413736214591,-0.015895463349658422,-0.00258190181147666,-0.06268282706263788,0.8030413895993433,8.534548777652549e-05
19,0.09557980012792854,-0.002277295505349852,-0.010112716159655673,-0.012978566841223827,-0.017039331798161746,-0.00018594524648297454,0.6997198654240111,-0.6905062759755941,0.03899189288151667,-0.007873613445403691,0.012328524547936648,0.010471600599101953,0.020504920781455223,0.013488770159321175,0.0014022417818495884,-0.0023135355537667567,-0.01895721961883054,0.011040256675607032,0.0025873483819574324,-0.14474025423782919,3.869374311046684e-05
20,0.6941881056738554,-0.004619990412438664,0.0029772985432969857,-0.005341842731902753,0.003039140848794187,-0.0029881690631868474,-0.02470996180104412,0.02358249782082355,-0.7181548745756047,0.0025555335491737182,0.0021337707819812034,-0.0026305092468758592,0.0017505003592639006,-0.006424029117555947,0.0016698078125099987,0.0006416878023270464,0.005953681006915166,-0.002083267682672231,0.0030173191974519264,0.03159743576716323,6.887948560336888e-06
