,adjusted R-squared
PC 1,0.0897229037057351
PC 1-2,0.14116202691323188
PC 1-3,0.13908907918784252
PC 1-4,0.13842876654655067
PC 1-5,0.13486343026800163
PC 1-6,0.19624731065250245
PC 1-7,0.1915491501769967
PC 1-8,0.18624394358609397
PC 1-9,0.180867896631566
PC 1-10,0.17794185116449923
PC 1-11,0.17222961004094084
PC 1-12,0.1699797727674408
PC 1-13,0.1632880419128231
PC 1-14,0.15816841994979924
PC 1-15,0.15902038064491664
