,adjusted R-squared
PC 1,0.11315076491900067
PC 1-2,0.11169737003661284
PC 1-3,0.12900293911353755
PC 1-4,0.12271604284418247
PC 1-5,0.1174496064595405
PC 1-6,0.12736232500566147
PC 1-7,0.12087876964348276
