,adjusted R-squared
PC 1,0.04912788111265887
PC 1-2,0.10506229108439435
PC 1-3,0.322047433330785
PC 1-4,0.32355013558933066
PC 1-5,0.32469182834288934
PC 1-6,0.3201937942730009
PC 1-7,0.33160812445314025
