,adjusted R-squared
PC 1,0.10839730400134218
PC 1-2,0.1267482040274488
PC 1-3,0.14515706723168964
PC 1-4,0.151338481847491
PC 1-5,0.14623988461671023
PC 1-6,0.14008424376009
PC 1-7,0.13896975289761415
PC 1-8,0.1327143582585133
PC 1-9,0.1259938134404186
PC 1-10,0.12379349562638708
PC 1-11,0.12935786501482127
PC 1-12,0.1353918447725595
