,betw cen e-icoh delta,betw cen e-plv delta,betw cen e-wpli gamma,betw cen s-lps alpha,clust coef e-icoh theta,clust coef e-plv alpha,clust coef e-plv delta,clust coef e-plv theta,dfa exponent theta,kurtosis ampl alpha,microstate A,mod index delta-alpha,node str e-icoh theta,node str e-plv alpha,node str e-plv delta,node str e-plv theta,node str e-wpli alpha,node str e-wpli theta,explained variance
1,0.11329392183491514,0.01566177341098972,-0.049488772957296846,0.09061369405715533,0.2871414580326245,0.3748241847356054,0.07356282716067712,0.29294920107594413,0.2627874229017333,-0.25132935052928684,-0.22248398330458677,-0.2143833040321974,0.29557948452161353,0.3548489845910399,0.0788051731219419,0.24512498396403562,0.2875235303830988,0.26860897697872577,0.3005745369712588
2,-0.09128609580677785,0.18475273311295703,-0.0761522158434704,0.05159944582746482,-0.13864077896478466,0.009774936368024553,0.5227721307599213,0.31878619017005555,-0.15771856486474717,0.20887060016427575,0.11819764447187789,0.17101613154748646,-0.023452046252987465,0.044726476636566016,0.5271505525074028,0.3359227519563985,-0.04911305848727598,-0.21777474624481127,0.14237929944833175
3,0.17151052404363568,-0.002768966489865995,-0.06037123069315132,-0.26624676924660834,-0.4280603213608756,0.19637975929070242,-0.043630755850141964,0.008554182314140447,-0.21351066147342182,-0.25893384310579476,-0.31059338763904826,-0.3111813235305744,-0.38459498981710066,0.18285589934319624,-0.036258760442090227,0.05929165895624154,0.16920297634227288,-0.3892581942426399,0.0922105722884466
4,0.27716245509631826,-0.11699400042384783,-0.24985846113386379,0.2598159619124316,-0.07014102111100111,0.1487575285259861,-0.31381518252690344,0.1485660982289743,-0.17349545859467905,0.3536564927033041,0.1612424383736841,0.4123907201599882,-0.01526448105790314,0.1833208095520476,-0.3115424251361843,0.21006690166491773,0.29685648985877766,-0.1325536466049668,0.07718575075550808
5,0.2464688380626308,-0.3331790675879294,0.657907637531252,-0.11668931464639964,-0.015018191098843345,0.159999086913644,0.17712171654281517,-0.15476678513849781,-0.1835141568844687,0.2273391468928563,-0.1966645852365357,0.2373138100708602,0.055982438351272375,0.15943428721442465,0.16479933791124393,-0.18449897169913687,0.1330035274665036,0.11330736057713367,0.06320372386031989
6,-0.07346285935599556,-0.48417506948199557,-0.346611557971363,0.5160812952113443,-0.0903135975736048,0.06271954840445117,0.23924822110373425,-0.2809067258162335,-0.049368573900366926,-0.10177605554531102,0.06913284867366228,-0.16286075615905596,0.057496378676742566,0.08855951804776646,0.2012073255389619,-0.33002761568161604,0.10494193112590819,-0.09897981374569956,0.05543966116263727
7,0.668926366208583,0.18176874251071548,0.22053466698666851,0.456427024388712,0.011502727597247946,-0.20352498800287316,0.017394511359759515,0.07006216265110067,-0.17322322840918883,-0.19416443384155258,0.10203593139087135,-0.242709429719618,-0.018148013924613453,-0.17634735859827377,0.017162092333925346,0.0936744910333709,-0.19293680621383294,0.031989854461863226,0.05418101209906359
8,-0.18936265911529607,-0.6884392871238876,0.2072275263437673,0.01464595498480145,0.010671694654592907,-0.11569314919352422,-0.06816051884873188,0.3587396301101922,0.038016445045348214,-0.16577593080505348,0.1120794624742198,-0.07580570108599839,-0.17353971376352248,-0.11020327639943127,-0.106757288259277,0.3989214767875368,-0.2000959192352098,-0.01125864810719855,0.050591213757302966
9,0.47543603006712587,-0.29760536158206746,-0.4460633175525457,-0.564610814810425,0.11740179213942563,-0.11404832847747622,0.12379480515909512,-0.0014375205301497,-0.0968977477956242,-0.0019230193037414241,0.08118211385788747,0.007168875863438926,0.24896218767110645,-0.155468131460062,0.09758251163886564,-0.007878263626162152,-0.07884776124256405,0.08676208012838565,0.03966359493145603
10,0.14524987812372578,-0.07416906233740878,-0.1970271475207263,0.17984322903635272,-0.023493840769280207,-0.058892627542118665,-0.001087189679939097,0.01295158825568917,0.35226233289992626,0.18002087998305802,-0.7198466433327428,0.24028732389600213,-0.14113456343108205,-0.09139479989085272,0.04412035777965291,0.03888682613097021,-0.3652364269305815,-0.022517590576670802,0.03554299721537523
11,0.2634703501601059,-0.033652982009224335,0.09587179621071218,-0.08434723716854556,-0.0811162119596226,-0.008415611816555788,0.06590044845440989,-0.07013624608803838,0.7584563639749355,0.1235648466548803,0.368280977672409,-0.0398258564172039,-0.30808071716923885,0.015617064070000016,0.11408420854358671,-0.042608103275894614,0.19596385413320597,-0.1452616750047522,0.026482926693216193
