,adjusted R-squared
PC 1,0.46822045423316505
PC 1-2,0.4593919543611903
PC 1-3,0.452006078723145
PC 1-4,0.4424704375859386
PC 1-5,0.4326097300419268
PC 1-6,0.42265650297065793
PC 1-7,0.43520062348320776
