,betw cen e-wpli delta,betw cen s-lcoh gamma,betw cen s-lps theta,life time delta,microstate B,explained variance
1,0.5263965479090813,0.2271291097637023,-0.05982901251145543,0.5472119469811444,0.6068761127201819,0.3249999084305998
2,0.3568591734976474,0.654719359338977,-0.48250155393983585,-0.3780864863351705,-0.2612220321751271,0.24610526750374842
3,0.0743268291117185,0.4380796652754643,0.8240235160115338,-0.32130059654826054,0.14252333515623325,0.19393850577872862
4,0.7668152120617991,-0.4852198682190482,0.19824425836741222,-0.12969991970306963,-0.34703494764861753,0.13149931449359914
5,0.04503507149758947,-0.30397831232233263,-0.21283138582429956,-0.6614783075948741,0.6501678842902061,0.10345700379332408
