,betw cen e-icoh alpha,betw cen e-plv beta,betw cen e-plv delta,betw cen s-lps delta,explained variance
1,0.5738727609802847,-0.09173566709974203,0.4580784027111566,0.6726208430878607,0.2849839515990602
2,0.15012881973216827,0.8230276934461871,0.44527521255387514,-0.3190873522902083,0.26655007416450943
3,0.7014055230724708,0.19498444315058755,-0.6765098544789141,-0.11111154721993732,0.2385451242819863
4,0.3951729797115748,-0.5255388188627641,0.36637218623636764,-0.6583454162721808,0.2099208499544441
