"","ampl total power alpha zero","ampl total power beta zero","ampl total power delta zero","ampl total power gamma zero","ampl total power theta zero","approx entropy zero","betw cen e-icoh alpha zero","betw cen e-icoh beta zero","betw cen e-icoh delta zero","betw cen e-icoh gamma zero","betw cen e-icoh theta zero","betw cen e-plv alpha zero","betw cen e-plv beta zero","betw cen e-plv delta zero","betw cen e-plv gamma zero","betw cen e-plv theta zero","betw cen e-wpli alpha zero","betw cen e-wpli beta zero","betw cen e-wpli delta zero","betw cen e-wpli gamma zero","betw cen e-wpli theta zero","clust coef e-icoh alpha zero","clust coef e-icoh beta zero","clust coef e-icoh delta zero","clust coef e-icoh gamma zero","clust coef e-icoh theta zero","clust coef e-plv alpha zero","clust coef e-plv beta zero","clust coef e-plv delta zero","clust coef e-plv gamma zero","clust coef e-plv theta zero","clust coef e-wpli alpha zero","clust coef e-wpli beta zero","clust coef e-wpli delta zero","clust coef e-wpli gamma zero","clust coef e-wpli theta zero","correlation dimension zero","dfa exponent alpha zero","dfa exponent beta zero","dfa exponent delta zero","dfa exponent gamma zero","dfa exponent theta zero","higuchi fractal dim zero","hjorth activity zero","hjorth complexity zero","hjorth mobility zero","katz fractal dim zero","kurtosis ampl alpha zero","kurtosis ampl beta zero","kurtosis ampl delta zero","kurtosis ampl gamma zero","kurtosis ampl theta zero","life time alpha zero","life time beta zero","life time delta zero","life time gamma zero","life time theta zero","lyapunov exponent zero","lzc exhaustive zero","lzc primitive zero","mean ampl alpha zero","mean ampl beta zero","mean ampl delta zero","mean ampl gamma zero","mean ampl theta zero","microstate A zero","microstate B zero","microstate C zero","microstate D zero","microstate E zero","mod index alpha-beta zero","mod index alpha-gamma zero","mod index beta-gamma zero","mod index delta-alpha zero","mod index delta-beta zero","mod index delta-gamma zero","mod index delta-theta zero","mod index theta-alpha zero","mod index theta-beta zero","mod index theta-gamma zero","node str e-icoh alpha zero","node str e-icoh beta zero","node str e-icoh delta zero","node str e-icoh gamma zero","node str e-icoh theta zero","node str e-plv alpha zero","node str e-plv beta zero","node str e-plv delta zero","node str e-plv gamma zero","node str e-plv theta zero","node str e-wpli alpha zero","node str e-wpli beta zero","node str e-wpli delta zero","node str e-wpli gamma zero","node str e-wpli theta zero","permutation entropy zero","range asymmetry alpha zero","range asymmetry beta zero","range asymmetry delta zero","range asymmetry gamma zero","range asymmetry theta zero","range coef var alpha zero","range coef var beta zero","range coef var delta zero","range coef var gamma zero","range coef var theta zero","relative ampl alpha zero","relative ampl beta zero","relative ampl delta zero","relative ampl gamma zero","relative ampl theta zero","rqa determinism zero","rqa entropy zero","rqa laminarity zero","rqa max diagonal zero","rqa max vertical zero","rqa mean diagonal zero","rqa rte zero","rqa trapping time zero","sample entropy zero","skewness ampl alpha zero","skewness ampl beta zero","skewness ampl delta zero","skewness ampl gamma zero","skewness ampl theta zero","spectral entropy alpha zero","spectral entropy beta zero","spectral entropy delta zero","spectral entropy gamma zero","spectral entropy theta zero","std ampl alpha zero","std ampl beta zero","std ampl delta zero","std ampl gamma zero","std ampl theta zero","waiting time alpha zero","waiting time beta zero","waiting time delta zero","waiting time gamma zero","waiting time theta zero"
"betw cen e-wpli gamma zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101603649491521,0.00666573578037121,0.0158529158128452,0.00535875036225613,-0.0174632395233509,0.328169256882611,-0.00799097103531713,0.00406613249105324,0.0348801528878093,0.00339987337831286,0.0524189912809171,-0.00954999053730811,0.015995752393659,0.00616462554640407,-0.0229540403169373,0.387696960297778,-0.00303113830497518,-0.00314562260807018,0.0190759420410445,0.0223965490109081,-0.0216485669270671,0.0320079862944849,0.015594776848264,0.0146444721863705,0.00863436133860141,0.0107751461565945,0.0151217561776364,0.0136470495570223,-0.0287902249932001,0.0043792492097084,-0.0128401160570952,0.212760487364644,-0.000644711923811515,0.0192390475877731,-0.037054374469311,-0.0142233907623154,0.118102690570371,-0.00543188360533367,0.00707651900314223,0.00140069841879286,0.000438943164749344,0.00625546450782742,0.00505269232319718,0.00171866136754111,0.0578743704668814,-0.0102161096622459,0.0302851053037122,0.0387844517487812,-0.00241786447775745,0.0332252127801157,0.035935168302803,-0.00434202397468405,-0.00124353123332156,0.167645564083229,0.00772561697489497,0.00737103280536285,0.105327391337619,0.0160376782605561,-0.0144998727216329,-0.0191234035050109,-0.00293047441906772,0.0165010031134211,0.00782812266422467,-0.0196120057379879,0.339091137200946,-0.00397691436920759,0.00838272638034745,0.0337510829351235,0.00725686462558825,0.044608442248028,0.00293784416905187,0.0188872638391104,0.00615607187938415,-0.0212775807935639,0.39246892121228,-0.000128641276862963,0.00874994005732552,0.0117761417171445,-0.00352610673405813,-0.014573855870387,0.0136616268566287,-0.00326495986135574,0.0287476861538623,-0.00446647392857446,-0.00824516564708811,0.0656710382891872,-0.0119173936848854,-0.00681322796347005,-0.0114068350210528,-0.00541047338755856,0.0348219519652837,-0.00422753727022893,-5.56640789167233e-05,0.0117447722264405,0.00971172264997354,0.00734446128309652,0.00630965148629226,0.0102961737556136,0.0133310491078695,0.00997536930287725,0.0107302362606291,-0.0173985735870996,-0.0204023321370279,-0.0120085174416951,0.0816850312701875,0.00033847114825552,-0.0151411808245342,-0.0110008678668232,-0.0042012527212609,0.0354796150546387,0.00278350019626168,0.00162790700823045,0.00638745789685745,0.00350036851914391,0.075217149387918,-0.010101128021062,0.0117748049197423,-0.0403747448103613,-0.007758130898486,0.105199028132105,-0.0160762003817265
"betw cen e-wpli theta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342618677775419,0.0760864462078299,-0.00178093680270551,0.0286689591891523,-0.00839501784940952,0.136017045926673,0.0125114436617869,0.0302205764422754,-0.00347668061578825,0.0402143979048525,0.0525713107621443,0.0759799829260721,-0.00888157971001932,0.0277245031419896,-0.00859948345709231,0.12973589501024,0.00112293100098104,-0.0252257919213392,-0.0283957213763531,0.00794547270770121,0.00573587771418979,-0.00485622279005446,0.00544580427340402,0.00250440130109918,-0.0216783667684206,0.0353836873955905,0.0107297408339263,0.00166663719302334,-0.0189315602167675,0.00930606666891086,0.011326526658551,0.0112812031049812,-0.0151519563882306,-0.0125970233198942,-0.000788819661472456,0.0171915424452116,0.0146308404826071,-0.028810834155684,0.0194377928361979,0.0195226888420979,-0.0044367342769375,-0.00648713421531478,-0.00898410884498047,0.0165180264309358,0.0283837746361833,-0.0390906876276944,0.0160094856622076,-0.02189925950186,0.0136332904273082,-0.0108839887990893,-0.0362186066196707,0.0083948132319491,-0.00314949361303559,-0.00810047082156651,-0.0191210354954902,0.00770410087922674,0.0261328929001244,0.0385913117274165,0.0562446327251761,0.0463716048101165,0.0777902395210897,-0.000332816713277134,0.0233909059633955,-0.00534164956624826,0.152847968935168,0.00895616145683728,0.0363267248201521,0.000421450053646142,0.0449631762283504,0.0437067933490759,0.0794953585459066,-0.00365217099657811,0.0243637355621654,-0.00507882198244438,0.139893484081997,0.00947103157710473,-0.00273192293287128,0.0505417318744269,0.0245274636311307,-0.00996777012564412,0.00971939494204044,-0.00711299229417337,0.0148804116662561,0.0203578143133055,0.0107610108971406,0.0108229632595913,0.00841596122987403,0.00915887954579922,0.0187001573194716,0.0177691092957163,-0.0177363278531022,0.0273076763433862,-0.0222410245255147,0.0366948726566385,0.0402417698719487,0.0408888923500804,-0.0179914933384235,0.0256087805009087,0.0518587036118876,0.0174186199318975,0.0162289356608302,-0.00660729711601326,0.0239843724293988,-0.0113310484166061,0.0768564230346479,0.0198345355616864,0.0118281357875523,0.0181759893120063,0.0179002420259764,-0.0121610022466571,-0.0011652179956572,-0.0080108740349065,-0.00600754046025266,0.0179669304909003,0.0272710031291039,-0.0152717503935515,-0.00364066491558272,-0.00505336342598275,0.00807657729842659,0.0193502664569776
"clust coef e-icoh alpha zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721176841523795,0.028249706786589,-0.00812406194861501,-0.0114945384289217,0.295479491989833,0.515335814759416,0.0275371729668857,0.0215956990511161,0.0542631039145376,0.307413251736833,0.952232606454193,0.0512628391680535,-0.0129290535551891,-0.00294146685157406,0.338590063864038,0.0499345714242443,0.0393006000022805,0.0027002593820691,-0.0119877401241812,0.00703386418157818,0.0351249862162938,0.037228735547878,0.00217390420178776,-0.00428434951984881,0.0322707231634055,0.0102754808526332,0.166064702506895,0.0231932365295524,0.0238093220700749,-0.0103680652460662,-0.0054158949729186,0.16456817143834,0.17591844472555,0.0447972232609482,0.0323308105289301,-0.00755061717812586,-0.0127540264716727,0.0748376817558799,0.0688957316556001,0.0199617239502753,0.0141291898216924,0.0215213186083384,0.0142199437459752,0.0170329930230668,0.195797704496122,0.0766858569513715,0.0329223197533909,0.155051968547213,-0.0087989550533385,0.0325451617345162,0.0829914224044449,-0.0127583456631929,0.0981630230181189,-0.0208457034869524,-0.00681905666485659,0.00517145778071507,0.213755300355832,0.0647558053183541,0.10361208658881,0.995044539708929,0.0268416178910012,-0.0113684397351313,-0.0112312224265854,0.307919994266094,0.470279903015281,0.0465985937396558,0.0310164248408901,0.0718660340021784,0.295199885125379,0.955046079331021,0.0397639568835748,-0.0142134283131116,-0.00663434611616228,0.331889633538667,0.0235921945341786,0.0797170405299598,0.0212844113472702,0.0156391470824186,-0.00925447103391181,-0.0170245480292198,0.0207996037070608,0.00574973827350764,-0.0107952724337533,-0.000511554404714072,0.0189769281247865,0.215565423610566,0.147125771322059,0.101417144478837,-0.0127747025132295,0.00308968055510211,0.0444477804376464,-0.00420309662691069,0.0246222253532835,0.0239100193755751,0.0105849521360392,0.0165990479483714,-0.00373515371940218,-0.00573150429728728,0.0148518069956454,0.112261463321671,-0.0120397209489828,0.0521378209562413,0.00382646474902593,0.117521654537478,0.178964458315032,0.147108549220654,0.105941048641739,-0.0110077294681042,0.0188033060004802,0.0160197943856927,0.0162933300732364,0.0214778499342501,0.0144337031248486,0.018273210732767,0.183555228062418,0.0557374313995839,0.0287082139680715,0.0444214270095159,-0.0071606610048633
"clust coef e-icoh beta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627908282905278,-0.0209087627111148,-0.0150393791644266,0.0224276973017247,0.0124314692464449,0.0722956355849891,-0.00448975763196826,-0.00654378739094946,-0.00212233165606194,0.0122044969110531,0.948811561863519,-0.0150118195291001,-0.0147974162184073,0.0301787291834733,-0.0033551956276465,-0.01821253874408,-0.0137917550251462,0.000828673331396517,-0.023615513478,-0.0205821455219346,0.00897195676170857,-0.00357002451413368,0.0499830614368463,-0.0132187896316985,0.0200470983657276,0.00290940988237853,0.00237711423612262,0.00115429640088196,0.0194576070791531,0.00740239422298142,0.00772864021341139,0.0023939489822283,0.00508206778697665,0.145144956506603,-0.0129136235716978,0.0378053748597222,-0.00991285669636615,-0.0113226048883995,-0.00469127797708273,0.0119257335726084,0.00267564693290507,0.0113274273165929,-0.00977507812844869,0.0393024372604078,-0.00588581985578527,0.0146998222532547,-0.00298400492269116,0.0267370592033365,0.0680172326846256,0.0566810957220279,-0.0145996810623678,-0.00500419554297764,0.0002104830858337,-0.0106922007029184,-0.0089583348911615,0.0189179762791493,-0.0123367680912871,0.0105327951521534,0.0235347630473014,0.991999678670104,-0.0223450075993114,-0.0116700209774667,0.0236571182750343,0.0096032440471885,0.0440287794995343,-0.0039839418673634,-0.00103568575994446,0.000142609645981533,0.0106375609748164,0.942956397026666,-0.0163555280159854,-0.0134534808731768,0.030893305684344,-0.00974226253445284,-0.00433281048685134,-0.000586513554223616,0.016710577254941,0.0099373665769632,-0.00822618503455138,-0.0172304183306291,-0.0152239554491163,0.00977884191399026,-0.0122327193703588,-0.0165109846751873,-0.00483493450280827,0.00354124806210989,0.000277309443994681,-0.0140814079383903,0.00328549576770559,-0.0202571692071658,0.0453983897845988,-0.0201508513560337,-0.0188422049337274,-0.0165628121218049,0.0408041950050522,-0.00488197844384034,-0.0193393119181051,-0.0117320478824158,0.00580610869752002,0.0049244307891098,0.00819032077810227,0.0744064245099705,0.00674204759651981,-0.0101828015928686,0.00199499864364971,0.00301540948922242,-0.0150982502501215,0.00523657052585684,-0.0122291624916454,0.0116284020406024,0.00158040743307515,0.00629889436938529,-0.0106740683194267,0.0127102869107035,0.0117529399559487,0.0157867723190081,0.142673892682715,-0.0165628779976428
"clust coef e-icoh delta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521691972621836,0.0181405534044814,0.0347773891260102,-0.0136150440139629,-0.0132333117846993,0.112129609957511,-0.0103140254092411,0.0227590183155404,-0.00468587290637678,-0.01938220270043,0.8518650572702,0.0247109305952685,0.0363647024352952,-0.0118842975686643,-0.00470898558579525,-0.00951983397862645,0.0111758996223045,0.00552895149011982,-0.0199275526993645,0.027213727008804,-0.0196141676857088,0.000780666029219269,-0.0137820723160012,-0.0151907366716901,-0.0200020943656639,-0.0089330586139496,-0.0241273147200586,0.0257051115280728,-0.0137361633934001,0.020186027081748,-0.025407955266019,0.0529056161496057,-0.0132703533708148,-0.0217583275514262,-0.013210970934423,-0.0170210781899866,-0.0162802172778113,-0.0147776196483619,-0.00983571220063276,-0.0135883210649761,-0.0132682065688565,-0.0191435095539875,-0.0152108368943191,-0.00346170316037634,-0.00517226787474468,-0.0173678701916411,0.00261484938081382,-0.00536531388996888,-0.0194379473073043,0.00485821286491731,0.00162616780041871,0.0425923894200138,0.0369500122362055,0.025986461338843,0.000934683330320874,-0.00923527078158197,-0.0031667601651691,-0.00877974917949079,-0.0218545349995423,0.98641777862267,0.0260593348162061,0.0295386232418596,-0.0167772579492047,-0.0137910170647115,0.0683110933027089,-0.0158560040675092,0.0171268755500919,-0.00576867938718126,-0.0185099209495635,0.848641659575253,0.0312955602632376,0.0320431952328046,-0.0128222273885538,-0.0191218195189645,-0.0108864744868687,-0.0239092260874357,-0.00921906473956865,-0.0278798154278254,0.000121152695074184,-0.00767139384929069,-0.0171734384711726,-0.0172607899856693,-0.00592702385794526,-0.00733245932693842,-0.0182105583482441,0.0168439543416881,-0.0140580012594093,0.021096253390652,-0.00723422993863493,-0.010231400484833,-0.0106028357638282,-0.00373189201443737,-0.00593262754053041,-0.0130532831103387,0.00581386103929815,0.00127827042522492,-0.0122551855904402,-0.00336450964044976,0.0314020990845263,0.00754928490024637,0.00297936243253392,-0.00496693625926666,-0.00630405056963868,-0.0162738238925025,0.0198510540251045,-0.013502824929719,0.021925377936816,-0.0172732420662806,-0.0104563258085914,-0.0141555550722784,-0.0114126075473482,-0.0221059344429352,0.00918344851005283,-0.014385809520655,0.0146491221375971,-0.0157991569650067,-0.0250440114831124
"clust coef e-icoh gamma zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634783298287417,-0.0141245640424752,-0.00065716693325623,0.0483544364445978,0.00423792594597853,0.135956386717539,0.0010692504582601,-0.0108608088885627,-0.0199267590934625,0.00614081333613596,0.909763168493108,-0.0124716501881379,0.0268831526960963,0.00226985765633882,0.00519909588901182,-0.0172973200178412,0.0516321826279047,-0.00219875135678249,-0.00446819044283203,0.00599834256675007,-0.0170649653279064,0.0132900053499645,-0.00945457165169862,-0.0146514189423576,0.0133853709351642,-0.00361050981406735,0.314168441645236,-0.00818818021182426,0.0169488056968739,-0.0295176576638751,0.00160232520897075,0.178726412119747,-0.0241745146229088,-0.00994687424767165,0.00802573740873606,0.00764679486952705,0.0123915747049419,-0.0162848079250428,-0.00515027031897173,0.0686933917676237,-0.0126794109286157,0.00660721349307214,0.00737556099148732,-5.59453938048626e-05,0.00780114817850498,0.00788972601517009,0.0131491020311498,-0.000340023963670582,0.318203438798726,0.000271532965745317,0.00197185795873552,0.158503620790297,-0.00755476029322963,-0.0147967245790277,-0.00611226368674709,-0.0121895477775269,-0.0100336682692047,-0.0125421581170179,0.0156733886099799,0.986829937339891,-0.0119724703194757,0.0102173022063686,0.0559916456313475,0.00677542528032573,0.114221435780569,0.0138077632033109,-0.0110486325487589,-0.0164172802299005,0.00792070308396399,0.896129695650988,-0.0115430857739734,0.0284598166616149,0.00170823012206591,0.0298750145142323,-0.0148109103757502,0.0242364605776945,-0.00868183173789851,-0.0119802891626143,0.0179801622533873,-0.0108673076197844,0.175317396395922,-0.0149889901608207,-0.00260688783121018,-0.0280606797232496,0.00331409686601276,0.077543207711737,-0.0253069238933723,0.0154358727394201,0.00484856793734663,0.0138163634131135,0.00474593530424996,0.00686278155662397,0.0120909768761523,0.0123881363706203,0.00137346189975432,0.0235697637131381,-0.0215899553785734,-0.0134197559529097,-0.0142594006806202,0.0344129110828992,-0.00336975371449389,-0.01053358905656,-0.026118402868946,0.00405555107373749,0.0752095670213396,-0.0240237649247715,0.0109203925766998,-0.0146859376277436,-0.0028945185787134,0.103173755628235,-0.0118572656142568,0.0155727183989888,-0.01661635159705,-0.00223182014752076,0.168653470889915,-0.0198948442924858
"clust coef e-icoh theta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654797472256821,0.129408189941549,0.00994159243584521,0.0202584545262286,0.0147118313439457,0.438107297812702,0.250180883495582,0.00739577343251559,0.0382120675625857,-0.0143711621895931,0.949560627614503,-0.0222530814414978,-0.000159225474992611,-0.00857614730181198,0.0177371778592663,0.00728429351698031,0.0985310843003332,0.0196166301302158,0.0194364629565344,0.000312061030579403,0.108704718321643,0.00597255666332461,0.0646674148040395,0.0188772205828862,0.11271182273424,0.00202540540507874,0.0022182916527899,0.0413531491682776,0.0750828621434938,-0.00840141510256218,0.000670111751355846,0.165798845419415,-0.00402584502368066,0.123030331268287,0.122526073058227,0.0299872966616457,0.0173240941001168,0.0150534895188292,-0.0174343156548158,0.08486930052424,0.112653969071711,0.0594557377430482,-0.0108864595879555,0.175421863700005,0.0105381837729292,0.0114287654847119,0.0362209154435567,-0.00152575987795312,0.0416213634774816,-0.00592167488094317,-0.0138644653057931,0.00702112494807409,0.226845061759648,0.206853323747214,0.217237905156552,0.288597900286225,0.0249248145350555,0.033067412553906,-0.0157191254047033,0.994857449215963,0.124209959568873,0.0229876596827436,0.0297610565318965,0.0230054227701183,0.401574512795308,0.253362461016932,0.00773568004922802,0.0358724133738042,-0.0150571962668083,0.943242046300121,0.0728632339295013,0.0655815215449559,0.0334712404950828,-0.0117940286342999,-0.0138565832187128,0.0192426302741637,-0.0129392383996742,-0.0185997758550255,0.00223055243248363,-0.012922736534696,0.101899520694234,0.0773259165843839,0.14252998831901,0.0806847559304581,0.0431418719537596,0.0708370365427071,0.0961640390104353,0.000770692143632892,0.0962923187780162,0.0881233486927547,0.0400958860423697,0.00320733732716038,0.0531423480540449,0.0612425339723439,0.083363973965261,0.00371983895335283,-0.0263757176742168,0.107165541622412,-0.0236544269794283,0.31405115316186,0.0691919986384487,0.145688876262179,0.0877723688230738,0.0505446434889898,0.0473924932888202,0.0257310737762918,0.0184341935936067,0.016374142224939,-0.0169629860749642,0.0832134479594458,0.0740449392603075,0.049001861386609,-0.0127801676307605,0.00276289837381187,0.153117438974969
"clust coef e-plv alpha zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.851128346819495,0.159538745603456,0.0647516189001437,0.16170987092172,0.420282019071454,0.633701418963827,0.0208591580024214,-0.0191904960913766,-0.00335277530007423,0.157960384777726,0.0217123788909822,0.0472191199009092,-0.00098593563547095,0.0267177627973054,-0.00461470259273655,0.0591975873287531,0.0112941589784122,0.126221098449333,0.0257609360353212,0.155079988451852,0.0644508520325789,0.309391969763929,0.0844317985643025,0.143384939925402,0.0131857987424125,0.0212915997915202,0.481414218763369,0.345818462219224,0.115181328037482,0.111050762269666,0.00482006723896818,0.0381307027155491,0.293303541703652,0.285488424758896,0.202526920791253,0.00734208583331069,0.0134223988731514,0.0320668704229711,0.0834808818515819,0.418836705045829,0.129484588721536,0.340493682524454,0.159323738199759,0.0247982879025538,0.193317664345202,0.126617426986668,-0.0133705253019144,0.288042143115452,-0.000454209380588511,-0.0141400885831236,0.0177082291384412,0.342065552584196,0.139216148060118,0.17214674175099,0.527082584004402,0.0118118527506215,-0.0151578805554325,-0.0012536864254992,0.145334884363511,0.983820591230076,0.186512503665466,0.0732041088192251,0.175018887068141,0.416665987987448,0.627638352556456,0.0119162847008589,-0.0214858028180072,-0.00599937544306616,0.160339635601087,0.215156507337656,0.27269240836289,0.0772802791751301,0.028749279007519,-0.00477822341419793,0.0564535756149443,0.0230546914530697,0.0632025120608752,-0.000719759048125099,-0.0200576969094983,0.0179274049510377,0.553615707806291,0.297346032796489,0.2774963586264,0.121882607700917,0.0618125449203982,0.258684283700245,0.129921421300291,0.181625034626418,0.175830206737988,0.136026604254297,0.196566330697219,0.066916907851715,0.0721738445796997,0.1759305099684,0.403315412762633,0.0361070803814463,0.202320581179983,0.0010050556898741,0.0588395293392639,0.466182277212265,0.308811416555801,0.292232873750531,0.126787343401594,0.091676816076222,0.179925383716045,0.0061562758592328,0.0200252473595247,0.0358077317251451,0.0833113475616961,0.470073187077203,0.104513644884561,0.0671618655879318,0.132249753396509,-0.0029899272531165
"clust coef e-plv beta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419988785067146,0.131037068801249,0.564788276258677,0.14589463303452,0.0435412773930041,0.124643932383902,-0.0243953315770293,0.00274075278277396,0.0090594071392342,0.0285923952747669,0.00317218201734731,-0.0008006102627711,0.0513693139276574,0.0385195435340206,0.00453636983167046,0.0636844808341696,-0.00114488348299245,0.0843641772107164,0.0342231228449827,0.0181986613721656,0.0102733413389002,0.041678215594351,0.000673165916567527,0.106963016227065,-0.0147798191950496,0.0451003033601437,-0.00535990769649294,0.0783672454853212,0.013039351009993,-0.0135482453340359,0.0675441740299053,0.019710455627874,0.0267361639086173,-0.000738715028759462,0.00818051496107212,0.0425943502946201,0.150204701325057,0.00691008395333135,0.109629582578061,0.0340186291491132,0.0861913949669957,0.0399498570374918,-0.0118486365907492,0.00514629788684177,0.0399925694526661,0.0377410625889662,0.0110263887681863,-0.0130908334052545,0.0300026891189239,0.000191752645048027,0.0101419358272491,0.00212177028271941,0.0136101302687131,0.0247914002963945,0.0751881349469414,-0.0149357912336388,0.0415474572410037,0.00984045102191133,0.204374528132677,0.977187310429,0.135621508290498,0.571272488683582,0.177672394989333,0.0338755225834809,0.1091515748841,-0.0234909984845085,0.00365118432458585,0.0068733845236862,0.0663269312040229,-0.00789665859157971,0.0389348975093884,0.0452237540054639,0.0497798450058533,-0.00153559864512823,0.0156051051232541,0.0669185010682048,0.0432537832968629,0.00138958541726221,0.0112726788636105,0.0241395530492458,-0.00485908150761527,0.0195650870272709,0.106132591383988,0.0517127002946529,0.0230839893459484,0.0512864634078016,0.0466987242441509,0.0266777571542679,0.040817666165605,0.0502321708941152,0.0485267977992553,0.0415318624631898,0.0532956664558148,0.0526426744085619,-0.00566334183691051,-0.00462422557481405,0.170623810324089,0.000742843606142485,0.0239915021521173,-0.00570404850962564,0.0199819985876527,0.0982498158191455,0.0529146256070878,-0.00421879354142441,0.00584966096762893,0.0430969321961192,0.127598502969255,0.009859891740838,0.0283156226591927,0.00336602940532573,0.0722269286088584,0.0196356204379177,-0.0151894565450937
"clust coef e-plv delta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431406841378589,0.181991970141422,0.293801541271002,0.033140070088327,-0.0173709881165305,0.159740454065901,-0.0154625798645776,0.0339994633443726,-0.00354677527354052,-0.00232519315282304,-0.000927467757876792,0.0212211394550365,-0.00697834087615561,0.00825399642036915,0.00507184289839293,0.0643705712842137,0.0299766520357281,0.0199186800540996,0.0861052641628604,0.0155089366399063,0.0176392695150181,0.0165584407973077,-0.0247726823947722,-0.00509899723240663,-0.00311997479722232,0.00166634803414329,0.0136102210172341,0.00107375146833023,0.00202180457318412,0.00122445850117014,0.0165153646713906,0.0192113949295553,0.0447067315477472,0.113419902269653,0.072115567168334,0.0342502637583475,0.0551122796363587,0.0798982970314176,0.00270264262090161,0.0505070838503387,0.017040537046009,0.00313886360400803,-0.019607835662931,0.000915720890430384,0.00697355827938369,0.012107445525728,0.0257412593689526,0.00936477051929196,-0.00406606954583288,0.0131864503391175,0.0156994815920581,0.0400371182454933,0.020735854898107,-0.00349076276907749,0.114143358726157,0.00118779896608308,0.0204541489976386,0.0915469321855281,0.15129213496291,0.961574901112,0.190272439458517,0.334494792885478,0.0297637502514022,-0.0167790243178392,0.162609260959323,-0.0157703816827764,0.0268161573967917,0.0111414824601769,-0.00815691906278833,0.0100625220566496,0.00563549300358224,-0.0148918276616917,0.0380907199052435,-0.00719026238625599,0.0128015695718464,-0.000802453966943355,-0.0248056816007694,0.012826561557875,0.00673262678812905,0.0114187365492293,0.0224785856973779,0.0146577268776243,0.0140116161915574,0.0288544209119177,0.0146094104585156,0.0294892105233803,0.0324072459554261,0.0119138446695268,0.00882921962763753,0.00484993373636512,0.0123244690829283,0.0237627492043653,-0.0156407227093447,0.00420053913947531,0.0287434710864669,0.0153752961745923,0.0286795263572808,0.0113478438726982,0.0112420972625143,0.0197683028901626,0.0185152801568151,0.0125005982269699,0.0518009035939529,0.119076298236423,0.066113563849886,0.0309898085179499,0.0547025964130297,-0.00196443560969199,-0.001895814359401,0.00804517794533734,-0.00540603367546533,-0.00188926254978685
"clust coef e-plv gamma zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141239804149573,0.21390404079404,0.0764548586756312,-0.0129711569161846,-0.0174227718694916,0.149885100137123,0.0148650635227433,-0.000472356848178726,0.0255093224220531,-0.00509708575407796,0.0211923956861264,0.0161261307885713,0.00610288258555449,0.0103202316844246,-0.00298258070937217,-0.0149806907960759,0.0346494510428986,0.00975922161905926,0.0122533602056182,0.0701186351318915,-0.00786872407959891,0.117691502182907,-0.011891816494294,0.0189559060927358,0.00770886385550621,0.0451814780567484,0.000693978568162346,-0.0145298103953356,-0.0272153097532148,0.0192472683109486,0.025468846064912,-0.00156826610373004,-0.00270797628174186,0.0342906995856477,0.125793194510247,-0.000922785181707134,0.0560381376254585,0.0138934439290137,0.000361013693542838,0.0779581963953567,0.00549581054653975,-0.00632718599567044,0.0434969915787623,0.119016808471324,0.0258222998924286,-0.0112516232258075,0.0138893807612036,-0.00179576287907784,0.0317305285940304,0.0138087346676399,0.0192794577602421,0.0510839140088687,-0.00999281480693702,-0.0121803760471825,0.152668236536399,0.0187661529155393,0.186810249814183,0.630073968978433,0.187189027454285,0.984371024234963,0.235164915688047,0.0658610639848703,-0.0162546140866075,-0.0156810598611027,0.155425922902008,0.0151828301220269,0.0380151733921133,-0.0103623889968453,0.0209542682079451,0.0219385627799842,-0.00370257823766136,0.0285510197011293,-0.00737350579737582,0.0482742093380935,0.0274214443921101,0.00889358847967905,-0.00109604902921959,0.0204676249169395,-0.0143415855885284,0.0106684837432983,0.0796013998867663,-0.0163456963575294,0.0232486647655276,-0.0167161725624438,0.0416356832636832,0.0183320785205147,0.0206833163533653,-0.0125203253175765,0.0546653771917999,0.0348174142732188,0.0370350605768591,0.0155215409706324,-0.00494156482838401,-0.00815909416983589,0.100633638937713,0.00367482821344483,0.0202921681865334,-0.0140005424478194,0.0122683910415308,0.0760808064190373,-0.0151729703997568,-0.00446116237773992,-0.00215504952970781,0.0332892315001056,0.123472626939009,0.000844959983136888,0.0163342074015117,0.00293005230802164,0.0325051574589691,0.00874857969709388,-0.0131326448933098
