"","ampl total power alpha zero","ampl total power beta zero","ampl total power delta zero","ampl total power gamma zero","ampl total power theta zero","approx entropy zero","betw cen e-icoh alpha zero","betw cen e-icoh beta zero","betw cen e-icoh delta zero","betw cen e-icoh gamma zero","betw cen e-icoh theta zero","betw cen e-plv alpha zero","betw cen e-plv beta zero","betw cen e-plv delta zero","betw cen e-plv gamma zero","betw cen e-plv theta zero","betw cen e-wpli alpha zero","betw cen e-wpli beta zero","betw cen e-wpli delta zero","betw cen e-wpli gamma zero","betw cen e-wpli theta zero","clust coef e-icoh alpha zero","clust coef e-icoh beta zero","clust coef e-icoh delta zero","clust coef e-icoh gamma zero","clust coef e-icoh theta zero","clust coef e-plv alpha zero","clust coef e-plv beta zero","clust coef e-plv delta zero","clust coef e-plv gamma zero","clust coef e-plv theta zero","clust coef e-wpli alpha zero","clust coef e-wpli beta zero","clust coef e-wpli delta zero","clust coef e-wpli gamma zero","clust coef e-wpli theta zero","correlation dimension zero","dfa exponent alpha zero","dfa exponent beta zero","dfa exponent delta zero","dfa exponent gamma zero","dfa exponent theta zero","higuchi fractal dim zero","hjorth activity zero","hjorth complexity zero","hjorth mobility zero","katz fractal dim zero","kurtosis ampl alpha zero","kurtosis ampl beta zero","kurtosis ampl delta zero","kurtosis ampl gamma zero","kurtosis ampl theta zero","life time alpha zero","life time beta zero","life time delta zero","life time gamma zero","life time theta zero","lyapunov exponent zero","lzc exhaustive zero","lzc primitive zero","mean ampl alpha zero","mean ampl beta zero","mean ampl delta zero","mean ampl gamma zero","mean ampl theta zero","microstate A zero","microstate B zero","microstate C zero","microstate D zero","microstate E zero","mod index alpha-beta zero","mod index alpha-gamma zero","mod index beta-gamma zero","mod index delta-alpha zero","mod index delta-beta zero","mod index delta-gamma zero","mod index delta-theta zero","mod index theta-alpha zero","mod index theta-beta zero","mod index theta-gamma zero","node str e-icoh alpha zero","node str e-icoh beta zero","node str e-icoh delta zero","node str e-icoh gamma zero","node str e-icoh theta zero","node str e-plv alpha zero","node str e-plv beta zero","node str e-plv delta zero","node str e-plv gamma zero","node str e-plv theta zero","node str e-wpli alpha zero","node str e-wpli beta zero","node str e-wpli delta zero","node str e-wpli gamma zero","node str e-wpli theta zero","permutation entropy zero","range asymmetry alpha zero","range asymmetry beta zero","range asymmetry delta zero","range asymmetry gamma zero","range asymmetry theta zero","range coef var alpha zero","range coef var beta zero","range coef var delta zero","range coef var gamma zero","range coef var theta zero","relative ampl alpha zero","relative ampl beta zero","relative ampl delta zero","relative ampl gamma zero","relative ampl theta zero","rqa determinism zero","rqa entropy zero","rqa laminarity zero","rqa max diagonal zero","rqa max vertical zero","rqa mean diagonal zero","rqa rte zero","rqa trapping time zero","sample entropy zero","skewness ampl alpha zero","skewness ampl beta zero","skewness ampl delta zero","skewness ampl gamma zero","skewness ampl theta zero","spectral entropy alpha zero","spectral entropy beta zero","spectral entropy delta zero","spectral entropy gamma zero","spectral entropy theta zero","std ampl alpha zero","std ampl beta zero","std ampl delta zero","std ampl gamma zero","std ampl theta zero","waiting time alpha zero","waiting time beta zero","waiting time delta zero","waiting time gamma zero","waiting time theta zero"
"clust coef e-icoh beta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474237185412614,0.622461845057424,0.512202357508826,0.0321229835381258,0,0.241277555721897,0.151749612410604,0.661471701490326,0,0,0.573405314012404,0.686282410267915,0.430587621476508,0.0353363369911243,0.153339548371482,0.00514332170631904,0.715090187087713,0.513051785463546,0.34996482118706,0.00717460924373525,0.192953820341742,8.97627118459088e-05,0.0382504379024878,0.00506450620713927,0.000327193284012983,0,0.166646764750645,0.00258908292968474,0.00396788746141863,0.117495743920806,0,0.489730363914435,0,0.296861190573513,0.000441034418955155,0.244607729872391,0.303000212417361,0.429585728757066,0.0154503929065306,0.0308634133033814,0.334926833752242,0.0536321512547339,0.624798935107721,0.208893026429867,0.576927658815621,1.47725831567413e-08,0.230528366336676,0.168354871808252,0.450233730439005,0.587127772150492,1.77068587903229e-06,0.026615155434853,0.747873963773656,0.403994218204551,0.31520549266684,0.556024885796201,0.113100782850388,0,0,0.498651614080567,0.558318426621046,0.46444940605292,0.0402078802239612,5.90067545935824e-08,0.322776664569962,0.253191954261866,0.597057765172017,0,0,0.539590704299707,0.652730797251417,0.39892889897775,0.384524156490463,0.533009990928868,0.774923384403203,0.293302836259369,0.152990685349952,4.99206563421284e-05,1.6405308667089e-08,1.56343826773764e-11,0.678505913262784,0.563526361162586,0.000123997396362263,0.402005202622798,4.76336941823696e-06,0.0153651912797532,0.565961378434563,0.805013992099583,0.493192667668772,0.376936484249684,0.470859937581757,0.728317422305151,0.658436863001862,0.347062463115511,0.535969120756996,0.713166636517945,0.628750840543174,0.580311755779382,0.611822519729443,0.299000609816717,0,0.725232970885901,0.44867189515474,6.09675904605922e-05,0.0183627095595527,0.557142475187165,0.785149996333644,0.50899787678787,0.00789476721101745,0.0303802655907326,0.290831672621544,0.0454544113813138,0.0534038061423646,0,0.414617925865209,0,0.0729868373183844
"clust coef e-icoh delta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585931139114689,0.222285415859675,0.117610602057905,0.599937603870855,0,0.728234179625723,0.0550209041123356,0.503165359134319,0.457566523676335,0,0.538434586031797,0.497035201361244,0.00780922075236234,0.735226646831972,0.360880564409544,0.127361230049206,0.386278509391087,0.641487913613724,0.785482299807364,0.618489194006679,0.785819052604019,0.559665334290949,0.606357042845182,0.567328732794521,0.465032208655803,0.281325053826893,0.431468990523058,0.228758220304934,0.44795721523669,0.78950778759743,0.50356347290911,0.447129893351587,0.159912294750872,0.584018910048342,0.378651022746274,0.375827197376274,0.692176393629895,0.743120477725989,0.422600596218986,0.18102604504697,0.265546284051262,0.103065356719104,0.425649419049867,0.700174010585638,0.736086294216333,0.021712752370451,0.695302088794833,0.704275641679855,0.335839816781199,0.515976749953623,0.556071585492195,0.283139531698082,0.571251234812806,0.634540369404096,0.430322933281411,0.667568834826608,0.511958811037009,0.48933322135943,0,0.614273040726376,0.221706354943539,0.0763126530526004,0.534067379595544,7.74149189197715e-10,0.693387894291166,0.0121579073673412,0.422088698103181,0.483106293876534,0,0.426558750899785,0.497105575854331,0.582049354314021,0.792834462580587,0.551066039607073,7.01787207457727e-06,0.566417779755255,0.386996173375157,0.704261117913113,0.586835639665507,0.00361622168407105,0.729460748730677,0.684837814969111,0.491906683553099,0.389537883769754,0.798588980223727,0.535885039072717,0.555758886894279,0.425572712104165,0.555417072318323,0.487695478531174,0.443096356571047,0.651520372120606,0.565598131581583,0.716946428618973,0.61729417251416,0.570174539275329,0.725666340975208,0.63487399475486,0.470582865726354,0.559768940549154,0.473848334804736,0.438108422670452,0.385832086772613,0.792241312575432,0.533108586248752,0.517474641865537,0.692136054916661,0.710303910823954,0.417483105280587,0.181264413854172,0.216986212757431,0.425334104821033,0.692937603569109,0.449341809064989,0.476492640133963,0.474728090352918
"clust coef e-icoh gamma zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83258444161734,0.395009035610325,0.139869815648384,0.207127969257117,0.0575393060109253,0.795743325743559,0.732784668385804,0.617002426744845,0.692719138568252,0,0.841895957363415,0.239630867652715,0.844106310476091,0.74731886377574,0.676109723004028,2.03915096985696e-06,0.503792221133561,0.679574883873917,0.521887206347896,0.187297706076251,0.282870263985676,0.50735597099623,0.883789447183888,0.556016144858349,0.680520913547158,1.7373247285235e-10,0.0691275171479478,0.662809504966017,0.792604626992084,0.247727194998806,0.000998775363527216,0.812437299991344,0.17545905129385,0.416702758266136,0.38124921783118,0.481993108811208,0.490878641519479,0.607013526590361,0.654518198407335,0.506420177539035,0.79405147416714,0.87911649238676,0.768134281608244,0.589143146658978,0.00213110055544607,0.183236697979804,0.0691462933312221,0,0.820322579047122,0.243527565917641,4.72587342614794e-06,0.391005955586982,0.666215169364718,0.317197403738284,0.388806470541701,0.774043022244869,0.536638992580102,0.683878492603267,0,0.790501000789368,0.414186034634037,0.105430288343772,0.136121881362434,0.0104689468392175,0.747131701553371,0.739929894817682,0.515172536250272,0.749806186844114,0,0.807695927485873,0.0451239327418226,0.254323116360505,0.237866618572014,0.631263118729304,0,0.628325964571341,0.656232414727354,0.140323566699008,0.498341445782168,0,0.216102856068415,0.375956537938692,0.636213823564575,0.361755605516905,0.000120192696796861,0.77242014209607,0.257416255589372,0.147760656220656,0.211026237855171,0.431110311037765,0.507948641275697,0.217844701940274,0.261545817837778,0.557200475666404,0.126220914472808,0.366217107883526,0.0946772743673887,0.596730070372606,0.411216636778561,0.800954800839731,0.26465834144307,0.625580583246355,0.398306434626149,0.0002262922297398,0.761405297279684,0.43388679150022,0.518478690736424,0.625860167556314,0.606647851624663,0.497755108237782,0.599681812125578,0.743882182558148,0.689167224167943,0.000161572931069554,0.865609612439319
"clust coef e-icoh theta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295689488986261,5.00045427509477e-07,0.69814795932513,0,0,0.50751035782527,0.0543053816174041,0.784208371428661,0,0.157392351277069,0.686781717143516,0.646980380031217,0.00612677227713188,0.748623035184575,0,0.0744412240633836,0,0.00234830148467524,0,0,0,0.000418796887876161,0,0.588005037069694,3.79529755401009e-07,0.169951223859748,0,0.0246309314890878,0,7.34519112199905e-11,0.274450485103044,0,0,0,6.13109674141299e-10,0,0.000212973734810662,0,8.70433725097541e-11,1.59476231109679e-08,5.62394575354119e-12,0.0810672467783239,1.02972794554512e-05,2.91063567798844e-05,0.0652646828152246,0.784956099983836,0,0.0199521089963576,0.179126438690278,0.060385586850034,0,0,0,1.02251540567977e-12,0.474575493673127,0.176011738522002,0.823216838451941,0,0,0.229274767629013,6.50932463486242e-09,0.611630322447018,0,0,0.517894958674779,0.0299916499823185,0.749992012513146,0,0,0,4.23633350621344e-11,0.029622101331392,0.525772876006113,0,0,1.39628086870403e-09,0.00012448586527658,0.866197846182503,4.44089209850063e-16,5.06261699229071e-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621823188157036,0.0182855848273666,0,0.770977315091276,0,3.77339435253532e-08,0,0,0,1.0902390101819e-13,0,4.40935574053114e-07,0,0.000298587851800036,0,0.15251571555666,7.39520111814329e-10,0.070047318207942,0,0
"clust coef e-plv alpha zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309724714856684,0,0,0.000378148521006927,0.700833239446611,0.0558077735170603,0,0.0752630863110649,0.0133266775330165,0.0144904061691489,0.561543978032639,0.731595986366056,0,0,0,0,0,0,0,1.29056882791634e-05,0,9.87121146445169e-06,3.09587368407804e-07,0,0,0.371799933090901,0,0,0,0,0,0,0,0,0.1188597697039,0,0,0,0,0,0,0,0,0.405338917814761,0,0.314586992207413,3.30876339417197e-05,0,0,0,0,0,0.0164743524073567,0.0998014227521697,0.416730189323047,0,0,0,0,0.00264546003897459,0,0,0.0011019247649755,0.595430710162628,0.00572705065537316,0,0,0,0,0.788565414388836,0.696566267967615,0,0,9.69065141737113e-05,0.472837110101992,0.366568876312002,0.00140975080977057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000154466900094574,0,0.450697959847776,0,0,0,0,0,0,0,0,0,0.0757623250367545,0,0,0.133916845076647,0.179346142885108,0,9.22419125526375e-08
"clust coef e-plv beta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169405299727154,0,0.633684981758569,0.746348942388838,0.101788952664305,0.658481047123284,0.271988690971966,0.341294251594202,0.61975710268248,0.024756606064295,0.0123588271135765,5.11886342202672e-08,0.0142172798669538,0,0.00409592976005657,0.00858607990811011,0.000810785088061872,0.139510562456707,0.00929742369056896,0.187633802843315,0.702993214285084,0.0608409143170308,0.0544149474670579,0.494295843336003,0.0609070602386534,0.0212953157402335,8.41731662148959e-09,1.12088138515265e-06,4.1677430984155e-07,0.00113224202274809,0.023555477509686,0.321903653075994,8.31610069695898e-09,0.18608232831611,0.00142023085480325,0.0171861054991623,0,0.00429232665634127,5.43975930966667e-09,0.00127820404313495,0.000652159625348148,0.179432319318695,0.0195131081555941,0.000573746133096353,0.00283842405369672,3.7287981968781e-07,0.000174157177975198,1.91825358264452e-07,1.12898579374132e-11,0.00706029436877298,0,0.584467717736537,0.117687758196467,0.156174469874248,0,0,0,0,0,0.00289696117513438,0,0.628155195505556,0.642407680015639,0.102098238706835,0,0.0371880261407427,1.14952491969689e-12,0.319980819695874,0.295216606221955,0.165170419216567,0.699410337789369,0.535678801595254,0.35173809375989,0.8210468014228,0.53246641587394,1.38329436794038e-08,0.00317999060225982,0,0,1.03458571243387e-06,1.72741613537752e-05,0,8.58189968262479e-05,0.000613710430120262,1.52985724202193e-05,1.11022302462516e-16,1.03464441482126e-05,0.00207786735915561,4.54969395491389e-13,0.000358747232686918,0.031814863815626,1.75738287477856e-07,0,0.338162202221256,2.41276513242017e-05,0.00500693312993783,0,0,3.30163941741901e-07,0.00466420476474139,0.0308188018000164,0.342074831114868,5.06387329846092e-08,0.197689784021778,0.0137201428811484,0.362246715239168,0.403738314879863,0.0436770163270024,0.29437023302314
"clust coef e-plv delta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060236380605623,0.713672110160296,0,0.696257075198361,1.88182802673964e-13,0.665058469531041,0.451875170119707,0.102527392326217,0.0165104972980271,0.199788515361454,1.53940211722325e-05,0.329789882313129,4.44089209850063e-16,0.0308385390630372,1.09479780796562e-09,4.03067135223978e-10,1.98596694644948e-12,0.000390478189030374,3.14810399970611e-11,0.101552814877822,0.0982617115058966,0.159281788572551,4.65805172211731e-12,0.00150579665625927,1.03191455380625e-10,0.498458066960754,0.106442219229114,0,0,4.88831197742456e-13,0.00214826189875894,0,0.0982043850649251,0,1.55058030748556e-07,1.48603840344208e-09,4.44089209850063e-16,0.136168184142579,0,0.019266717308406,0.41078087339783,0.673150291910388,1.12210341018937e-09,0.00129371843292758,0.0166999397149343,0.0138303372856372,8.90842954959226e-13,4.19886953939574e-06,4.8885538839194e-07,0.239630470180951,0.232316300400101,0,0.207058028296369,1.13928875222769e-08,0,0,0,0,0,0.0996521751644009,0.68599333182414,0,0.520868359177661,8.21565038222616e-15,0,8.28063817515101e-09,8.58136217061212e-05,0.75674443264625,0.600211229839713,0,7.07855996040507e-12,6.36323883584922e-08,0.136756805683227,0.719362861247667,0.0879649046062262,8.98351174094536e-06,3.20519166763233e-11,0.000122634783061071,2.29136942753172e-08,0.300186330550806,0,1.1517753417678e-10,1.5093482019779e-12,2.48689957516035e-14,1.05680893758286e-06,5.52713430579388e-10,0.0083736744085634,0.000589001646716825,7.54951656745106e-15,0.36166687937352,0.538576143602954,5.69533309402459e-11,0.198925600686627,0.00585005386009185,0.000740356774665551,6.74571509762245e-13,0.000163160040207,1.2311200947579e-09,0.37181946541325,1.51430201711378e-10,0.00171625027814493,0,0.0950367515945296,0,0.0368194305738689,3.03776422283519e-06,0.000307567646454787,0,0.511177175578056
"clust coef e-plv gamma zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05832393351812e-08,0.713428294365107,0.285688820812591,0.399837442801566,0.607307153894289,0.60742869278946,0.902989696387235,0.136579498930539,0.179323491252693,0.483758577222735,0.20127267964292,0.16095092972343,0.102421829346397,0.131577867005269,0.113022440401265,0.119017356887675,0.0935078181143529,0.066953748443625,0.274956428878516,0.025357050359619,0.205742055357276,0.528774380859843,0.256719971758989,0.00634046583711023,0.241898635063942,0.144428189304843,0.909280185117615,0.0748061226905861,0.00282203442436102,0.00256040568451432,0.0852857513468789,0.23761653682202,0.193472344428459,2.22044604925031e-16,0.223079131124789,0.618395376762153,0.422537009780797,7.13466699133747e-05,0.349688493633532,0.0402338143961991,0.37807084549657,0.144843072593964,0.0670996847752042,0.418829966200054,0.259506900322946,0.00630363037793991,0.159495528213661,0.077162089360117,0.62495008821214,0.117964515224153,0.632773982347373,0.125020517125496,0.736401429051645,0.0412126535673099,0.692210961913821,0.00139711675845033,0,0,0,8.02058419679952e-12,0.665898464966797,0.250336171157805,0.462049186112379,0.622181890530281,0.707185246621396,0.0191787237514751,0.371035884732437,0.451077649685578,0.941192817946121,0.0496507087686029,0.358578170573862,0.398865083951153,0.25640774239093,0.738614109515718,0.565225088800235,0.500227998695913,0.0970881486583931,0.369202143622067,0.0328093434080396,0.000162470029074657,0.405260145196647,0.0202793489937725,0.0136508069671819,0.0336596692094927,0.0644388420954833,0.0703318715123584,0.0221342648727012,0.000403580286572724,0.00339074084354651,0.0150461396585033,0.724986507635851,0.218076382153255,0.00233924688819864,2.65045763114813e-11,0.826436894643674,0.4710980196803,0.309237483504979,0.0259099334733415,0.000400958794824602,0.333414124648129,0.204014106826446,0.239946594380607,0.212588831738623,1.77635683940025e-15,0.226741807279124,0.158917260665558,0.00165857520221213,0.273509023144854,0.0645155842896362,0.889257325720163
"clust coef e-plv theta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572312043492767,0.0650106959587875,0.865963026201469,0,0.228383151228068,0.156511646449811,0.0665165454935381,0.106720910466684,0.336064518046523,0,0.00481551278974235,0,1.26248505982751e-06,0,0,0,0.00522278998619652,0,0.133312289164772,0.00949985094283057,0.000395049119139346,0,0.0673729357909941,0,0.000178612921287846,0.0955915700515317,0,0,0,0.0720224080872531,0,0.310302847453955,0,0,0,0,0.000629474137161856,0,1.59753144046704e-08,0.000650158542834234,0.692631871484948,0,0.346852309254759,0.111149276566919,0.00099862371321946,0,0,0,1.66090095010674e-08,0.624792141599209,0.0362551902982755,0.812679032761461,0,0,0,0,1.141053918019e-11,0,1.99840144432528e-14,0.613330727271125,0.0332624234611092,0.6961805581537,0,0,0,0,0.463714450975254,0.663834089031488,0,0,4.58760307733286e-05,0.438710804784724,0.897693409431337,0.00375726277135491,0,0,0,0,2.20384165805498e-07,0,0,0,0,0,0,1.7430501486615e-14,0,0,0.00915532805074748,3.60626484230409e-09,0,0.202994910154435,0,0,0,0,0,5.23033795062355e-05,0,0.105099379600734,0,0.289144387099591,0,2.97102971114072e-08,6.7656991120657e-13,0.0786845448091125,0,3.64486218984439e-11
"clust coef e-wpli alpha zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87423151088983,0.420929351345968,0,0.238192937340616,0.124437909967579,0.0520394102918746,0.650343928792123,0.683443350938625,1.32752612288511e-05,0.0270022401666823,0,0,7.7715611723761e-16,0,1.24344978758018e-14,0.347685249409756,0,0.00234688492460378,0.0481849113838716,0,0.014342577149341,0.653367260510231,3.63765632424018e-05,0.0994257506821888,2.05409872718887e-05,0,0,0,2.08863563355699e-06,1.54824538667331e-06,0.520628669840395,0,0,2.99760216648792e-15,0,0,1.0991207943789e-14,2.22044604925031e-16,0.00739394274284577,0.544684717722245,7.7715611723761e-16,0.0976423903533601,0.231919903812664,0.025129223413889,0,0,4.44089209850063e-16,0,0,0.467845576706021,0.710329908887559,0,0,0.0131161472943646,0.00458842206403454,0.771407379150648,0,0,0,0.827420307580902,0.205290950065341,0,0,0,0,0.962491457398864,0.650762049110911,0.000125295556482552,0.0850853272117308,0.748264826997985,0.758996760261166,0.00131768819382672,0.0370103163772562,0,0,0,0,0.0215859794291625,0,0,0,0,0,0,1.20093957001188e-08,0,0,0,0.0390794271353865,0,0.789053551947357,5.77215102518513e-05,0,0,0,0,0.00816807654101126,0,4.34101025248435e-06,8.61421933784356e-08,0.430472573294296,0,0,0.370556702792875,0.389534735203354,0.000118443349312214,0.480667444113333
"clust coef e-wpli beta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527832314893316,0.666305894452789,0.432732232278816,0.163470415436433,0.330257965663416,0.0562062071055709,0.292426487020254,0.54160182442907,0.397419913495275,6.26414092641525e-06,0.18997034236956,2.75497002988345e-09,0.0697188246685745,0.00260828048447848,0.0270438936564876,4.2824717105816e-09,0.0491268396296589,0.0388134401260952,0.00306248174821477,0.046921509303666,0,0.481623860843972,4.55161531798254e-08,0.736831575652811,2.6827961147835e-05,0.42253417431185,0.476735604238572,0.407131274634071,0.0276477134401193,0.0335894598263758,0.461870110618031,0.0709008146938511,0.463158384084732,0.0778645956165465,0.298797520205457,1.08317643743305e-09,0.305360897865208,0.193354937993376,0.300533911008959,0.583279533501577,0.00140264063151163,0.079272706173336,0.701158619211301,0.192988799466248,0.555769934611285,0.408149130762168,0.016622039166974,0,0,0.486141633880076,0.581204209033817,0.460841392571637,0.000349689485405369,0,0.74194114072157,0.394143498191834,0.429431060257645,0,0,0.480229539103859,0.62688596534713,0.407162789901094,0.328822160682637,0.540645628462895,0.408080166433104,0.153512824866861,0.194029352980772,0.00451719041255894,0.000389554635270906,0.00414419463715021,0.466483400475021,0.709882667954219,0.00123343377484986,0.33101464517068,8.24680490507657e-05,3.76745105679088e-05,0.397594777540272,0.58437023927436,0.632883203134026,0.195367379755657,0.542644937097435,0.653989079894071,0.533869850562332,0.169982997694222,0.340426096654536,0.709980349251637,0.492921289783267,0.46018917495448,0.621193700268645,0.133627637483968,1.82409642945913e-13,0.748956883772522,0.32027093505706,0.0012912195461634,6.27957275889379e-05,0.395511981408277,0.579494840223402,0.415420781886711,0.0229616288605649,0.0335833745794396,0.443997244344657,0.0509019852083058,0.0150621147645716,0,0.248863301226207,1.08801856413265e-14,0.49918046168696
"clust coef e-wpli delta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563404658857335,0.220326750719425,0.00685666070803603,0.564843318249743,0.173670121553549,0.0469244195314718,0.281246177989767,0.672455596183148,0.802370721430536,0.646249094782626,0.834194615287123,0.761465958786748,0.629738193863491,0.796390436966863,0.737590881924446,0.14481453745181,0.66814931358227,0.28507782075915,0.291345260187973,0.626657276486168,0.324787410924589,0.785913931880633,0.175940868807433,0.522578425146863,0.691731646123944,0.690896437042506,0.764461068208636,0.795930923533689,0.405179857821675,0.134481984117686,0.123826853554839,0.140737464305688,0.157545369631697,0.803731597017361,0.747248390917986,0.316793401981575,0.706365897834563,0.786017582277762,0.261257425841703,0.580522418558552,0.447086183389154,0.422357612926741,0.695358979328498,0.841317339260422,0.807518745813176,0.813722851342326,0.873815646131727,0.586861062485095,0,0.690547884767661,0.083334329812476,0.58877379628794,0.503334093419669,0,0.410268376589149,0.0105734569049309,0.867390593795544,0.567040647671706,0,0.497978914515067,0.290785959463542,0.776326608644019,0.84068368035867,0.776599736361019,6.8895014915249e-06,0.434755569150194,0.771397633173761,0.660697078418902,0.722928300305044,0.00129120936720672,0.622698264718122,0.788917058876894,0.78556137103933,0.605778052132047,0.841440981816155,0.677516358231298,0.51302942241542,0.693122116163329,0.766535045021992,0.726289020889509,0.67703435191422,0.75861914179408,0.787002535716022,0.866485899157028,0.759208555331652,0.761827661786256,0.809885320329716,0.525292514130665,0.481847406898117,0.657482415784512,0.758641005710949,0.759490432659238,0.628629869817335,0.846894746392038,0.675576871467423,0.567547868661717,0.729433411618767,0.778804627198554,0.384691558751823,0.146660590139814,0.086341455870809,0.384998971964998,0.486342435178818,0.523757547750203,0.74049496481158,0.257724538252692
"clust coef e-wpli gamma zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778188568207062,0.492966398641353,0.715105353701422,0.646520779649721,0.699365903106517,0.029976647869591,0.155185862625775,0.639034095407131,0.240363183583254,0.126429998897711,0.00331469390332051,0.2863917529531,0.838501017802759,0.760689307198048,0.716929097008181,5.77676795288085e-11,0.00755431319258493,0.307515268255335,0.568327191986602,0.33667647839728,0.000461925984834077,0.713106433208063,0.0282141821664171,0.0322535875317198,0.0204784403540756,0.184644329925014,0.194740381802252,0.314846623273067,0.424608337229376,0.281334387661904,0.779595206655764,0.896507942032344,0.677164701866428,0.691184874924045,1.12577329458574e-05,0.0221383615293393,0.0654878560920001,0,0.437733680594245,0.650415880972911,2.7747008801704e-07,0.311030462690681,0.581888033216071,0.16797491359002,0.343625047017414,0.468760127173119,0.596547595062867,0.572604643600375,0,0.765968233215907,0.0924601949954156,0.605875589940916,0.711060969228026,0.535659913092196,0.851833306154254,0.41404031200364,0.552771763961069,0.58569473611149,0,0.740036649611255,9.30288887057706e-06,0.0329185411868034,0.502539584868548,0.619060616437259,4.13225009765483e-13,0.542956669326578,0.597150975132563,0.379379214553442,0.629355780239623,0,0.101322003641714,0.0856144568625442,0.232304870012752,0.465466584503481,0,0.743808036422719,0.001405873323297,0.000561362548887834,0.000243002517493651,0.0035192199047418,0.00125473867251613,0.00308909166606375,0.0110229516297069,0.0152260450029569,2.19528327278784e-05,0.105174857370407,0.102707127492846,0.796749451261393,0.204567138613139,0.772987142807356,0.0427719677929739,0.205801632122578,0.504273605854057,1.11022302462516e-16,0.71555602712628,0.130272018618149,0.200562261178168,0.351156781231382,0.329620490205002,0.256149052912411,0.219996647700337,0.341062366731315,0.739241676545082,3.35245971518905e-05,0.789929681497568
"clust coef e-wpli theta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240340189082958,0.768983445593068,0.740407612253785,0.0210130555841421,0.746728682332297,0,0.0709784561640752,0,0.000506134132924663,0,0,0,6.37266622516286e-06,0,0.496132882152347,1.05783251636016e-05,0.211072850437374,0,0.240817834723149,0,1.11777254119261e-12,0.372426603326946,0,0,0,2.66640953761055e-09,0,0.000288492341726787,0,0,0,0,0.0488816180600368,9.64508928347207e-06,3.36351742680208e-07,0.0582007102550428,0.786977353946829,0,0.00968016395174764,0.0892131756843477,0.148584194504212,0,0,0,0,0.367198746071286,0.455343348648101,0.82307429940304,0,0,0.0702884966331865,2.22044604925031e-16,0.507155558759897,0,0,0.425114813425953,0.168311005036488,0.711285248979972,0,0,0,0,0.22371756036504,0.561821656820592,0,0,1.73205894071771e-11,0.00402933627259483,0.906781759241228,6.02921046422011e-11,1.11022302462516e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698608517318502,0.0909853942900412,0,0.713672472068274,0,3.11222603244232e-10,0,0,0,5.90638649100583e-14,0,2.34675468269163e-06,0,0.000458798294153406,0,0.1502535937732,3.7410963216189e-11,0.25568110110258,0,0
