"","ampl total power alpha zero","ampl total power beta zero","ampl total power delta zero","ampl total power gamma zero","ampl total power theta zero","approx entropy zero","betw cen e-icoh alpha zero","betw cen e-icoh beta zero","betw cen e-icoh delta zero","betw cen e-icoh gamma zero","betw cen e-icoh theta zero","betw cen e-plv alpha zero","betw cen e-plv beta zero","betw cen e-plv delta zero","betw cen e-plv gamma zero","betw cen e-plv theta zero","betw cen e-wpli alpha zero","betw cen e-wpli beta zero","betw cen e-wpli delta zero","betw cen e-wpli gamma zero","betw cen e-wpli theta zero","clust coef e-icoh alpha zero","clust coef e-icoh beta zero","clust coef e-icoh delta zero","clust coef e-icoh gamma zero","clust coef e-icoh theta zero","clust coef e-plv alpha zero","clust coef e-plv beta zero","clust coef e-plv delta zero","clust coef e-plv gamma zero","clust coef e-plv theta zero","clust coef e-wpli alpha zero","clust coef e-wpli beta zero","clust coef e-wpli delta zero","clust coef e-wpli gamma zero","clust coef e-wpli theta zero","correlation dimension zero","dfa exponent alpha zero","dfa exponent beta zero","dfa exponent delta zero","dfa exponent gamma zero","dfa exponent theta zero","higuchi fractal dim zero","hjorth activity zero","hjorth complexity zero","hjorth mobility zero","katz fractal dim zero","kurtosis ampl alpha zero","kurtosis ampl beta zero","kurtosis ampl delta zero","kurtosis ampl gamma zero","kurtosis ampl theta zero","life time alpha zero","life time beta zero","life time delta zero","life time gamma zero","life time theta zero","lyapunov exponent zero","lzc exhaustive zero","lzc primitive zero","mean ampl alpha zero","mean ampl beta zero","mean ampl delta zero","mean ampl gamma zero","mean ampl theta zero","microstate A zero","microstate B zero","microstate C zero","microstate D zero","microstate E zero","mod index alpha-beta zero","mod index alpha-gamma zero","mod index beta-gamma zero","mod index delta-alpha zero","mod index delta-beta zero","mod index delta-gamma zero","mod index delta-theta zero","mod index theta-alpha zero","mod index theta-beta zero","mod index theta-gamma zero","node str e-icoh alpha zero","node str e-icoh beta zero","node str e-icoh delta zero","node str e-icoh gamma zero","node str e-icoh theta zero","node str e-plv alpha zero","node str e-plv beta zero","node str e-plv delta zero","node str e-plv gamma zero","node str e-plv theta zero","node str e-wpli alpha zero","node str e-wpli beta zero","node str e-wpli delta zero","node str e-wpli gamma zero","node str e-wpli theta zero","permutation entropy zero","range asymmetry alpha zero","range asymmetry beta zero","range asymmetry delta zero","range asymmetry gamma zero","range asymmetry theta zero","range coef var alpha zero","range coef var beta zero","range coef var delta zero","range coef var gamma zero","range coef var theta zero","relative ampl alpha zero","relative ampl beta zero","relative ampl delta zero","relative ampl gamma zero","relative ampl theta zero","rqa determinism zero","rqa entropy zero","rqa laminarity zero","rqa max diagonal zero","rqa max vertical zero","rqa mean diagonal zero","rqa rte zero","rqa trapping time zero","sample entropy zero","skewness ampl alpha zero","skewness ampl beta zero","skewness ampl delta zero","skewness ampl gamma zero","skewness ampl theta zero","spectral entropy alpha zero","spectral entropy beta zero","spectral entropy delta zero","spectral entropy gamma zero","spectral entropy theta zero","std ampl alpha zero","std ampl beta zero","std ampl delta zero","std ampl gamma zero","std ampl theta zero","waiting time alpha zero","waiting time beta zero","waiting time delta zero","waiting time gamma zero","waiting time theta zero"
"betw cen e-icoh theta zero",0,0,0,0,0,0,0,0,0,0,0,0.530518607682073,0.623126281955819,0.31891824643424,0.557272844439088,0,0.715296203509022,0.651930148406719,0.6249206089565,0.758873515327826,0,0.255577266305002,0.764817749459088,0.100876988443183,0.460559311830428,0,0.0732853479919973,0.442776880870964,0.18206590531703,0.608645689533062,0,0.26519467367665,0.930884380244973,0.164744191493599,0.646562592296529,0,0.749683777400685,0.410501147432493,0.76417881975318,0.372275242886298,0.344557361585859,0.00374371439803522,0.174938802139915,0.0194256936770272,0.339131521419622,0.00430229953770578,0.0672972528371319,0.218953596380322,0.73680343450556,0.01319976883338,0.042457613819171,0.762131873894594,0.450881038712297,0.0315705935558486,0.00629794681576978,0.179016417222794,0.439210772454586,0.763240916223391,0.0138630690030279,0.0165280446284788,0.0152140580578347,0.183455004368196,0.0695354138826559,0.552290206296457,0.00509019501299046,0.268386894715812,0.349982256637763,0.180303550210935,0.718009150013762,0.681897274940994,0.87865594342617,0.131797536163487,0.424249897557571,0.138111574831718,0.000442860012154211,0.000104092041751547,0.00362730219161245,0.193798138148724,0.0668166408179591,0.0694883764346756,0.226540097427219,0.700442394494351,0.0989241447436129,0.501965221808401,0,0.0651295041789463,0.416856528137985,0.111482990088053,0.619682149455192,2.44249065417534e-15,0.30546565507822,0.926668216068171,0.194649170299674,0.674998323869357,0,0.0385806677420197,0.164708506868785,0.845997776149487,0.286111737254241,0.258495901763233,0.16167189219915,0.0163521882531479,0.344376605892465,0.53351407678409,0.785811830973811,0.451279050001798,0.425010441223736,0.0293928832502846,0.346325614066842,0.0750086527772085,0.0232278059027644,0.0235781741106669,0.166853136880088,0.0156145986303337,0.0188915273222938,0.148434628718981,0.173646068048185,0.340162015142969,0.163699270216559,0.0158277863044165,0.96687136442235,0.690121696440325,0.0333558277559216,0.00965907119167253,0.1085328115762,0.558035103513371,0.0231600789744124,0.319181936290547,0.0543600380940636,0.0492780456956118,0.0312133558088491,0.165549241436445,0.0512272448255651,0.556259546892282,0.00683776043683237,0.685345862217165,0.160608349204249,0.000374325911723927,0.09371605294569,0.238982128740481
"betw cen e-plv alpha zero",0,0,0,0,0,0,0,0,0,0,0,0,0,3.72739965559532e-08,0.176594401122341,0,0,0.0107419806892635,0.854936676002467,0.045270122438703,0.640952310081716,0,0.0012672017513925,0.237930509771455,0.55463892774088,1.31567164940449e-08,0,0.000175174177958537,1.72764471884079e-05,0.428632124305727,0,0,0.000303543832421482,0.524706708092622,0.395301321048317,1.43597589374878e-09,0.189890871365441,0.303782134660873,0.580077308101341,0.436400651051271,0.608637597928876,4.43585587859285e-05,0.0981403549072469,0,8.88178419700125e-15,5.36435146103464e-06,0,3.0507056214546e-08,0.434134439352881,6.74571509762245e-13,0.00155685521932791,0.00237035419709808,3.07767984430996e-08,0.0168619877721856,0.0299507712328547,1.09744019427538e-07,0.00155442129688166,4.80849950967865e-08,0,0,0,2.90552882287187e-06,4.5013694001117e-06,0.199566689979922,2.50857112860103e-11,0,0,0,0,0,0,0.00290091079281019,0.180997809762618,1.83035881576865e-05,0.4777995662777,0.0884751983885164,5.19243654384383e-06,0,9.81378311948333e-10,1.02629016396349e-12,0,0.000384620992965434,0.209267465691168,0.507708218941182,4.66190674952571e-09,0,8.08142859298755e-08,1.81598675208505e-07,0.231770263025527,0,0,8.51443494223059e-05,0.424820062314457,0.314557845667909,1.05783481973987e-09,0,0,4.89919216306589e-12,0.265103334871664,0.635526481472269,0.0127136061206004,0.0661432803991828,0.379844764286129,0.0287427753785852,0.00725680555886821,0.0267354027162705,0,7.7715611723761e-15,0,0,0.0133941196460513,0,0,1.99840144432528e-14,9.99200722162641e-16,0,0,0.00211983691595063,1.65326889827178e-05,0,3.10862446895044e-15,0.000811405206914695,0,0.201083205095747,0.0064231467474849,0,4.44089209850063e-16,0,0,0.00612594504329356,0,1.06386790634794e-05,6.91628616378281e-07,0.157887567841347,1.46194167882641e-12,9.63673585374636e-14,0.303094457106246,0.221917556909188,5.50944982058432e-06,0.0233832456656236
"betw cen e-plv beta zero",0,0,0,0,0,0,0,0,0,0,0,0,2.29746166535705e-09,0,0,0,0.75107672443962,0,0.989569512967965,0.19303821777296,0.669560701387771,0.00548604648492623,0,0.397066665127727,0.722957415038246,0.283070560335334,0,0,0,2.88657986402541e-15,1.78446146748001e-12,0.00123870587358921,0,0.450719832395856,0.571082945014768,0.171128681632522,0.271363690836572,0.773313623154196,0.572903860919709,1.1020891262925e-06,0.473890177271757,0.00180082076979171,1.40610964781684e-05,5.09948928639758e-08,0.000371360486864258,1.44801173147524e-05,6.42525067884314e-06,0.0278961563004917,0.0136879871244153,0.00288809648659438,0.112226094562165,0.257162155662591,0.00171841673371365,0.0454909454771211,6.48744935187739e-05,1.11458806961728e-07,0.101519156825782,2.99243198320642e-06,1.78741841772023e-07,4.92976237609355e-08,6.3104768077693e-09,3.42764843266341e-05,1.99527990443205e-05,0.00100723961321758,0.0817015134069482,0.000241073034545347,3.5708450274452e-07,2.4784618801732e-12,0,0,6.74741132749013e-05,3.19052164521327e-05,0.64287501929767,0.0534701862990354,0.223354138870852,0.160225613568036,0.00113603873555257,0.00160178554592127,0.238266283773791,0.130697512718328,0.00148324247752929,0,0.229222995129611,0.722357547453344,0.265187437283659,0,0,0,0,0,0.00114479244166721,0,0.363883177537013,0.598909797359528,0.192344195147108,3.66543105756456e-07,0.000194011328188193,5.95375784976371e-05,0.0294277180717637,0.307023009513061,0.441798225076362,0.30605633227253,0.243420035854212,0.00259194873636703,0.597506911740366,0.0751078642283791,6.53526233129753e-09,6.23221624385106e-05,1.17150944500821e-09,1.5522916285704e-10,0.000662054622122321,5.74038616640848e-08,9.58872981016157e-11,1.09041195850423e-07,4.82981166529672e-05,1.73327905239606e-06,3.7832237342883e-10,5.25489684386482e-05,6.35068080789836e-06,5.16874711919968e-08,3.72602794662669e-05,0.892580736881524,3.80888106505939e-05,0.0138093542045743,0.667589118783071,5.32871804237445e-07,7.04828657431822e-05,2.00276351058903e-10,5.90445914383508e-10,0.000247015777386617,3.69681441014791e-08,7.51264751737146e-05,1.43507561475298e-05,0.000984223157626474,0.040964848628396,0.0006084743236352,0.581028828512999,3.50167173035487e-09,3.78280269330844e-08,0.0469814381281316
"betw cen e-plv delta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0.03619556982669,0.000151826785278031,0,0.504749342870577,0.319954452731048,7.61390950287932e-13,0.467353754230158,0.0165523797505072,0.130163732263913,0.632630072319069,2.74669176292264e-12,0.25349704403226,5.42848983542399e-08,4.44089209850063e-16,4.32651418114105e-06,0,0.0022975450591437,0,0.0717725253878143,0.751161992241108,8.88178419700125e-16,0.190459627605983,2.21997975557997e-11,0.592022015121717,0.457651809676137,0.314293246713346,0.0482929265905477,0.579323422183638,0.00462519844691234,0.000166082911897458,0,0.000490458599311072,9.97231186516956e-11,1.80000458982477e-10,1.28099553187155e-09,0.0759887563644177,5.00009755377562e-07,0.180225235323461,0.400378899845598,0.00325735814941297,9.11238277279125e-07,0.0239587023350183,4.88447040956075e-05,0.320655578842457,0.00892950024238504,3.5527136788005e-15,1.62092561595273e-14,0,0.00183361885246458,0,0.155950893541753,0,0.00042616080812552,4.29323243622548e-11,8.64286420210192e-12,0.213419590890416,1.66533453693773e-15,0.000451546127525848,0.116235253701312,0.368502928062179,8.80096806321617e-07,0.0175905234098942,0.103420326265238,0.000323201158675346,4.90718576884319e-14,0.000536737927415487,2.14983341018105e-06,0.1192993589542,0.616740963805831,0,0.264521356046629,4.03798550152601e-10,0,5.18296516816008e-12,0,2.59162301539106e-05,0,0.086492758499942,0.740487970853868,0,0.175398581201839,4.54747350886464e-13,1.99729122130066e-13,4.23173940333754e-10,0.00332952818243926,0.400634849652572,0.523220586977838,6.17005663450243e-07,2.56862737968433e-07,0.084297401061368,0.486556704376855,0.37805162475979,0.658324430535584,1.46937887079979e-07,3.0664730754637e-09,8.50082176206968e-07,3.3171387228137e-06,0.000104159253445979,2.66453525910038e-14,3.63980523498952e-09,2.04358752142753e-11,3.95306010148033e-12,1.48557483540257e-05,3.08562775330756e-09,2.1255332272041e-08,1.16736166951847e-05,5.28843635549947e-12,0.0524788120485915,0.490089287395172,1.76409198360261e-09,0.544191509832056,0.0102469626956059,5.17913300701611e-06,3.5427816236222e-10,6.53568095421164e-07,3.52852617901966e-07,0.000151418320521568,6.21724893790088e-14,0.00427516188693233,0,0.16793394863164,0,0.00199414295897171,0.000276203904483019,0.00390104060469953,5.04274550117145e-07,0.397043762511128
"betw cen e-plv gamma zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84172015734729e-05,0.00126848115510558,0.38915347425586,0.599135453018054,0.427052078393267,3.31330561764709e-06,0.484818308799816,0.813109930312074,0.834106180602113,0.843541385228086,0.021733616126117,0.536275690457692,0.493004538118953,0,6.87922385407269e-05,0,0.149626526583314,0.791974099266912,0.868334266097902,0.776906717211705,0.0109255704989328,0.353364149932578,0.946420591371176,0.00988431187559025,0.0164369628129621,0.335048924963471,0.0159758424088805,0.11668245763338,0.000103786586200028,0.475745738223393,0.0939365283605933,2.37762224131188e-07,0.168653576872695,0.895775086381341,0.189553681120484,0.0416119211930212,0.0205167383856004,0.633154776441489,0.386319508823764,0.233005048507086,0.0378392131476759,0.0355505171720025,0.938818389936458,0.0100400234132636,0.00244585411307074,0.000684018310764589,0.550274080005994,0.0697605557502688,0.051690006833494,0,0.442945189320404,0.413208190194383,0.377276061764113,0.0246237411252306,0.251627142161358,1.39138241483927e-07,0.206121956503024,0.000891032680885084,0.000585113509645963,0.674880664124047,0.553346145795202,0.19009194353357,0.564538173938987,0.774200978911434,0.460541486655973,0.307550949947311,0.764013339149453,0.777503688062982,0.800645242504937,0.0118866749374256,0.546000676104129,0.241789154846816,0,5.02203169050475e-08,0,0.0118950829443902,0.801841964717356,0.839564514832934,0.79447481829003,0.00784436086963125,0.463288183547369,0.000593033918435237,0.690475933758913,0.0676785500360553,0.577420571348577,0.00810989325364364,0.368389509591191,0.523930083066335,0.0562833340977724,0.466020762393289,0.156313671449381,0.183634272442303,0.719133520996794,0.567140251515723,0.08887820717593,0,0.758421873440849,0.000501852957910165,0.00878187105077033,1.81908754726123e-09,4.64459154159158e-06,5.6697121834981e-05,0.120461970227343,8.58683746329802e-09,4.40447678329292e-12,8.7143997573591e-09,0.739240450549864,0.862053893663548,0.0382344711317273,0,0.784280437891613,0.656674086059319,0.549297116250944,0.11150605782581,0,0.71796998301037,0.41720701749061,0.0521698466925576,0.0705218793224058,0,0.457392074327369,0.453526057048951,0.0621761802168145,0.0892732536320155,0.0921961271965801,0.776479153429492
"betw cen e-plv theta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33690227881361,0.491615395807404,0.471164915177104,0.804980719778333,0,0.0234978404138452,0.136186925033403,0.298958249303385,0.712750775047696,0,0,0,0,0.00899564605686631,0,0.00243437534018565,0.0789498014196863,0.13873691563837,0.682289356803246,0,0.22179620888748,0.0129134238984848,0.0224686132206202,0.0193046474628754,0.0923560933704621,0,0.0055663217925328,0,8.46156478218063e-12,0,0,0,0.34375546575467,8.65973959207622e-15,0.0446841477520659,0.119588417088986,1.63158375698913e-12,9.15394078486731e-05,0.00991341021354808,5.38392375999397e-05,0.0049542882844642,0.000618253592642226,0,0,0,0.000370404879821207,1.32205357772364e-12,0.231868497185347,0,3.83388654157102e-09,6.42930153560428e-13,0,1.64113189704551e-09,0,1.45874963286552e-06,0.000102143000252575,0.382546941409923,0,0.0379596852358657,0.0919897051286978,0.000107305476716335,0,0,0,0.0144461795708763,0.137651940650591,0.167010814444788,0.695942257873959,0,0,0,0,0.000108583206318791,0,0.00701200434058646,0.122325721505035,0.0963604776601972,0.567024289629172,0,0,0,6.30029362014284e-11,0.265165125741162,0.14406191639845,3.38699546853505e-07,1.06476875760819e-06,0.0900028733444842,0.190361198174108,0.848323044760669,0.00108984697012127,0,0,0,0,4.46672059850606e-05,0,0,0,0,0,0,1.90551724510435e-06,2.78072398440798e-09,0,2.21920857013114e-06,1.10051525690213e-05,0,0.0258876422657713,2.22044604925031e-16,0,0,0,0,8.04293069489592e-05,0,0.000676047745617248,2.95319324550292e-14,0.224409148522488,0,1.11022302462516e-16,0.197203633981395,0.00362459521994696,1.82327020814554e-06,0.0672303354390115
"betw cen e-wpli alpha zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00110275568775053,0.0181202056775234,0.991319376969296,0.0779789561660611,0.15820817729318,0,0.000788526228051922,0.789858590968204,0.633169963047032,0.0313197691825735,1.11022302462516e-16,0.64178055721582,0.344688631923767,0.611032812962388,0.424753461824628,0,0.000404186185573252,0.767190787435636,0.393621704997125,0.00252315049868435,0.498037789184974,0.671299631898389,0.941880669970502,0.907051224155955,0.900199836188384,0.375866563858393,0.104336943668332,0.33907758524,0.0181987498553755,0.0434621768835933,0.438529900884902,0.0957775314619924,0.631384876874774,0.470367891225803,0.0158893966419799,0.132792482099779,0.0351194032225337,0.701877395593749,0.64068208483441,0.00999603997726894,0.159178925512785,0.203428169788642,0.000982652155680608,0.000702039128333443,0.131061462468293,0.782046243970094,0.830653853781515,0.730679282725989,0.425473959296424,0.00270871694966712,3.23482408237652e-06,0.0148331255945415,0.773340711800806,0.0832513430975718,0.000767186553621624,0.451616616793322,0.00737551243175827,0.00349494872642797,0.626681352444047,0.000697690195250567,0.0278777981791485,0.0139909105359507,0.650349332290788,0.241297124332706,0,0.000350152698421868,0.799685121904525,0.661939360867862,0.0233624839986073,1.11022302462516e-15,0.49114229976202,0.290023922555881,0.550961437150917,0.33487197876408,0,0.000107251695298904,0.780396839307403,0.342574752635949,0.000811730880214245,0.000305716290613267,0.000124053649713574,0.00492309624812615,0.713197631450866,0.663206826400425,0.640171495806181,0.783270187826323,0.837952120321553,0.845066353322163,0.362819287510713,0.686322551811919,8.23280157802309e-05,0.000343674606607669,0.00143025481328385,0.00257154647404523,0.0359729190850292,0.000337021408834515,8.50066311907094e-05,0.00959423503191958,0.0434669420048159,0.0809780512341085,8.4267135610494e-05,0.287913895422311,0.285300451187929,0.00818346007810256,0.0795580077086361,0.664076936338385,0.469338551679979,0.361687136987218,0.231090912576648,0.00021578248748888,0.000377024133257353,0.00387518887410987,0.00262994396755623,0.0388200453658947,0.243209993349313,0.789619705573685,0.818889899876214,0.676095662753798,0.44600600757257,0.00478085836214637,0.813698937297293,0.901915364548591,0.0498523027682538,0.14001760668421
"betw cen e-wpli beta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87874049650816e-10,0.993073310547898,0.201191649879368,0.624537445678218,1.39634305029723e-06,0,0.425819999245495,0.719592511042056,0.518996331451915,0.583904823877468,0.000174419268461179,0.179233025467436,0.0475307180883149,0.728906896921719,9.07523539116495e-05,0,0.64351003471909,0.753200922416006,0.21939422587401,0.582837148605636,0.469757594783988,0.664717279796575,0.0149785528765234,0.782450408316148,0.144909331544028,0.0647614263109721,0.589619811902747,0.791085509888307,0.114451430439893,0.75217723879533,0.0109059189005328,0.00591527999186847,0.742004345425518,0.23472881513692,0.612183283604266,0.65946932436418,2.16683546661045e-08,0.129840995365286,0.00458667249566591,0.857867102702424,0.62905908908523,0.343158031862623,0.369147916310582,0.665413353863184,0.916931418216263,0.110074003915127,0.942620851862298,0.235785135126835,0.80359997918718,0.242151003665371,0.941600432203564,0.0142253616935734,0.828179517301567,0.550543518353949,0.743930799683659,0.474145813168964,0.00835282284745453,0.603662459262524,0.478487588219693,0.584693639087764,0.274230423071516,0.629118364239802,0.697217122017758,4.60909068689119e-08,0,0.458811282799579,0.633921912552757,0.470337340074815,0.585918554702903,0.00305574094399064,0.164270424721414,0.0642514924169065,0.713048442446318,4.24771343143782e-06,0,0.628080602908047,0.717403007374205,0.16842332359405,0.591368362268815,0.639009616845259,0.672381345998892,0.198064642978945,0.238806037897076,0.00102408835478318,0.000519555073628997,0.0133928848259259,0.162386320023649,0.577432771234743,0.162379119348853,0.696082087211357,0.0222420365777674,0.823275851206535,0.642953922436107,0.598917432740511,0.415373148904682,0.819865378837823,0.333901578530242,0.484479142662775,0.685070693337324,0.828259287957497,0.274090403745432,0.549392085486284,0.697796406211985,0.597396978333958,0.664425399298337,0.898836249865424,0.442416727584462,0.90226367360256,0.699276909654062,0.0383785484232014,0.843702699164202,0.638711855697629,0.61980194643401,0.825688668392279,0.91962101799604,0.137928907976745,0.936145724306589,0.209009965062607,0.503749959738573,7.90360207725271e-07,0.124678549341355,0.000447430314575392,0.883432428494978
"betw cen e-wpli delta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00264960147824711,0.718555874727251,0.0548890341053817,0.593714527637842,0.840295121349918,0,0.737521754923958,0.679915866950806,0.62100869385141,0.747752770597302,0.0359385906720637,0.343416491816191,0.418383074148318,0.768356753438757,0.93212955071997,0,0.461664730543941,0.702267483914004,0.458503807380498,0.442833426582988,0.257153298016615,0.0515611266046434,0.337386616513772,0.557778985727454,0.801242060422585,0.885829575424332,0.564607768650791,0.966519399460018,0.847126463567505,0.869605758667347,0.131524684775906,0.254228615091814,0.253000765565566,0.899200783915924,0.94602140258121,0.655740001584889,0.633188365826017,0.623003113108336,0.293622914237009,0.875099805315404,0.909245446735255,0.912885671678661,0.851703311856685,0.844730779338944,0.851649824162543,0.745826447962294,0.687793315065902,0.591113469048736,0.96122987348433,0.331314651928429,0.94604461273606,0.786437962706254,0.726739930322965,0.138255737561656,0.437201228255176,0.852387869561123,0.902383691207424,0.927097149956252,0.619319406917288,0.779660275059807,0.195853046251232,0.100684014089887,0.64612412352265,0.842265022441055,0,0.761259739783433,0.608883101592445,0.665767137937483,0.764797085575979,0.113420886036794,0.168714353281624,0.288612019303818,0.776207713317817,0.904078069336729,0,0.392125152697222,0.746236212043113,0.904269700793785,0.848511825683787,0.205113635808186,0.150347249628419,0.859736904252401,0.879226788218288,0.711149836836901,0.13949474972235,0.0961260468357006,0.0616088120956118,0.869514385406583,0.719855188006472,0.965702983105504,0.310132223279445,0.946301189638617,0.70002275704581,0.92673503003476,0.831099238256498,0.945263538317767,0.885742719487614,0.825482724282454,0.84607389057205,0.719450579916288,0.819180205183823,0.911515391524974,0.803942589254423,0.870597824418997,0.191599357631351,0.246699803600056,0.534347134021555,0.754087395345167,0.960637166298329,0.284077825301505,0.945575796611703,0.672125562510825,0.827231066853166,0.833851997590408,0.833916816250249,0.786012715761517,0.742951887796669,0.878784552298303,0.656005772169279,0.523824362379543,0.82778699991874,0.34737071878483
"betw cen e-wpli gamma zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82154694308812e-06,0.292115594643358,0.0267489458962002,0.521175266288641,0.375031984262198,4.55191440096314e-15,0.232295265060791,0.327315407909583,0.336082943846699,0.441014271573003,0.0213344820692305,0.534302089294336,0.0760283810071245,0.680103412185936,0.595473947641676,0,0.14576640669387,0.358587772014252,0.718803153143946,0.488226668019807,0.677843727728342,0.0137696510408194,0.697959304472977,0.389483421742181,0.453153884824377,0.440686847053563,0.105335106979064,0.736332622291403,0.547641606292716,0.045930837791843,0.664375811608562,6.96834144053859e-07,0.712974042113712,0.698719311517999,0.696014017954982,0.0216443845266012,0.149969385511911,0.452131636141722,0.191787169825591,0.412638906765432,0.415839681733354,0.486158499720996,0.654196117285872,0.0679494029683396,0.731538163525676,0.133646821933731,0.476883994200661,0.448975242597635,0.980496574732919,0.751821120536703,0.319187142873587,0.650138483734448,0.204526481190265,0.000237234287897348,0.909234731238705,0.805034597469914,0.0223032933004702,0.366555838163618,0.685626366857814,0.320163835678279,0.65705966242796,0.035747103831639,0.416034579489553,0.33521285238741,0,0.218462841716057,0.41413142805255,0.166731095249699,0.339359101916095,0.00563359187104107,0.612094417340524,0.0878958992061887,0.546024969025608,0.622962219471678,0,0.181364622003311,0.282406796239045,0.670185695629363,0.907119499193763,0.393913567379386,0.00248515599707111,0.442008823687693,0.66315586640263,0.394174561309577,0.778170856297727,0.0281627761494783,0.804832217748344,0.606405536600733,0.454268484289899,0.729288140894861,0.09294169810669,0.136751604129948,0.22784836664905,0.300249375714387,0.119376729247385,0.433404334479806,0.4340105687187,0.462379786882099,0.00252440231026463,0.0705115967422016,0.353720317074929,0.211751796418777,0.822547614345962,0.785823823437855,0.306908585139577,0.406328465957313,0.180110531693255,0.417552493139591,0.767527970683021,0.102209530089207,0.139961763950496,0.43012029002987,0.689844596633304,0.0929976646562672,0.741923906236316,0.156503837531007,0.773118086021103,0.630094101074999,0.304768042181673,0.157793488322006,0.474885940577237
"betw cen e-wpli theta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250572496771318,0.513366554172912,0.857942082609763,0.413797581298092,0.507835050905587,1.90162154911633e-08,0.411651545178842,0.0386514790275099,0.0632553284529859,0.0339137768166859,1.53450363526986e-10,0.547183235190997,0.916961116625078,0.442943298989366,0.687010327199705,2.14737170267654e-08,0.526683450617239,0.588033499996039,0.675104394037196,0.585738890233877,0.495018263631851,0.224670390434072,0.657019083202564,0.00620935264938594,0.411766511093775,0.0328802123956958,0.00893789102295628,0.0400976211345371,0.448997620475245,0.0131350832738357,0.256008539672532,0.78268570152652,0.600095895283052,0.189519985140835,0.126575487230454,0.29074583949485,0.856144824248029,0.818715972263097,0.00416352827313682,0.00427328126976234,0.0125715765661455,0.399018899681067,0.00594397129337121,0.538914717532747,0.00130319434496773,0.620918612396212,0.615401395884741,0.209608452679675,0.793540672965063,0.611865165596723,0.462404761826287,0.34942685564505,0.523731986559112,0.277456029154151,0.660852963644463,0.288881274921636,0.118027589956769,0.0123869835840638,0.000183551051224362,0.000175255771258875,0.52497517265258,0.849120255138513,0.307547721629045,0.455202384629577,2.22044604925031e-16,0.321538473345085,0.0228011832717114,0.0311375527650196,0.0315284146744867,1.10040732081984e-09,0.554858352577827,0.925394456694574,0.314106898155318,0.683354702002754,2.02482475231136e-12,0.00017820943590019,0.00734745154227134,0.105177259605344,0.661064002735206,0.569283130432005,0.750993873750635,0.185461599067999,0.352609520583108,0.402742133411349,0.953700825379558,0.584879126470625,0.122395706990632,0.120880229000329,0.109358967613211,0.00249795306783052,0.612094152664712,0.00140520974935132,0.00145898651173226,0.00718945965141637,0.00141449009489758,0.00503271798655125,0.00259447123364109,0.119311899286839,0.02933036651802,0.000352745126321885,0.951199344256774,0.467517011443073,0.00851633936444451,0.720888955647207,0.00596951225362219,0.106118970091522,0.0788146424405837,0.121754076554493,0.00160343823338671,0.675221621279914,0.0159843390535217,0.348699753402128,0.0047587116092046,0.529901847747228,0.00133259634671423,0.514204659595137,0.366797145383861,0.0988253201309484,0.378757471964027,0.582148782789718
"clust coef e-icoh alpha zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583350272459451,0.779797271309618,1.77635683940025e-15,0,0.0130073246284319,0.225614197243444,0.700026169570717,2.40822517483252e-09,0,0,0.870925822400979,0.477753075845387,0,0.389194933377351,0.17034849075736,0.112456498392581,0.596529216607134,0.592745362083055,0.0152439120922153,0.189749785394247,1.62754686394706e-08,1.44995127016045e-12,9.4234527736603e-08,1.67377086635057e-08,0.0114373849423418,0.543753821281016,8.14093237266889e-11,0.00321664683780998,0.090750881776902,8.81500555216519e-07,0.255124375772466,0.6420759368241,0.0622509080851312,0.553855151685123,0.00374715956625682,0,0,3.68331365407926e-10,0.00065521564269333,0.000299779912614095,0.653124497549934,5.23194132462379e-09,0,4.88652971997183e-06,7.77474329360928e-09,8.77076189453874e-15,2.81992996268299e-05,3.45032691899672e-05,0.0992021210364233,0.481216927615263,0.0048308189702303,0.0485751791354463,0.404983557433738,0.159623693260691,3.71480624039577e-13,1.99107952347788e-09,7.80796436694597e-06,0,0,0.54139313952727,0.750826102508755,0,0,0.0472182830150689,0.0536287731223519,0.769677929136262,1.68508629272424e-09,0,0,0.828685168473568,0.270217938140674,0,0,0,9.98188709466774e-09,0.913611444734329,0.529385351346355,0.0474705389221686,0.511808889372204,0.555424359457259,0.662943463309303,3.08496817293946e-05,0.0338787516043215,0,1.01585406753202e-13,0,0,0.266707910760039,0,0,0,0,0,0,1.97717415773013e-08,0,0,2.07078798553084e-12,0.0205430466084622,4.08271068064181e-07,0.697156776602519,0.0238157057629231,0,5.55111512312578e-16,0,0,0.199463402431476,6.60649313033446e-12,0.000580545598733995,7.96363672546097e-05,0.576237576458813,1.76728950362914e-08,5.78870285039557e-13,0.164840871559981,0.283909369144785,0.0850500758899443,0.473041623397055
