"","ampl total power alpha zero","ampl total power beta zero","ampl total power delta zero","ampl total power gamma zero","ampl total power theta zero","approx entropy zero","betw cen e-icoh alpha zero","betw cen e-icoh beta zero","betw cen e-icoh delta zero","betw cen e-icoh gamma zero","betw cen e-icoh theta zero","betw cen e-plv alpha zero","betw cen e-plv beta zero","betw cen e-plv delta zero","betw cen e-plv gamma zero","betw cen e-plv theta zero","betw cen e-wpli alpha zero","betw cen e-wpli beta zero","betw cen e-wpli delta zero","betw cen e-wpli gamma zero","betw cen e-wpli theta zero","clust coef e-icoh alpha zero","clust coef e-icoh beta zero","clust coef e-icoh delta zero","clust coef e-icoh gamma zero","clust coef e-icoh theta zero","clust coef e-plv alpha zero","clust coef e-plv beta zero","clust coef e-plv delta zero","clust coef e-plv gamma zero","clust coef e-plv theta zero","clust coef e-wpli alpha zero","clust coef e-wpli beta zero","clust coef e-wpli delta zero","clust coef e-wpli gamma zero","clust coef e-wpli theta zero","correlation dimension zero","dfa exponent alpha zero","dfa exponent beta zero","dfa exponent delta zero","dfa exponent gamma zero","dfa exponent theta zero","higuchi fractal dim zero","hjorth activity zero","hjorth complexity zero","hjorth mobility zero","katz fractal dim zero","kurtosis ampl alpha zero","kurtosis ampl beta zero","kurtosis ampl delta zero","kurtosis ampl gamma zero","kurtosis ampl theta zero","life time alpha zero","life time beta zero","life time delta zero","life time gamma zero","life time theta zero","lyapunov exponent zero","lzc exhaustive zero","lzc primitive zero","mean ampl alpha zero","mean ampl beta zero","mean ampl delta zero","mean ampl gamma zero","mean ampl theta zero","microstate A zero","microstate B zero","microstate C zero","microstate D zero","microstate E zero","mod index alpha-beta zero","mod index alpha-gamma zero","mod index beta-gamma zero","mod index delta-alpha zero","mod index delta-beta zero","mod index delta-gamma zero","mod index delta-theta zero","mod index theta-alpha zero","mod index theta-beta zero","mod index theta-gamma zero","node str e-icoh alpha zero","node str e-icoh beta zero","node str e-icoh delta zero","node str e-icoh gamma zero","node str e-icoh theta zero","node str e-plv alpha zero","node str e-plv beta zero","node str e-plv delta zero","node str e-plv gamma zero","node str e-plv theta zero","node str e-wpli alpha zero","node str e-wpli beta zero","node str e-wpli delta zero","node str e-wpli gamma zero","node str e-wpli theta zero","permutation entropy zero","range asymmetry alpha zero","range asymmetry beta zero","range asymmetry delta zero","range asymmetry gamma zero","range asymmetry theta zero","range coef var alpha zero","range coef var beta zero","range coef var delta zero","range coef var gamma zero","range coef var theta zero","relative ampl alpha zero","relative ampl beta zero","relative ampl delta zero","relative ampl gamma zero","relative ampl theta zero","rqa determinism zero","rqa entropy zero","rqa laminarity zero","rqa max diagonal zero","rqa max vertical zero","rqa mean diagonal zero","rqa rte zero","rqa trapping time zero","sample entropy zero","skewness ampl alpha zero","skewness ampl beta zero","skewness ampl delta zero","skewness ampl gamma zero","skewness ampl theta zero","spectral entropy alpha zero","spectral entropy beta zero","spectral entropy delta zero","spectral entropy gamma zero","spectral entropy theta zero","std ampl alpha zero","std ampl beta zero","std ampl delta zero","std ampl gamma zero","std ampl theta zero","waiting time alpha zero","waiting time beta zero","waiting time delta zero","waiting time gamma zero","waiting time theta zero"
"betw cen e-wpli theta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681974842662398,0.000464351237785543,0.53084494751104,0.106360258892777,0.642379978328773,1.438267172027e-09,0.293313802411361,0.0944917956298508,0.560046115103141,0.0402061070291591,0.0111222783664926,0.000472122184995927,0.650241785788266,0.114091629400837,0.645691295267255,7.48704698239067e-09,0.480539704259521,0.863549992903444,0.891442922949932,0.364937854263753,0.401577755843093,0.583571001338021,0.406460518951279,0.456667225750552,0.826950985405264,0.0620064418039441,0.320502379676364,0.471131090531798,0.794683499865167,0.342951454662094,0.311277936841419,0.311974453446159,0.744889781048149,0.707964850211698,0.513672921268108,0.227487736332229,0.262438840716382,0.894767673921316,0.199115289175893,0.19808648715818,0.576445158688654,0.610995101419279,0.651890393832753,0.236418477402574,0.108653866921321,0.955378897092132,0.243287435923878,0.829397628352951,0.276762012578227,0.681892754054204,0.942309897441506,0.357623340866384,0.55443223294678,0.637590967101159,0.797017827961323,0.368887556173904,0.12801012197738,0.0467045210543633,0.00721949612079698,0.0218869356748654,0.00035504685536647,0.505769770866527,0.154663599812335,0.59178266543855,1.18181020525299e-11,0.34855870098904,0.0571488582471849,0.492693819090369,0.0252946117093853,0.0286989297045379,0.000269990601250214,0.563052293920892,0.14481605550046,0.587341329397978,5.00038010997628e-10,0.340319733859011,0.547251823464052,0.0139820219958989,0.143201127633849,0.667557600491356,0.33637218890517,0.621381961323975,0.258915648842153,0.188138000310344,0.320016215702711,0.319053938018553,0.357280346291281,0.345306011572849,0.208188881964081,0.219982906851975,0.779594971430089,0.117628082552961,0.833139236421849,0.0553357996604329,0.0401031565161535,0.0377309304435313,0.782868434346915,0.13284130302355,0.0120624374361818,0.224520068237768,0.240310134630657,0.612995762351106,0.14860482768693,0.688791514995273,0.000411578596465234,0.194335023938815,0.303614875475256,0.214782291394734,0.21829897300123,0.701423378046093,0.520192511369252,0.636129903248486,0.602981236692223,0.217445451052924,0.117942897002204,0.746559235111857,0.562855302334271,0.586910519516175,0.362798472259317,0.200179327530053
"clust coef e-icoh alpha zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109744310508332,0.637975338195618,0.691298109257797,0,0,0.115671505684097,0.173970370269938,0.00914131868855361,0,0,0.0129006813632078,0.712901027538147,0.550857152387687,0,0.0149521712919797,0.0437679701876347,0.453293313085123,0.698805626230947,0.379926609236528,0.0633937710327235,0.0527876120142396,0.462367430853551,0.573850274340603,0.0803456790683404,0.327599249046051,1.83630888273001e-13,0.156717343645027,0.150375219356472,0.673852356805297,0.593035180783894,2.99316127438942e-13,6.55031584528842e-15,0.0257239290345548,0.0799566221367601,0.628593658472806,0.710303880622807,0.000563419517075392,0.00136077184016137,0.192817461886169,0.269594084736455,0.174802020346384,0.268292423808702,0.229572833502636,0,0.000422765202217512,0.0762023423008711,6.04594152520121e-12,0.648911165459002,0.0785803209045902,0.000151464924889266,0.710368103514253,9.5059837503797e-06,0.817528789430596,0.616514147241685,0.411091977651308,0,0.00242340985159739,3.16862637927962e-06,0,0.121673235293547,0.689365568524402,0.687256681334849,0,0,0.021375734722786,0.0887968264697114,0.000882647466452724,0,0,0.04193130844689,0.731614232319747,0.613445705415882,0,0.152590597398785,0.000260445830580158,0.177467658413277,0.248356705725472,0.656223856179029,0.770315806353582,0.183002052619546,0.401344820505639,0.680516103137345,0.508867978976908,0.204756123235735,0,6.43758379936799e-11,4.96552973894282e-06,0.710611256118323,0.446595255041696,0.0266478786231725,0.57246534463903,0.142272021715221,0.149355097502585,0.322757450770426,0.235334040758981,0.564472546579478,0.598348738903062,0.259318216367477,4.94010115037469e-07,0.699592069333543,0.01168629060708,0.433965621796248,1.48854200299198e-07,2.22044604925031e-15,6.46988018715433e-11,1.94790639285181e-06,0.683808703137929,0.206905591293775,0.243147131884301,0.239440268083778,0.175289210373198,0.265239061498396,0.213550285496937,4.44089209850063e-16,0.00767405342017091,0.106047306662438,0.0267186680106306,0.622169606642613
"clust coef e-icoh beta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818253362323931,0.743315678002696,0.164839597166442,0.294511044808258,0.000827997640066913,0.577347296759575,0.611938722587782,0.536742351381131,0.297921104692228,0,0.742929558861442,0.739915425129545,0.0947985276180818,0.557963018740699,0.785681352356034,0.725538608526185,0.485636570558964,0.847648360345259,0.814480939858411,0.348304855468844,0.561645553263459,0.0148726217871284,0.717175913469575,0.191802877005221,0.449694142800121,0.458861602749353,0.479996593836493,0.198874885361109,0.373844029305137,0.368485364845128,0.458571305250234,0.41260375261725,1.14026121877941e-10,0.712672512437814,0.0501406935574196,0.666690325056977,0.688661821385704,0.580772223589028,0.302133711068993,0.453717114925265,0.311264102669887,0.664510403688384,0.0437605616041348,0.600940242792182,0.261462579290001,0.551588543231596,0.122594010477995,0.00154197485384433,0.00684750319094773,0.737119566355852,0.586078204592965,0.496350950799242,0.678913567259632,0.651476232184269,0.205484463603354,0.704068341888417,0.323571395102559,0.153180177842303,0,0.834267057504369,0.693978693584914,0.151925916836331,0.338216107785027,0.0277920985373186,0.568725517103874,0.517949406157956,0.497527623015955,0.321937313597578,0,0.761398293775232,0.720616095619755,0.0896607511302883,0.663990377601278,0.57467584419543,0.510167159527132,0.233845769457514,0.332922467678539,0.639637625691586,0.773021892005077,0.745893851401731,0.335429972005249,0.702503890914895,0.763487142210886,0.583210017114579,0.438847422290092,0.495192462011219,0.729719323368415,0.443232848149002,0.810679652711737,0.0241971315504389,0.809425712166073,0.793577139782178,0.764181298422143,0.0380347482173181,0.584007644272292,0.799687260619786,0.694923718388764,0.400397842148983,0.415272875366464,0.360945848825449,0.000601938843405758,0.384764264894541,0.670945045185247,0.465456381328926,0.447871605371014,0.744139468600828,0.409991611181865,0.7024503439218,0.306656125591604,0.472622323319126,0.392144913030642,0.678631303255253,0.290346867271383,0.304758267487835,0.246329263401989,2.30158558878202e-10,0.764182180022162
"clust coef e-icoh delta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215232365110832,0.0652956859413756,0.722972477477438,0.71738937282077,5.08746192950937e-07,0.673005398722094,0.161291466516857,0.580680440584656,0.800209309188864,0,0.141405998500716,0.0569596913100947,0.697237843337967,0.581072884063333,0.660457341293802,0.313595313295118,0.4050593917712,0.806775532492608,0.118435763975803,0.80301849083342,0.486468354393097,0.725398303934956,0.745430853010376,0.807662705594146,0.651069892391523,0.8528304672889,0.131944056589516,0.724732592757893,0.190158853306734,0.865274696098831,0.0107036149522908,0.717933491902019,0.827839210769881,0.717060955357109,0.770270042462127,0.760382738242651,0.739636204885324,0.665470438361668,0.722583397804648,0.717901970410614,0.797293652968542,0.745711059678196,0.559789386047786,0.588921716767614,0.774818596132519,0.454764212900689,0.592181983490566,0.800886585679675,0.416395256675045,0.471830907540064,0.0320292494135992,0.0541061348638728,0.129347457220163,0.483800047068767,0.655916775107471,0.554728775719014,0.64860160421766,0.828904047767486,0,0.128680711285927,0.0995820982810052,0.767041536863335,0.725527916561216,0.00147905013464811,0.754618482936606,0.228336886651835,0.59897344005781,0.789432083012134,0,0.0868611031318982,0.0818318490014712,0.711317192465499,0.797027454081014,0.681931289544565,0.850636884113818,0.655657502233356,0.887206525780616,0.497899611446738,0.630576163702473,0.772274717057657,0.773419589403994,0.601631457487336,0.625004055344536,0.785656245179785,0.232072820257545,0.729382667445865,0.179602946403619,0.62338421310882,0.671708708918563,0.677521440132941,0.56441673792875,0.601725437095389,0.714737703126003,0.400267654578345,0.477850283231299,0.702842006756926,0.558122783056739,0.086130652938763,0.371428229515995,0.448491270317859,0.585447221044547,0.607941191730775,0.760296415841772,0.194137522522868,0.721336804585365,0.170314549746293,0.773582527761794,0.675233724630732,0.730784391090336,0.690043065643056,0.831666652379697,0.344912561890332,0.734078356466124,0.262179928906303,0.753840419777134,0.861813932647146
"clust coef e-icoh gamma zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730339484279403,0.511391614692796,0.0177520081460656,0.426940890401181,1.46190193284212e-09,0.481469297762133,0.681533302408741,0.806766073820601,0.394787292245124,0,0.70609075835276,0.121308818384112,0.460711638024354,0.410624824225715,0.773897405724929,0.0123753704989263,0.538061400530654,0.576980401754088,0.397172894650746,0.770848496230895,0.281778036893922,0.659418023529172,0.737852590074221,0.280380187758788,0.562338953630524,0,0.639019316122401,0.23068432238173,0.900258296150025,0.472243246397635,2.44249065417534e-15,0.853302359098989,0.667227686689163,0.363627580679335,0.369827340345504,0.295109120006246,0.760444709921553,0.588549815682668,0.00140069316672498,0.709193355007603,0.387005628899426,0.374285873773538,0.500969912319773,0.367297826413749,0.365848815259454,0.283849491237068,0.50589470807585,0,0.495292600458189,0.46585608006712,2.07567296683919e-12,0.628661723041409,0.739905672519776,0.604734970593198,0.701853667708657,0.668597180692557,0.70714540297051,0.247885652164304,0,0.698574425967278,0.32851275221012,0.0074431707233642,0.384210014007411,3.17900493151946e-07,0.27422950699951,0.684440949830823,0.762229254914827,0.365342522911422,0,0.692040722354699,0.108038849194108,0.470411937595724,0.0970466905823175,0.740105664697034,0.146079863052157,0.647021838292984,0.698692821120225,0.21727633158781,0.681634095694969,7.99360577730113e-15,0.74260948381977,0.545098644303488,0.888704931639182,0.442742065132164,0.000369255608879016,0.864319996790498,0.251162897170635,0.416558793452741,0.274104969662579,0.418299892977447,0.382760547325124,0.299633363885351,0.295160691614494,0.476202705198164,0.152820688551615,0.825965499251224,0.720122996551133,0.732272510263723,0.0673371651549182,0.558212731097211,0.676441000638641,0.871857972469442,0.430051793330284,0.000532045232080947,0.851791645705147,0.317543076827869,0.738341069047696,0.550049733043386,3.46852727428626e-06,0.696827543963386,0.249271909264688,0.764897204744045,0.538632058598973,7.7937656328686e-14,0.806385460066149
"clust coef e-icoh theta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.14287859363105e-09,0.332855725504911,0.189305219012803,0.261292811794605,0,0,0.373953033965761,0.0483382726879246,0.733869424532909,0,0.833270261094924,0.502760435845796,0.645313916951814,0.220394077312864,0.375789945012244,8.84154904412515e-06,0.196951816783794,0.199131430707152,0.49459003063796,1.07911683722151e-06,0.397605080803512,0.00245264320342686,0.205988891020978,4.46710759605118e-07,0.46493123188666,0.461601388982632,0.0361005723675578,0.00054254867073289,0.642483745724675,0.488384057014836,2.00284233642378e-13,0.569441072125573,4.00475759221308e-08,4.52710928744438e-08,0.0962110404034775,0.225752748384426,0.256486748354927,0.775684244433498,0.000110020330729821,4.52533499895047e-07,0.00485416356763924,0.68193105857334,7.7715611723761e-15,0.323487262936003,0.309709246019456,0.0576785025498562,0.526432417638759,0.0351852416912681,0.601541744062914,0.726591065762037,0.380137411486075,0,0,0,0,0.139332570212773,0.0753022525402915,0.752742795339954,0,3.00047386936342e-08,0.158872183270101,0.0979002436092834,0.158685229804793,0,0,0.3683700108822,0.0594502886017662,0.743565140518415,0,0.000760560814503597,0.00216516040896697,0.0728397241922106,0.695866744494399,0.726477071720345,0.201492507252646,0.71305181600901,0.790557760300145,0.461389816516605,0.712807484070194,4.50221774794812e-06,0.00038218815542157,2.39678721314363e-10,0.00022234518900055,0.0303493245443236,0.00102728452275624,1.40279013047806e-05,0.486641171370439,1.36850011784873e-05,6.22651156743093e-05,0.0406543274878526,0.444574456363282,0.0104155023686154,0.00386191240395062,0.000142229734291899,0.435789504306349,0.874186341978537,1.50208092430937e-06,0.848046568280614,0,0.00130419068779386,9.75355352039742e-11,6.62700006656136e-05,0.0139775035131633,0.0196664261061805,0.131702955200632,0.211519357134112,0.238351059312039,0.769503105138504,0.00014589577688362,0.000636083605020099,0.0165549606548862,0.710692476409671,0.452214972941996,1.08939524068319e-11
"clust coef e-plv alpha zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49924517245381e-12,0.00242478728569395,7.52509166090931e-13,0,0,0.182316462291194,0.797869597048818,0.557921501044572,2.4598101333595e-12,0.172670843115454,0.0200294680397384,0.517087730169791,0.122764472940071,0.579471496757534,0.0050148978297051,0.311775283365025,1.82279220606318e-08,0.131426011763758,5.99431615455615e-12,0.00252561860314726,0,0.000118595842465208,1.88274618118101e-10,0.283309302949247,0.177386400041301,0,0,2.55490309575279e-07,6.46266195447609e-07,0.417042127798787,0.0486946682466136,0,0,0,0.374837317629751,0.279838345536722,0.0816762488026326,0.000139442151451341,0,7.98517230116147e-09,0,1.60427227058335e-12,0.140556630867926,0,1.65075318969699e-08,0.719402428653718,0,0.507874019564818,0.730562400374488,0.220767220452968,0,6.02693672746568e-10,2.39808173319034e-14,0,0.30386230522347,0.744972475348086,0.52172415326927,1.0798018035274e-10,0,2.22044604925031e-16,0.000722529519568416,8.88178419700125e-15,0,0,0.302276967342258,0.824799988534059,0.602844414309691,1.16395781901701e-12,0,0,0.000384957217048676,0.105720634494126,0.582248029140866,0.00703925041842024,0.15816743989215,0.00298583744697978,0.512476275238363,0.808322847216666,0.217951091815863,0,0,0,5.2900118285848e-08,0.00358599079214483,0,7.13879544367302e-09,8.88178419700125e-16,6.77236045021345e-15,1.43457712376005e-09,0,0.00179985301441798,0.000843165974971694,6.43929354282591e-15,0,0.058252619400631,0,0.482581099359597,0.00524567559104383,0,0,0,1.58191453270007e-08,3.27042746754991e-05,1.55431223447522e-15,0.394528615173924,0.192062241677103,0.0597837721617304,0.000143501525649903,0,2.62784372673242e-06,0.00173926834155624,3.90444110376365e-09,0.551690356727106
"clust coef e-plv beta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3533146804341e-09,0,9.19249121267285e-11,0.0291745687750717,2.69630476834593e-08,0.855496541437641,0.452596172960961,0.346900676019758,0.106972568335823,0.445178113496121,0.513877210617897,0.0127473028276095,0.0470102493034115,0.421859978910559,0.00279988195616743,0.519840419782046,0.000119975919811943,0.0684195297128132,0.214494618961523,0.327632824816494,0.0349936877937891,0.488331130139773,1.56836448783615e-06,0.739667235956057,0.0249444072974683,0.592090766369634,0.000323812843874394,0.285467997677723,0.721999404997957,0.00164841131085258,0.195822478042717,0.122601915746827,0.512804746144701,0.361105435742699,0.0320231207698651,2.60683696851061e-11,0.38197636093099,8.82738340646227e-07,0.0696007186335792,8.75071948693851e-05,0.0412121833649689,0.696696517677313,0.411517352620067,0.0410483766725955,0.0504305597191104,0.315902809753993,0.715291763620025,0.0960968965520121,0.496675664026326,0.329697655637412,0.463267339765696,0.277099045434775,0.140623472544497,0.000533808572207306,0.741862815771394,0.0354355407914668,0.334454576103392,0,0,1.59934032684106e-09,0,3.5527136788005e-15,0.0704366127063283,9.79505915044143e-07,0.84636953229388,0.436964597933419,0.382584727817604,0.00195372021131912,0.634264511786087,0.0452628824389418,0.0246326143512947,0.0152084535671362,0.526602613578607,0.248825486069079,0.00179945284844063,0.0300162804433074,0.47592367816143,0.312105526210856,0.147047079686936,0.583619471085741,0.197573892898265,1.87064971646222e-06,0.0122633416735856,0.157860059201846,0.0128665133056038,0.0211534581702513,0.123118407655162,0.0379862928966987,0.0144696575338312,0.0174263286636032,0.035488541766275,0.0102325320128196,0.011031731385043,0.597202665335539,0.579633303812606,4.01900734914307e-14,0.487123714645167,0.148533016749392,0.597887202389239,0.192576223066792,9.34515040640349e-06,0.0106925244271212,0.572732963646835,0.399666598701308,0.0304839218825192,1.28984309899494e-08,0.334147021711533,0.109207205441762,0.441851149140125,0.000836523549077151,0.196722920861463,0.745413001963907
"clust coef e-plv delta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7715611723761e-16,0,0.0748545722134523,0.774859258543536,1.406874616805e-12,0.749206746978107,0.0697122226081468,0.561247272930241,0.540242935352748,0.516074960378282,0.178183898128987,0.619154359716278,0.359910135205062,0.412776760278531,0.00255316538177786,0.0962900346021101,0.193330233093861,8.88308203019772e-05,0.250152328774448,0.221657550767538,0.235877205988036,0.859194768243177,0.587682660504113,0.553925194430945,0.471136090498645,0.277097724446347,0.481391349200809,0.464993418007432,0.478781831463359,0.236454150429888,0.201874547183381,0.0259605858903966,3.81035861307666e-07,0.00085051405408898,0.0682639279962219,0.00826881515369293,0.000252876137149416,0.453252278902713,0.0140358882896954,0.229473379601833,0.445750346286561,0.802942126287808,0.484128529405353,0.380924834140474,0.299384685819452,0.131608448544856,0.342014058490334,0.570127747902775,0.283299715673019,0.247527016598919,0.0408780897932731,0.183737708905208,0.560287474748923,3.23577406313724e-07,0.479416518141112,0.187010566071138,3.34968476493058e-05,1.88582482962829e-11,0,0,0,0.0978800042291603,0.767065016136865,5.64104318812042e-13,0.753446070687994,0.121896999517686,0.314125854325765,0.638510448675045,0.330948042293352,0.403265821697602,0.741244923811033,0.0488705690155435,0.622658464638619,0.288989559974022,0.513909155151851,0.859515098258716,0.288618467957499,0.384920744142084,0.309862971475444,0.164291372012634,0.262058110555547,0.271285102029203,0.104887545925439,0.262742507382909,0.0999585631042078,0.079463772979426,0.302313966102128,0.350601229003574,0.416535634456992,0.296116386138397,0.150848594607418,0.751664980305727,0.427578261500845,0.105766792289067,0.252002382622091,0.106275948418657,0.310950574402948,0.312575958892077,0.195128155428461,0.210500679006129,0.293476029853943,0.0121416281711277,1.03371535109531e-07,0.00201224276991541,0.088983065940204,0.00868018451645725,0.53401570969621,0.532830212499763,0.363310464403066,0.592868875760331,0.532717008386789
"clust coef e-plv gamma zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44077655256569e-10,0,0.000438364787705536,0.713524132436855,0.775533988177254,2.86580759123467e-11,0.259131610604045,0.508188574598653,0.133772070911221,0.587650324361122,0.178509878998703,0.241702424061785,0.395422042969051,0.326897285901248,0.551564058421277,0.742493072810603,0.0660067448169065,0.335740833904052,0.297185458669287,0.00114081159507362,0.633807794074792,1.43072957370372e-07,0.697351923730978,0.205015670805895,0.368809481378032,0.0247390186190726,0.487970464723941,0.736127977420051,0.881577875218082,0.201435816295014,0.134152144034365,0.527167676724519,0.54683955331343,0.0680326114504287,2.02803125404216e-08,0.515993845088571,0.00740161365645509,0.272990035427767,0.493741439679663,0.000345678048902731,0.405617710504817,0.60832747130246,0.0293029356311236,1.04832918346176e-07,0.130858183242744,0.687570610498968,0.273048751145049,0.531101209568726,0.0839077754399357,0.274215438085781,0.201042626278851,0.0131620182342977,0.667952846679023,0.701715445643538,1.24766863507375e-11,0.207367279343061,1.11022302462516e-16,0,1.11022302462516e-16,0,0,0.00208355023608475,0.760036946324022,0.752219814267583,5.39079891836991e-12,0.254679412327181,0.0492043137788036,0.673763435827648,0.181224882229447,0.170169372539736,0.563915113909733,0.10730451943098,0.625680277939202,0.0179053595288629,0.116655244961502,0.349564973132221,0.518994789758734,0.186853186915858,0.73344728601447,0.321455651753122,0.000265384953568759,0.761265848863855,0.156139654768773,0.76622875800425,0.03513691271509,0.212806307468426,0.184345381337673,0.706819019628726,0.00871843075526102,0.0650744564018646,0.0537010743048583,0.249978212753419,0.585017431281113,0.638545862898171,5.81643650365837e-06,0.43655984550583,0.188908672980153,0.728555356701309,0.296959333606688,0.000464759907627288,0.745183048236548,0.576860827841646,0.537307131462433,0.0739418738931504,3.5950043608679e-08,0.485354398873972,0.238888972858709,0.449339136418209,0.0788358083450532,0.351900996681369,0.715908094092112
"clust coef e-plv theta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664293953218807,0.140358482968865,0.750878113189734,0,0.0458086389740712,0.0053376323841815,0.0420182262503607,0.483407495724878,0.0497492473104476,4.13007547050981e-08,0.000459801644532298,0.325176471402746,0.0126081988634223,1.11022302462516e-16,0.104076211934189,0,0.00285324748460547,0.000830046214507885,0.676911882663692,0.357321877944851,1.48121370724397e-09,0,0.302220370816473,0.0010201394645496,1.37257059480422e-05,0.0603663137020251,0,0,0.0975512204109806,3.16240172376636e-05,0.17212817686636,0.00584539562319297,3.64218151603923e-05,0,0.0137522818292681,1.10363989311857e-05,0,0.622093519968479,0.401639458886259,0.0427465976174914,0.46807972826477,0,0.00343417982538508,0.600018217810929,0.00240389963224574,0,7.40861816339589e-11,8.88178419700125e-16,0,0.428916714877625,0.12574170389532,0.525392263569208,0,0,4.44089209850063e-16,0,0,0,0,0.578800656660381,0.127947153302225,0.724831233131735,0,0.000158855471516839,5.01370464478512e-07,0.4426681925075,0.71958858364197,0.552323302262305,9.5054995001842e-06,0.665664613726495,0.754399373197664,0.647514397189441,0.683474385828636,0.0209106298567698,5.83977310952832e-13,0,6.0339391096953e-06,0.00899396899747629,3.37451580960657e-05,2.51734189049557e-11,0.288625666220356,4.71580552385831e-11,4.43300507413369e-10,0.000476555519287158,0.152190114605704,0.000285558026625221,6.01868848804088e-06,1.07397997772818e-05,0.0640165806417451,0.449628524652321,0.00593035849809143,0.440450723419314,0,5.43042231182511e-08,0,2.20527066352449e-06,0.00456370967874697,0.00122249028014898,0.203597050114307,6.50530311441244e-06,0.239978410651418,0.00579502447430769,0.000318268665611354,8.32343083345677e-11,3.17044900222108e-07,0.850577671881274,9.94562170908431e-05,3.13434211918207e-08
"clust coef e-wpli alpha zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077170845376163,0.677808595880036,0.616747236344167,0,0.029446165392335,0.0556808443853589,0.601423731127711,0.406159034889183,0.575707150830427,0.0512018001678238,0.102389294358785,0.249501281583929,0.598911380278337,0.0170000950094396,0.297101795668686,0,0.0473292999582392,0.0281161856524059,0.640400427697674,0.432977865004052,0,0,0.00114700636966902,0.00490686142826069,0.594865925064496,0.693000771098451,7.95302670386633e-07,4.04072574200498e-06,0.0272093004475409,0.375102560907967,0.291718199812366,0.262171852443505,0.100733991858341,0,2.34513466498276e-05,0.00080836433130993,1.5391043994839e-10,0.780579804431058,0.00979249473958155,1.09188448260689e-06,0.77767647069524,4.184105284466e-10,0.7380121837093,0.651776816728454,0.291948398154505,0,0.000975075728443908,2.57817614179867e-06,0,0.29290747284687,0.630597966914812,0.681150291390707,0,0,0.00168952681968615,0.0293798260173771,2.1019609193873e-05,0,0,0.158631414035298,0.698747547578365,0.677169082268376,0,0.0210046525957731,5.22932278146371e-07,0.0328249434417689,0.110793882576827,0.590509165215595,0.740797002535969,0.241415516478752,0.244175610216244,0.505542791669846,0.528092571576817,0.316612872464426,0,2.88657986402541e-15,1.29104169577232e-08,0.522596944473944,0.281316181069576,0.00059660113718607,0.366460818002936,0.0273949567497744,0.0307116109109948,0.151132602989799,0.0479476944997655,0.506592403376732,0.528474725247892,0.0722584306251164,1.91024973617004e-12,0.752914668592229,0.000324780612733999,0.311405113005971,3.93688397015701e-06,0,1.11022302462516e-15,1.9979784493529e-09,0.483520833523117,0.0717995349803381,0.0556048680141918,0.345694715950025,0.257391659534657,0.254674523428338,0.0992326621440375,0,0.00420534280441509,0.0168560657888159,0.000702444719571815,0.638271114820418
