"","ampl total power alpha zero","ampl total power beta zero","ampl total power delta zero","ampl total power gamma zero","ampl total power theta zero","approx entropy zero","betw cen e-icoh alpha zero","betw cen e-icoh beta zero","betw cen e-icoh delta zero","betw cen e-icoh gamma zero","betw cen e-icoh theta zero","betw cen e-plv alpha zero","betw cen e-plv beta zero","betw cen e-plv delta zero","betw cen e-plv gamma zero","betw cen e-plv theta zero","betw cen e-wpli alpha zero","betw cen e-wpli beta zero","betw cen e-wpli delta zero","betw cen e-wpli gamma zero","betw cen e-wpli theta zero","clust coef e-icoh alpha zero","clust coef e-icoh beta zero","clust coef e-icoh delta zero","clust coef e-icoh gamma zero","clust coef e-icoh theta zero","clust coef e-plv alpha zero","clust coef e-plv beta zero","clust coef e-plv delta zero","clust coef e-plv gamma zero","clust coef e-plv theta zero","clust coef e-wpli alpha zero","clust coef e-wpli beta zero","clust coef e-wpli delta zero","clust coef e-wpli gamma zero","clust coef e-wpli theta zero","correlation dimension zero","dfa exponent alpha zero","dfa exponent beta zero","dfa exponent delta zero","dfa exponent gamma zero","dfa exponent theta zero","higuchi fractal dim zero","hjorth activity zero","hjorth complexity zero","hjorth mobility zero","katz fractal dim zero","kurtosis ampl alpha zero","kurtosis ampl beta zero","kurtosis ampl delta zero","kurtosis ampl gamma zero","kurtosis ampl theta zero","life time alpha zero","life time beta zero","life time delta zero","life time gamma zero","life time theta zero","lyapunov exponent zero","lzc exhaustive zero","lzc primitive zero","mean ampl alpha zero","mean ampl beta zero","mean ampl delta zero","mean ampl gamma zero","mean ampl theta zero","microstate A zero","microstate B zero","microstate C zero","microstate D zero","microstate E zero","mod index alpha-beta zero","mod index alpha-gamma zero","mod index beta-gamma zero","mod index delta-alpha zero","mod index delta-beta zero","mod index delta-gamma zero","mod index delta-theta zero","mod index theta-alpha zero","mod index theta-beta zero","mod index theta-gamma zero","node str e-icoh alpha zero","node str e-icoh beta zero","node str e-icoh delta zero","node str e-icoh gamma zero","node str e-icoh theta zero","node str e-plv alpha zero","node str e-plv beta zero","node str e-plv delta zero","node str e-plv gamma zero","node str e-plv theta zero","node str e-wpli alpha zero","node str e-wpli beta zero","node str e-wpli delta zero","node str e-wpli gamma zero","node str e-wpli theta zero","permutation entropy zero","range asymmetry alpha zero","range asymmetry beta zero","range asymmetry delta zero","range asymmetry gamma zero","range asymmetry theta zero","range coef var alpha zero","range coef var beta zero","range coef var delta zero","range coef var gamma zero","range coef var theta zero","relative ampl alpha zero","relative ampl beta zero","relative ampl delta zero","relative ampl gamma zero","relative ampl theta zero","rqa determinism zero","rqa entropy zero","rqa laminarity zero","rqa max diagonal zero","rqa max vertical zero","rqa mean diagonal zero","rqa rte zero","rqa trapping time zero","sample entropy zero","skewness ampl alpha zero","skewness ampl beta zero","skewness ampl delta zero","skewness ampl gamma zero","skewness ampl theta zero","spectral entropy alpha zero","spectral entropy beta zero","spectral entropy delta zero","spectral entropy gamma zero","spectral entropy theta zero","std ampl alpha zero","std ampl beta zero","std ampl delta zero","std ampl gamma zero","std ampl theta zero","waiting time alpha zero","waiting time beta zero","waiting time delta zero","waiting time gamma zero","waiting time theta zero"
"ampl total power alpha zero",0,0,0,0.000378723049308194,0,0,0.321619398200472,0.417608711044785,0.662119679593883,0.446064718991126,0.468984775660916,2.35736756559746e-07,0.244465197237573,0.848668394095096,0.719121055896136,1.26299287044329e-05,0.326244805885994,0.66358520766564,0.944583625265061,0.392870507397044,0.576444685621106,0.192817825413542,0.580772662285761,0.739636597992988,0.295108339192882,0.0962108705225759,0,0.512805433653111,0.0259605515599564,0.527168034721911,0.097551657279378,0.0272094770637499,0.451023729307055,0.537315016179055,0.320029266566258,0.276644660045995,0.379909210728419,0.101010827134936,0.183517675821588,0.106591148978796,0.540754701685194,2.93935986661609e-11,0.0534985947386013,0,1.11022302462516e-16,0,0,0,0.0135720345732419,0,0.00151076655661309,4.9515946898282e-14,0,0,0.669727614972137,5.13230551251187e-05,0.0164338886728899,0,0,0,0,0,0,0.000378754453296049,0,1.5442869332416e-05,0.14767617551317,0,0.0785004533083475,3.40858452574366e-11,0,9.99200722162641e-16,0.000740770223384257,0,0.643121354652555,0.619205099228457,0.0209962763685646,0,0,0,0.18921069798024,0.508883124036452,0.72341451793424,0.364796742016736,0.0539163124637524,0,0.341034912578884,0.0444310796486587,0.517352725614696,0.0204049564525866,0.0234829249880861,0.423435361788476,0.499007697434571,0.362572959750172,0.14630638997201,0,0,9.24500271278772e-05,0.0950219416548073,0.737999962179739,2.69132789204596e-05,1.30703659007025e-08,0.177263193183871,0.019008257514943,0.072695257883981,3.33038263633512e-09,0,0,0,0,0.0403243380375864,0,0,0,0,0,0,0,0,0,0,0.0490507756939695,0,0.000835626112675625,7.99360577730113e-15,0,0,0,0,0.00867170795992678,0,0,0,0.000267705960099729,0,0,0.00192343197150624,0.515732455371147,2.13520209779716e-06,6.40594712164599e-07
"ampl total power beta zero",0,0,0,0,0,0.0684738195048209,0.360739261593903,0.350924546515425,0.184579225838129,0.831580835400504,0.40062700170389,0.261495053926285,0.20871177171323,0.714502262461323,0.618259667718341,0.597422441447188,0.697738902822833,0.195739654507415,0.681308610008839,0.413100167502051,0.61099421699939,0.269595245363947,0.302133967891617,0.665470783705691,0.760444292319325,0.225752997338952,0.374835502433467,0.361105441307637,3.8104210875467e-07,0.54683923439778,3.16262320390059e-05,0.375103796725104,0.262010093085017,0.455368015933738,0.76243090437112,0.214524763817298,0.527368956732467,0.453015603313893,0.418638978180738,0.500620430098822,0.164390141544565,0.0404706242492754,0,0,0,0.3037293340074,0,0.000543895061761779,0.294642228372823,0,0.0246272554835251,1.11022302462516e-15,0.00935259437300506,0.172254025391488,0.51221566216507,0.0688253553258332,0.476409340681194,0,0.0334136294828591,0.0164489485949334,0,0,0,0,0,0.2018164206139,0.656182846971413,0.0356668144467076,0.0463062098893323,0.244919683558608,0.000186238465548216,0.00829432687346821,0.000181011199893777,0.0906473506548393,0.314537825462975,0.207929464351978,1.03032303321315e-05,0.00467976411786664,1.66061908668524e-09,3.79306051012662e-08,0.288134489489968,0.297238796448619,0.660519691195939,0.795617730198905,0.290484934643461,0.15489485108079,0.202533745906253,4.66193504267132e-06,0.500121073917045,9.21314441182375e-06,0.386539742021545,0.27509862795533,0.43018529666065,0.79908044040249,0.324654188638524,0,9.02016239479053e-11,1.61396022435589e-06,0.582818393023346,0.243697850018227,0.385870230178774,0.00143701062726498,0.131336963458602,0.550868181936257,0.00563046767355735,0.0390815939040586,1.68148984467376e-05,0.0424086716062054,0,3.65567954796475e-08,4.79616346638068e-14,1.20421133842363e-07,0,0.0135706772038292,0.0217212636790753,0.00613696596476121,0,0.014507064309956,0.266456871020177,2.63656430021797e-10,1.06567715489891e-05,0.469164708546832,0,0,0.325247318691894,1.47289792695737e-07,0.0881575211617023,0,5.7639661932285e-09,0,0,0,0,0,0,0.000378460650846124,0.000443112322590644,0.421737349802823,0.0391837288720969,0.273458199280409
"ampl total power delta zero",0,0,0,0,0,0,0.407386823485751,0.45721321779253,0.0719782591057467,0.747225708575942,0.349842758087472,0.0514757683106606,0.231162730686481,0.147707357582753,0.454168460473488,0.232609289921204,0.437683978521912,0.614542874033655,0.596856742647554,0.469173490147628,0.648996370091419,0.17801199821058,0.457315909508133,0.724372588597385,0.589505083845658,0.257195741637828,0.274714143489721,0.0333201862243158,0.000823632744234803,0.0698502703348178,0.175604103726434,0.294912215798504,0.446838879024476,0.640898740688334,0.553829191988904,0.349701069685708,0.770822685027214,0.483472361576987,0.615269950137768,0.260178018189397,0.594322512000229,0.086958460076748,0.00524823344369407,0,0.000116484508596582,0,0,0.21494850163766,0.689226268312363,0,0.0779344930047506,2.59613730513308e-09,0.297626331985884,0.166754230152325,1.02147349467785e-08,0.127874889360102,0.536762555201555,9.69547465423659e-07,0,0,0,0,0,0,0,0.255492870092776,0.234702939728326,0.01587157826509,0.00932499757357541,1.46290757285783e-10,0.0110986717569486,0.267969063566737,0.0363913172040764,0.0315144131316933,0.433467363758738,0.136504331075956,0.591616189394484,0.20619406519535,0.00174342129324701,0.00750565638951017,0.176676556269348,0.4754935641239,0.697180582105677,0.602910436189745,0.296218132413364,0.171048109018949,0.0106628062825225,0.00328539203964628,0.0410089929795239,0.0996124438289143,0.249461933008421,0.46527237587766,0.55757465344442,0.59254041934616,0.454321228236059,0,0,0.13191212135007,0.00102219989911878,0.752689189733833,0.433866205833114,0.00968023091100667,0.62698870561449,0.000107984669633021,0.182661052884481,0.0644615608422416,1.92407601928846e-05,2.90950969272785e-06,0.00928856208601525,0,0.506716555699779,0,1.11022302462516e-16,0,0,0,0,1.84323585505908e-07,0,0,0.32262818926545,0.489034479910644,2.51025701225593e-06,0.034796841764669,0.455445271857779,4.24980349267301e-05,1.47978769904356e-07,0.0123454644956247,0,0.483909295636247,0,0,0,0,0,0.0472241673961333,0.113449367926577,6.10622663543836e-15,0.0639172207685867,0.0405433357843543
"ampl total power gamma zero",0,0,0,0,0.0476802555013512,1.15424736435443e-09,0.57542407895355,0.678724568488514,0.28724545790907,0.00150594704013551,0.42545237967022,0.881066992430598,0.0395170939114257,0.584992517593908,5.47331402422913e-10,0.848593602334786,0.818233159556913,0.821733397143793,0.68846743732996,0.00591547897806599,0.236419521548593,0.268291993698824,0.311262561632197,0.717902079374381,0.00140072465254293,0.775684135831763,0.0816763914709313,2.60702570642479e-11,0.0682628997318973,2.02812000527075e-08,0.005845351740283,0.262171435963039,0.283304301666749,0.734241131653228,0.00322835580861502,0.720558034822268,0.671478362944147,0.139356735919174,0.283620018746726,0.594488204239698,0.674276841831443,0.317293191180866,1.11022302462516e-15,8.62443449989314e-12,8.10018718766514e-12,1.67754699020861e-12,0,0.213564864901215,0.459791039043529,0.485148507666862,0.0114602766095149,0.372326090910182,0.059585914829968,0.418724038852108,0.684618225133866,0.000379985476850697,0.559954417914005,1.4297100748184e-05,0.000199843017854473,8.37454177085029e-05,0.00037873248324316,0,0,0,0.0477001232856342,0.215014839194099,0.396412703759406,0.498283503263756,0.159702513642384,0.735524922611711,0.0340571845571915,0.000402406319772175,0.138501926783424,0.585738841508616,0.552832732913735,0.356459165861831,0.501912106634966,0.584543227818043,0.427224133688443,0.367667449955849,0.281842347227196,0.359994631010649,0.69787991870137,0.000920148720697123,0.787385563375962,0.027620432787359,5.32907051820075e-15,0.0756567035062919,2.4345762072997e-09,0.00386211285854765,0.294813626009607,0.301108896019775,0.708475993844365,0.00111356522857231,0.77933899737861,0.0263992677724422,0.11148321272561,0.159403223648227,0.514043934144611,0.0485830191874006,0.335549223320637,0.116813520612422,0.6595952928746,0.641755074350719,0.749394258408279,0.349859961957663,0.249821856065108,0.000616374691555732,0.0229651802287644,2.08499884024604e-13,0.000322853448593285,0.0586370166138053,0.000653609120887744,8.79759088934229e-06,0.0499777527182068,0.0125690544670778,0.00405392442747354,2.13805361526376e-07,1.25477082582037e-05,0.0029966813619402,0.330194514500649,0.643308484053959,0.379243976917714,7.50478145183919e-08,0.601368745487841,0.227367947747917,0.00139575274694503,0.0237266088718582,6.96762647578453e-11,6.06007288377342e-05,0.000254218492015346,0,2.77555756156289e-15,0,0.0320345846252712,0.09153425750472,0.409287027101435,0.587102573840212,0.000160694017282026,0.681308517890174
"ampl total power theta zero",0,0,0,0,0,0,0.144112430880605,0.338218672168264,0.884458560577992,0.660752195643146,0.50911572059984,0.00311045211518357,0.357285741043521,0.0856746259272518,0.482936449878292,2.26159091454292e-11,0.148460460395244,0.773576945263334,0.981357564810151,0.671454862435174,0.108679419942562,0.229576558597795,0.664512794575655,0.797297789773967,0.709181008137108,0.000110047720900175,0.000139270890477383,0.382002038768188,0.0082693047829463,0.515997726976572,3.64466736634261e-05,0.10072966119051,0.698151496963519,0.689110060458088,0.636720381728257,0.000550449984048074,0.602726822396329,0.229643003975283,0.0516449280515323,1.99598003891577e-06,0.258909503778804,0,1.04481205909224e-08,0,0.00252423790233958,0,0,3.74320019425056e-10,0.687702612239599,0,0.0519460161435354,3.10007491854947e-06,2.0768786868075e-07,1.76962888787102e-11,0.0513965881082308,0.00642671582090926,0,0.014910675567378,0,0,0,0,0,0.0476816859585147,0,0.0297608241509705,0.462631625789778,0.0020249708291511,0.00271714716422944,3.43738535413252e-08,1.14349506927791e-05,0.00154457187691071,0.066391594159648,3.15689696606114e-11,0.744132077536837,0.716698313173761,0.595345614224534,0,0,0,0.224979929612709,0.569229492365254,0.796186546814983,0.749223483784047,2.57279715978331e-05,0.00011058924444618,0.310107461511377,0.0227019575080974,0.445156206842734,1.41570460516771e-05,0.106135732832379,0.617459481534554,0.705754956002765,0.660844590616208,5.67731197831378e-05,0,0,0.0875890766569135,4.5127834802372e-10,0.744993967527407,0.00508823983454443,0.0205391215014673,0.778467191751309,1.3855583347322e-13,0.310159136433047,0,0,0,0,0,0.000182853932025551,0,0,0,0,0,0,0,0,0,0.00530021051337815,0.0211168743594822,0,0.0676987626919544,0,0,0,0,0,0.0136283005175197,0,0,0,0.0439143340964652,0,0,0.049810767563748,3.6147113278151e-06,0.0017231714660344,0
"approx entropy zero",0,0,0,0,0,0,0.329706326507406,0.212428467133791,0.923581113214857,0.159975804014708,0.0881864576007694,0.00133438915378026,0.0371584737093787,0.209425454769712,0.418837285545802,4.52345112433861e-06,0.104105011931547,0.847812711025189,0.818711216762363,0.272246312788995,0.0760444203346468,0.162655313881279,0.617866038821512,0.752983306014348,0.326974702761599,1.44751515773756e-06,1.33246746969462e-11,0.0150796495307288,0.152674036697927,0.0366317741136077,1.24709131910095e-11,0.0433349734651672,0.638646244522372,0.689250456491497,0.317188399377859,2.71272158531843e-05,0.000622167496282966,6.12840014246885e-06,1.64401534663572e-06,7.03648139754876e-10,0.0422430302342567,0,0,0,2.98132602050138e-07,0,3.44772897562517e-05,6.45002151635765e-05,0.0932964036387032,0,0.000237505770866342,1.14701581566123e-11,0,1.90958360235527e-14,0.196291121088243,0,1.88737914186277e-15,0.000391052246754287,0,0,0,0.0684757374676701,0,1.15413922863183e-09,0,0.00194728155425894,0.168112864744276,2.18898187576144e-07,0.000113128350947678,3.33066907387547e-16,5.58915983879249e-05,3.61392436643015e-07,0.339716488424464,4.36401292880362e-09,0.406791192836454,0.479061143916978,0.198080614554425,0,0,0,0.142723420566459,0.534652969261001,0.749518147986671,0.34734163061996,4.2272106159924e-07,2.44249065417534e-14,0.00203958379534508,0.0625073591505723,0.033022845010538,1.66916480637269e-11,0.0521849038832176,0.455346407659179,0.626366437252705,0.278552691363821,5.12565959798206e-06,0,0,0.00541436696848496,1.35447209004269e-14,0.436647523546712,0.0560908355627092,0.203316772221656,0.549906212229687,0,0.363867459593692,0,0,0,0,0,9.02255621548775e-07,0,0,0,0,0,0,0,0,0,6.49298459443060e-09,1.69577097052231e-05,0,1.75225864107453e-06,0,0,0,0,0,2.28883857991136e-05,0,0.067305715448826,0,2.93993718258889e-11,0,0,0.00018785078409489,0.00671186161648207,0,0
"betw cen e-icoh alpha zero",0,0,0,0,0,0,5.55111512312578e-15,0.95365383094467,0.160161099944063,0.668371417147545,5.85201504443855e-06,0,0.520724002006826,0.195986958364658,0.167043887841992,0.00193473830880198,0,0.615993546125631,0.606371720003378,0.14115484260731,0.0116242693805174,0,0.747718108209734,0.33369280787368,0.554983537142771,3.53542243236582e-06,3.14703129862259e-05,0.314729727714985,0.127305636860337,0.82626887659224,0.00740715866731301,0,0.579664281958769,0.460397861495311,0.393746006719426,1.92395556486424e-07,0.837028463735263,0.0282616892922547,0.0752940820167204,0.57007799145496,0.356456100003016,0.0120927978075964,0.502820101038335,0.328357311844392,0.317827838480697,0.192217310310139,0.200791484153524,0.314711560861405,0.670576260068666,0.354512904594993,0.611829096642559,0.212197390645126,0.0105415538677107,0.344903251442954,0.252290752818149,0.596820836747148,0.0185896386765094,0.430029325228518,0.193297257445196,0.195302034944029,0.321620384145405,0.360739096132784,0.408258613601024,0.575424354631859,0.144109646077814,0.0955131735124424,8.72884210700864e-05,0.666059917637361,0.188105693634959,0.109797052721626,0.67714054713574,0.549822246382105,0.927194665047219,0.818808401816774,0.84492320070321,0.537184428907203,0.705119210703774,0.00378134983143541,0.00284661243988649,0.000153559013714721,0,0.77009724260602,0.414454501905058,0.499271566380173,1.63379006523634e-06,0.000111100256403374,0.402579828172051,0.257551954242779,0.777165217728763,0.0457306378261036,0,0.676467666117323,0.516050606514078,0.400077161687083,1.05581046572212e-07,0.0374943129631869,0.446914409871478,0.250552990409916,0.322852569009594,0.020918453527323,0.348023297588902,0.311249677964776,0.314983637670299,0.142014559379393,0.75097777396472,5.4466397417352e-05,0.0377813002464857,0.131130206392282,0.000161317447168408,0.0759594100403193,0.74634383493766,0.126042578477868,0.0425767891905648,0.127428600409596,0.0177616180910063,0.0102478401391189,0.0520411620474514,0.147245969106455,0.0369014826260139,0.069545547545365,0.0482864758567711,0.642044868513404,0.201987127597526,0.182552956359116,0.000659461180661292,0.036560302619175,0.132183200739636,0.000471337406872552,0.0796004111630152,0.753111346388471,0.279508179433761,0.373130503222287,0.43453714140731,0.541170150486109,0.136905225185212,0.000932621462348515,0.631287368509795,0.499659403200329,0.684845689110219,0.0148484013932413
"betw cen e-icoh beta zero",0,0,0,0,0,0,0,0,0.45659780351496,0.735118553872414,0.330163843460002,0.831855016992772,0.520826680656294,0.967114341727692,0.927946703414037,0.75930300285855,0.878413193115386,0,0.480072427596678,0.43275729558333,0.485157030096029,0.555121340067079,0,0.597953525293872,0.476020164880745,0.585169583605869,0.836281435646711,0.0326848889571427,0.314257740674601,0.97593812483155,0.14059944003632,0.72301467248654,0,0.317598572702788,0.622081719791843,0.620704314821766,0.149655898320561,0.927283436194418,0.759675899610072,0.345307695652401,0.526229237617382,0.830665010065246,0.218947552922614,0.435599482995731,0.0157316518287582,0.153505671412673,0.470648203053592,0.00308700308744569,3.61610550720926e-05,0.0609082504409857,0.0158865456734908,0.385196178535229,0.718734331716779,0.00691129307237348,0.243355498434966,3.63204133435602e-10,0.726128434866292,0.0385914550923725,0.168940366009735,0.199393987781067,0.417608902201989,0.350923553865063,0.457650097430542,0.678725524526874,0.338223898202101,0.41703699696888,0.744684780703608,0.357022620670871,0.235628697885332,0.00210632789156806,0.31841893025624,0.478622402336865,0.589774154316326,0.00244060618739728,0.00155496017617041,0.0180235348723778,0.361282968464579,0.0492978528095245,0.206255704756539,0.423328938068556,0.604020050317189,0,0.543175177597961,0.43343176790169,0.544998822230192,0.835628186913508,0.291718093912302,0.3148051061619,0.978928424035404,0.153395451458958,0.748253407040452,0,0.344130852915598,0.657031040815491,0.609800960820331,0.491239902855077,0.00403148370033368,0.257972276207363,0.251787075555106,0.044796160375824,0.0954583757549128,0.269410519281762,0.709317969853516,0.122330630130723,0.421721054655701,0.867443799835387,0.368971852922903,0.00224155123022474,0.666096320388715,0.759440648290058,0.137630752462583,0.515756244877443,0.108687887235828,0.461573180301158,0.484772229294814,0.550210105409073,0.229219042399472,0.636451398490118,0.614679510204829,0.57941136448078,0.496878471992824,0.87703150542657,0.226445232805865,0.0537397779585695,0.532471245282885,0.524032974941637,0.00306966032771916,0.639122692189522,0.733111697160082,0.130646915270795,0.493923836221102,0.295520589568316,0.406624893900184,0.7161327996363,0.329947815216598,0.680083204628791,0.000660550252486236,0.124690093870455,5.81943382371719e-11,0.664795393260746
"betw cen e-icoh delta zero",0,0,0,0,0,0,0,0,0.400659408781278,0.131702571832214,0.843860742262511,0.436101018002331,0.977498958502162,0.0270523241745078,0.953876831030394,0.601972221670954,0.731976837226596,0.628108842152822,0,0.588051789684071,0.842182232902388,0.261876249018981,0.393760032309353,7.40256786979643e-08,0.217539438470777,0.120102312056915,0.459426830938355,0.790297862482581,0.314081569094286,0.664600389858433,0.126554209009251,0.293026230244765,0.467703997899057,3.19327065012587e-07,0.205782610436857,0.0474229048942685,0.29200280995701,0.587829734042813,0.509651780848387,0.897968877019514,0.461943368505818,0.807650237841233,0.817842210098664,0.538977316339637,0.676540287011362,0.881779128556639,0.131060506462734,0.817384671228492,0.565709545012003,0.607830825388503,0.780801241837569,0.0351251648435513,0.489942438606298,0.58660617169847,0.118193903467349,0.850547702621183,0.96422394397114,0.534867071022088,0.903287082775534,0.906448668279118,0.662120406694233,0.18457932816408,0.0711121319126431,0.287246096946336,0.884455150512065,0.711543144947261,0.42829466697233,0.763066571126029,0.255532875402308,0.398690157397625,0.786580122157704,0.458869690621841,0.715411751664699,0.632396677044061,0.72657009622977,0.707472321700268,0.29141510747186,0.969891588307575,0.989786728643408,0.942313692372568,0.2091048073036,0.417596858942257,7.17204073907851e-14,0.150040411528215,0.145667784493554,0.459302297553285,0.807902083738761,0.320949286990883,0.754155012317658,0.213456596552554,0.228156836601196,0.466104896234878,5.93827875761122e-10,0.184122305503577,0.0896166230987385,0.910739638738736,0.943739591460596,0.550474764141933,0.898641943375153,0.824697950106777,0.571060939641634,0.655181775277999,0.144806424646633,0.834054716901527,0.665412393315418,0.610087261578338,0.77628031873653,0.617993077023001,0.847051628675564,0.955089510760086,0.929442654982178,0.88348957837165,0.519123573635903,0.927876929760467,0.858972516155017,0.544358949153225,0.531871841281038,0.913793609066875,0.776975009128804,0.904098265671065,0.715451823974492,0.038610860451358,0.709832145560165,0.826430359588936,0.978986034053256,0.699704984810875,0.619710856116282,0.846510061452472,0.949219479214942,0.888876973016377,0.530383452824398,0.152071585131008,0.080720283003627,0.261041312319192,0.86514248089289,0.309168935812173,0.247624866236194,0.369124774003497,0.819819837358043,0.938375030606061
"betw cen e-icoh gamma zero",0,0,0,0,0,0,0,0,0,0,0.218827124999831,0.481726249803393,0.242241108976049,0.0987450574849175,0.226558639457807,0.285043016515573,0.380904624375879,0.955345052482492,0.650499910354975,0,0.6577992865931,0.779910116427104,0.804379754950332,0.0176101852552422,0,0.789263041107915,0.608740067895019,0.402530640239132,0.728616478941851,7.51620987671231e-13,0.493527793328671,0.78845229388842,0.757086804429061,0.027160852130556,0,0.741117080091148,0.387268821537869,0.374428292902842,0.471467077878181,0.578637410253102,0.332160837859787,0.285544205573004,0.307806191445117,0.560923059433575,0.786063253285357,0.141849042603247,0.721002507094679,0.671338336522634,0.176067352858204,0.76364151715884,0,0.675836293315481,0.397156557750432,0.846925221583753,0.344350144889658,2.81714114758191e-06,0.750655121252245,0.799940827236384,0.16187016268718,0.171740025785961,0.446064726509163,0.831580887212931,0.747381274568666,0.0015059125172916,0.660768527658166,0.0427789124540119,0.474818286173169,0.382386863305163,0.597501014175925,0.410296719472955,0.24533854352939,0.645478607311937,0,0.278604337675569,0.337392391977481,2.49233966798101e-12,0.44378668974131,0.58127160474254,0.458199212651178,0.692501838342765,0.735461159043159,0.768784876453174,0.0173593414617174,0,0.751724903133624,0.494404983813521,0.436763330467474,0.70757899774158,2.25487890581633e-08,0.356800566468868,0.754136628978067,0.738980315081365,0.0211348492498415,0,0.754314503524513,0.114668984331576,0.467753742040239,0.343537770668659,0.605470331735992,0.828435163809327,0.407889776312686,0.715532184265342,0.552710704410118,0.615984339346858,0.0240887620319733,0.670370108325806,0.544077025575081,0.807562461397089,0.362173959515574,0.00100292683668135,0.666203381314813,0.111218491669823,0.469978664528264,0.113971898172138,0.220007389204821,0.369211555836146,0.385057820630969,0.0469210920744607,0.254353257067952,0.100473114023135,0.702056416845952,0.815445398444358,0.768126537140302,0.0177534642199091,0.578372529793224,0.590081815921461,0.772370180027087,0.362462413765665,0.00101949811919555,0.586022361463122,0.483038016983873,0.798595720361435,0.72077189923674,1.92566483436796e-06,0.64948171002039,0.244889865538644,0.825234338573891,0.310635903895576,2.97640982217517e-05,0.688490469352307
