"","ampl total power alpha zero","ampl total power beta zero","ampl total power delta zero","ampl total power gamma zero","ampl total power theta zero","approx entropy zero","betw cen e-icoh alpha zero","betw cen e-icoh beta zero","betw cen e-icoh delta zero","betw cen e-icoh gamma zero","betw cen e-icoh theta zero","betw cen e-plv alpha zero","betw cen e-plv beta zero","betw cen e-plv delta zero","betw cen e-plv gamma zero","betw cen e-plv theta zero","betw cen e-wpli alpha zero","betw cen e-wpli beta zero","betw cen e-wpli delta zero","betw cen e-wpli gamma zero","betw cen e-wpli theta zero","clust coef e-icoh alpha zero","clust coef e-icoh beta zero","clust coef e-icoh delta zero","clust coef e-icoh gamma zero","clust coef e-icoh theta zero","clust coef e-plv alpha zero","clust coef e-plv beta zero","clust coef e-plv delta zero","clust coef e-plv gamma zero","clust coef e-plv theta zero","clust coef e-wpli alpha zero","clust coef e-wpli beta zero","clust coef e-wpli delta zero","clust coef e-wpli gamma zero","clust coef e-wpli theta zero","correlation dimension zero","dfa exponent alpha zero","dfa exponent beta zero","dfa exponent delta zero","dfa exponent gamma zero","dfa exponent theta zero","higuchi fractal dim zero","hjorth activity zero","hjorth complexity zero","hjorth mobility zero","katz fractal dim zero","kurtosis ampl alpha zero","kurtosis ampl beta zero","kurtosis ampl delta zero","kurtosis ampl gamma zero","kurtosis ampl theta zero","life time alpha zero","life time beta zero","life time delta zero","life time gamma zero","life time theta zero","lyapunov exponent zero","lzc exhaustive zero","lzc primitive zero","mean ampl alpha zero","mean ampl beta zero","mean ampl delta zero","mean ampl gamma zero","mean ampl theta zero","microstate A zero","microstate B zero","microstate C zero","microstate D zero","microstate E zero","mod index alpha-beta zero","mod index alpha-gamma zero","mod index beta-gamma zero","mod index delta-alpha zero","mod index delta-beta zero","mod index delta-gamma zero","mod index delta-theta zero","mod index theta-alpha zero","mod index theta-beta zero","mod index theta-gamma zero","node str e-icoh alpha zero","node str e-icoh beta zero","node str e-icoh delta zero","node str e-icoh gamma zero","node str e-icoh theta zero","node str e-plv alpha zero","node str e-plv beta zero","node str e-plv delta zero","node str e-plv gamma zero","node str e-plv theta zero","node str e-wpli alpha zero","node str e-wpli beta zero","node str e-wpli delta zero","node str e-wpli gamma zero","node str e-wpli theta zero","permutation entropy zero","range asymmetry alpha zero","range asymmetry beta zero","range asymmetry delta zero","range asymmetry gamma zero","range asymmetry theta zero","range coef var alpha zero","range coef var beta zero","range coef var delta zero","range coef var gamma zero","range coef var theta zero","relative ampl alpha zero","relative ampl beta zero","relative ampl delta zero","relative ampl gamma zero","relative ampl theta zero","rqa determinism zero","rqa entropy zero","rqa laminarity zero","rqa max diagonal zero","rqa max vertical zero","rqa mean diagonal zero","rqa rte zero","rqa trapping time zero","sample entropy zero","skewness ampl alpha zero","skewness ampl beta zero","skewness ampl delta zero","skewness ampl gamma zero","skewness ampl theta zero","spectral entropy alpha zero","spectral entropy beta zero","spectral entropy delta zero","spectral entropy gamma zero","spectral entropy theta zero","std ampl alpha zero","std ampl beta zero","std ampl delta zero","std ampl gamma zero","std ampl theta zero","waiting time alpha zero","waiting time beta zero","waiting time delta zero","waiting time gamma zero","waiting time theta zero"
"higuchi fractal dim zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983125834141696,0.056682699014515,0.568930341214176,0.333676269956944,0.149853784888423,0.0128791553468859,-0.0057927461882771,0.0959264744151972,0.0225618902348981,0.113431818325644,0.197713849873478,0.00988527933962334,0.00966833648979511,0.00584558514350695,0.118031111575261,0.27182563296489,0.123445020130554,0.11852299582449,0.0730815334393889,0.145364807447725,0.0491170990268704,0.15204247495308,0.054270905668967,0.143780564761116,0.155517091774592,0.109837402909079,0.0562176476179106,0.0781762518561796,0.106060643796649,0.064328223769483,0.010413685843048,0.00757173535023576,0.064308781949062,0.143608310427794,0.225764135168182,0.0696896416364448,0.0573632477183596,0.0671327979090526,0.00941717366685883,0.0244944890884731,-0.00642237817260835,-0.00237217049550515,0.0188678064185976,0.0935069591417821,0.0569128159181083,0.0111361496189931,0.0231046046953567,0.0306476656396528,0.0178077769448169,0.0419323843765205,-0.00623678734747129,-0.00149052361820037,0.0185815447593898,0.0611095251506885,0.0780179807495188,0.150290381054114,0.0124273980175491,0.016765540679419,0.038359940106886,0.00788708072535512,0.00336539428593491,0.018114478116917,-0.00778421813068363,0.01838037782527,0.218835464194818,0.112068061447843,0.423940418469395,0.0737532348639458,0.570520960690899,0.0888743008088831,0.0999476277164519,0.17784923846664,0.127189833254727,0.050676350641423,0.117256084526565,0.393326717081124,0.252964164580621,0.0694383801833189,0.308164402740093,0.0588702302944099,0.147195441388956,0.0471549927085635,0.0649812446706151,0.272244152589187,0.111999735291833,0.419705491004456,0.0703956171955005,0.588917038347335,0.0817218767001155,0.142572840099905,0.044834919836762,0.152028646208578,0.0523813554398452,0.195852090221013,0.0841938732002348,0.0338289674450225,0.0134365779068486,0.117920957009296
"hjorth activity zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996881515619466,0.33769298470781,0.274013921038693,0.883093982909278,0.356527337764251,0.0134732140750455,0.534516734249543,0.156118086325394,0.14799876302104,0.0949327838945566,0.0994866951741722,0.0809008026463447,0.108766401309062,0.0432483358166216,0.237738235901135,0.505698604474024,0.505148272632799,0.971309886972693,0.617044922114657,0.758120256321691,0.289847324236851,0.79577785867726,0.111319879159914,0.0751637883378215,0.308222092251942,0.0120467324374181,0.143329150450962,0.332681631751128,0.290736929085123,0.0152177484556622,0.181233576174479,0.0204390132177714,0.0662002484391841,0.268099030798185,0.469422461571142,0.327081580197026,0.394693305903665,0.0557304265270546,0.0107491145980301,0.00264877670410254,-0.000334565150787382,0.20301044861336,0.281618251607851,0.0387434167998086,0.120029531708209,0.0163346758693084,0.15558951616396,0.0853504315236155,0.0117555587777544,0.000790636419797333,0.00780873411418608,0.211266428974089,0.658483174239286,0.678748079485687,0.226570028935696,0.0300495151492471,0.0207849130551148,0.216491302802613,0.294199177449307,0.0308008003834162,0.143878207435759,0.00305208847724262,0.12930767915193,0.430028507777906,0.310199363921338,0.429568557134975,0.446997411551138,0.05106244103591,0.532886671741213,0.645109936407355,0.393580950305684,0.420981421440241,0.421950496668394,0.643926968060355,0.139553790623719,0.209752168881607,0.625333693060458,0.114036331222181,0.0202549290477969,0.590168598329556,0.0781876799760024,0.170526234387713,0.360562215740973,0.333480273977379,0.439308207382484,0.478846853182946,0.0540291163173913,0.963825887294662,0.600960437276846,0.783183038410503,0.304605667005367,0.813099786309802,0.164849907000456,0.0224916542455526,0.191687300820193,0.115295069297351,0.0535924999527394
"hjorth complexity zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973500772573291,0.0606477617704377,0.491363888078895,0.111291362896061,0.000864215559453596,0.312437462116385,0.0925583905870836,0.170914545153737,0.222139290074692,0.027131091702087,0.0201300484474246,0.039208336545992,0.0979744738305709,0.497714467809923,0.153012308678026,0.153946267171641,0.387545490708942,0.431864001473045,0.109478253278415,0.145287587404756,0.147609216891168,0.0964699099735419,0.100970158114052,0.274776564754631,0.0439046691526914,0.123699808505104,0.21665859796354,0.199810478782995,0.0312613166869436,0.0518736462131001,0.0855257823338646,0.180178300013571,0.358797370171321,0.264227725404391,0.250263607652228,0.290401263118682,0.0746882837076339,0.0377206409549103,-0.00732262975645009,0.00926108972481643,0.0380868275336147,0.294148525419259,0.130157878276037,0.0320254731427686,0.0223544198078002,0.0614611669126796,0.104381824067874,0.055408528436183,-0.00965189838445953,0.0133914169635767,0.0392940309727003,0.42853500320424,0.356662892714137,0.341984551281523,-0.00518699007317031,0.0193809118882044,0.0279994676621702,0.0599069624019898,0.0075726104286657,0.0264498866626989,-0.00106430897297967,0.0598419210601465,0.497556481653271,0.0760407222102358,0.726075772821251,0.232902890322769,0.375936286705385,0.172149370925524,0.515671108167373,0.0784467634348849,0.102483046493668,0.216329664442316,0.545714944762523,0.11841232861305,0.0442076905951635,0.292377267856184,0.359461385966565,0.0423562409406065,0.425331254625737,0.184996735600183,0.0261998869292599,0.539854099679699,0.0832747527108734,0.717759860578605,0.249285434234187,0.403757274288044,0.411497664142872,0.420615273915626,0.121786655123916,0.15106401276717,0.15484066139708,0.282260264571597,0.10510148978752,0.0316187130817521,0.0430550719589148,0.041706814524014
"hjorth mobility zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986699426878593,0.144556199018994,0.268184309406683,0.0353576630019965,0.11400574353324,0.0304264683139387,0.0306174244144623,0.0540562526829824,0.163939360060401,0.0220334471289003,0.204432797893608,0.0420258824277466,0.0605216118818395,0.823976025005181,0.825182302144955,0.268981251163161,0.0355674588650192,0.297227571677008,0.0831443217329405,0.38775800094232,0.205272160006053,0.123157236858612,0.12383403033146,0.0368878350571088,0.111352020948433,0.0813694096301831,0.0588368740914928,0.00447334335971959,0.21592779488066,0.0172535387303043,0.0051564156067475,0.0290520911721223,0.277272201799307,0.195994328815619,0.180688785585118,0.0498991832771283,0.0209277241001207,0.0012398811863773,0.00970112732247539,0.172687270978226,0.134466483399328,0.0430496928433877,0.0895381199271232,0.0252466453147691,0.192708920557886,0.0712612489252628,0.0195939974857969,-0.00346019129985302,0.031771092812512,0.189037655370448,0.473213539343834,0.28135075154029,0.0479346232076554,0.00248645608509716,0.004233253254635,0.152269682552692,0.12963990952195,0.0118300829723162,0.0306249388607744,-0.00360109450676534,0.0502046626365004,0.183512839839463,0.7344304596034,0.0694876384039468,0.629343346375373,0.14996628576533,0.797293323590178,0.383475114610955,0.93340477962123,0.803393965457936,0.524717162506349,0.332238042057198,0.535226910746713,0.71211684014657,0.639856320681551,0.0223054702541041,0.0388932268520298,0.120199386761377,0.0478350465637487,0.174791400870355,0.120445575728663,0.753085261995193,0.0715926228714121,0.629613749708566,0.136044749576235,0.247187668991738,0.0325624642518674,0.296757235984276,0.0808107329122589,0.381658639724327,0.0858436638314582,0.082259137799795,0.0741561562232527,0.213240106443213,0.0798155590175737
"katz fractal dim zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995612968363871,0.266042359863358,0.0126181829792698,0.58678238319465,0.170135933972397,0.223706591013123,0.0950778954051368,0.0667511990031315,0.0992496784707922,0.0739210041620615,0.0274746997941196,0.273884594761477,0.336384473910816,0.338196725565351,0.83168777489548,0.761245321573988,0.667848304898117,0.451215180993904,0.675831068215746,0.0789411823754941,0.0667670293470739,0.248925025409073,0.0200880122984184,0.114250556752935,0.287234043132151,0.262718209071994,0.0156136740026037,0.115518212600638,0.0512665581196637,0.0954876341551399,0.320621323830433,0.435961774173543,0.337569790398884,0.458342202085349,0.0559184456155145,0.0272321858337363,0.00150842312182769,0.000494519694578427,0.173835576017722,0.247035354322048,0.0370905906851912,0.0942061676650409,0.0196638048766219,0.115184542542357,0.0814065527695082,0.0296876754438917,-0.000214942216499995,0.006833707674502,0.173077122266751,0.559830429891555,0.593706265871369,0.279957554464177,0.0362638399070927,0.0287500886989327,0.152887843593702,0.244995067998149,0.027433435631586,0.172605202048047,0.00325735976043982,0.173784574179605,0.400794485973977,0.180427326086674,0.548508072182567,0.357629294185151,0.0637110864422124,0.366026231231445,0.567779211335354,0.240405184949437,0.269605397701945,0.320319412814443,0.565683424973203,0.0917148680325347,0.118719260762907,0.492418649115272,0.121699095163526,0.0260855344393005,0.608761108260737,0.150673113675048,0.16116798329025,0.383246155922511,0.197123146844245,0.549230954645356,0.385063952683551,0.0710887697656047,0.859886963755452,0.744631830007307,0.686701051817804,0.46420319373409,0.694909291797085,0.160089585179214,0.0327842786849265,0.194784975826345,0.083553933337073,0.0447441240924716
"kurtosis ampl alpha zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992355325350651,0.276837206995681,0.114237647951261,0.0111567518619637,0.038563388186362,0.0676431319933577,0.490435012874419,0.0217178295015627,0.298544549837975,0.12667836387017,0.0399171377154152,0.514933473276775,0.499311353966838,0.39515509096181,0.0526632915597542,0.204974737432277,0.0404727557329015,0.335670734106334,0.153816645659509,0.0732394236617911,0.24329593558112,0.0318939202279152,0.154517407771552,0.177820151638928,0.0805240403511055,0.00821059815387679,0.72450938233932,0.0195138142400539,0.00851028906210564,0.0645889574525062,0.66857279811324,0.271596507253383,0.267968546278272,0.0216625053550813,0.0399960665150371,0.00107089693693009,-0.0138515523370373,0.188381215560626,0.246846913540906,0.0430154385078709,0.0920526159532302,0.0183284407124783,0.199727887050287,0.0617860850837165,0.0241289445797689,-0.00621090652452125,-0.0114647643473124,0.199835667941626,0.443176436103149,0.481103922600237,0.155982431892058,0.0214728496932279,0.00783041732884926,0.288332949245237,0.497144217682455,0.243754103213449,0.00833588157723573,-0.0077811892288047,0.0313080655177565,0.401721991041269,0.409502745580805,0.287998353498574,0.214490165128431,0.0502719515255808,0.439396182665999,0.38316414295691,0.283899600783917,0.263252884338801,0.123161090001406,0.403101975143836,0.147804023379851,0.0668510001468173,0.320122294386535,0.0712455963296986,0.0898213757105299,0.236666315694185,0.0127895707263296,0.184066655943256,0.197959490185342,0.428136772095094,0.302735778081776,0.233614164393326,0.0554218130811609,0.303284175448616,0.041943986625891,0.216420356017115,0.0417328855289877,0.314783158850782,0.108386375268699,0.273771201588778,0.0366797113257846,0.349397807812465,0.0617689452446027
"kurtosis ampl beta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983247910223551,0.0326083276466658,0.234516584141667,0.0817714040697581,0.0200042234299919,0.367304695933403,0.0196978022955695,0.442866283935138,0.0839069176933493,0.0261280426262077,0.0473194529352833,0.0436521025619575,0.0150395307057892,0.0234323257742728,0.00908803431329267,0.0222015071879345,0.0215931885669049,0.0157534571193727,-0.0082256148263425,-0.00373819271096223,0.010458774318455,-0.00160192216849962,0.13832595924989,0.0191808782226821,0.126823493241597,0.166868222914273,0.302932729168625,0.0239387620163303,-0.00284335219751661,0.154067756936207,0.157589605216588,0.0362929268259633,-0.00111117775077753,0.102158301196363,0.0030586906952106,-0.00085046241810345,0.0339999910838204,0.0354503963499853,0.0179359593145077,0.0339081573421875,0.00758315580876277,0.0179225774013898,0.00143908999159299,0.0614043620808925,-0.00397314017199782,-0.00678616591046871,0.0451926680501271,0.0485289837704329,0.0832723375089549,0.127746562452235,0.105473558468462,0.0268215244570548,0.130171303427907,0.400508980136241,0.590357862923343,0.114680811505909,0.0411335721613198,0.0927503588471901,0.0455099987148521,0.0724974334595955,0.0254084445940185,0.00997362352850193,0.000410813769216254,0.0458132780278129,0.0252162976800338,0.0226334400451606,0.000824151118312828,0.00906779637423929,0.0221542364573859,0.0408647110847521,0.0170338836005919,0.0089814323985529,0.0182251273828638,0.0268661457327615,0.00384569412945412,0.177943645687762,0.0453794717195592,0.0319621921598594,0.0787090055029288,0.0250770160688024,0.0111762073862035,0.00189439123063606,0.00404140651083034,0.0373787588340539,0.0105672299846571,0.0275980423652648,0.0182718743076286,0.0329208215705645,0.362000393210803,0.029275899585156,0.501555598435357,0.0808918512865177
"kurtosis ampl delta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980827836967035,0.199308185578583,0.351599588488969,0.103645947097919,0.0281485150176867,0.170949646579703,0.0418345056303816,0.0473126898093716,0.206463380998581,0.246166883612076,0.246627037507464,0.49069243641193,0.412509806729251,0.433722620294004,0.269125733880712,0.498386736109711,0.066006351924497,0.0603695386275754,0.26317650255431,0.0289308707562164,0.0819623236609272,0.20791674402661,0.221020625091019,0.0336096827165735,0.0438329902564372,0.0824995251655648,0.0818704913107008,0.283421683037671,0.249823077487832,0.212632055293651,0.324336287794338,0.0660020948349158,0.00957385939101779,0.0135552692555515,-0.00459774997965088,0.182940611732757,0.184466346009712,0.0335726860600741,0.0922794105697601,0.0271389534740587,0.159571077545805,0.082428819462616,0.0144291781866539,0.0181368956275617,-0.00452705285487253,0.181967173598826,0.358724675618607,0.336084971356841,0.164845663659734,0.248559468847255,0.0178511711400775,0.127696968407682,0.114353306159582,0.0137078392460348,0.42227641318883,0.0120672051981936,0.315930238701193,0.261500824908335,0.145717204431392,0.402130900672889,0.233706399167111,0.0492975550670028,0.272217645442489,0.402201112465224,0.191417210785923,0.241566473702962,0.333476558377392,0.403503753687905,0.0725227834771082,0.150081250912682,0.373836487718609,0.0770075686249996,0.0110667820182813,0.747340281860917,0.0907628210120226,0.109134175655639,0.259743106953415,0.158705486635599,0.403581360410807,0.254218469375409,0.050527409243904,0.53101300697332,0.419311463199873,0.466543333640115,0.283677511500441,0.516556684225633,0.159049608756341,0.035903151542193,0.296048927023461,0.0506948231251729,0.136630833859539
"kurtosis ampl gamma zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95001706991442,0.114294703299811,0.0745017821669958,0.0429118040421062,0.0391278018857167,0.125721519933708,0.0243552170492368,0.119507509515847,0.0590769251294412,0.0631991787748217,0.144942540774973,0.189094323331824,0.129373982436113,0.0645676415349416,0.0933156929493589,0.0128000858093472,0.0356049043885654,0.0525711205690177,0.010671207863952,0.0220632956326179,0.218177971037874,0.367572769505694,0.488454220245866,0.00643550759435667,0.135197222500791,0.29225771391128,0.0826731295898494,0.0292547166707149,0.0262618567873137,0.0304539076942376,0.0320361212947654,0.0278164560059466,0.00361220489253523,0.0676864919679576,-0.00104842907363746,0.0441856400517233,0.0140467923379069,0.0187502309167705,0.0133149091108863,0.0168947906673562,0.0316284742958433,0.0148632266240253,-0.00204184110855229,0.0690486532138044,0.00128207499947829,0.102950276589158,0.104917611196107,0.0388104067381385,0.0892803508119959,0.0501017699701182,0.0322846279384152,0.0643174880717728,0.165186780464091,0.20248931218052,0.149646036608988,0.0838490474094826,0.0637876774483424,0.0262465284853956,0.0734847742724002,0.0950717598827685,0.0153029642025383,0.0724341570072541,0.129016322695641,0.0663801679826871,0.0957067215126097,0.167883959696264,0.125787065846465,0.0137175562070108,0.0934926546555303,0.145110517905661,0.0364058884933056,0.0413616901656423,0.147490790326341,0.167229867805412,-0.00281373465536999,0.0677445392271683,0.0267093398800451,0.0758460640886152,0.100683012086137,0.0188939675920047,0.175170442847292,0.215086339875391,0.132638242988812,0.088034347227271,0.103356084551397,0.0988114251791059,0.112416328874909,0.0802482785540459,0.168815568637219,0.04517714733607
"kurtosis ampl theta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982783324875498,0.0994911695403648,0.0468511678207954,0.0399837211100953,0.0327634856994941,0.0810861607928762,0.160211577102486,0.0385320158899134,0.0417057373406676,0.128588409901815,0.268799247211603,0.12179574518179,0.106311069221425,0.119995731326284,0.0115860234738344,0.0279496425159525,0.052876263133399,0.0491192657746417,0.00595966314217876,0.0588873547171428,0.0923450154093381,0.0337398974967843,0.0277169169319745,0.0642651794469997,0.0704344578518658,0.373613668757561,0.0597674432599533,0.121348245093025,0.169564763299181,0.0137826278455721,0.0274519158185719,0.00970777385709738,0.0147888711239754,0.0508561750797353,0.0529026153235229,-0.00290979823007353,0.0125171836869235,-0.000735410629284935,0.0258651026459383,0.0152096386546953,0.0277554089428365,0.00880583638298652,0.0239793937033792,0.0432798229698333,0.119783926421135,0.0922172238505522,0.0611946256729,0.175413546156664,0.0167239474124976,0.22405285273992,0.0669423158694307,0.0391452687701734,0.244498333417385,0.0149738780012107,0.556446449404373,0.0991978566708479,0.0194570737993332,0.179926470404865,0.107910460361077,0.0560458134578155,0.0637421004105468,0.145158822296008,0.0504991495508598,0.0651972421480305,0.192118665006465,0.142162368295365,0.0257064767376051,0.0781779417789718,0.136751249408124,0.0450822294342949,0.0413752242987396,0.219565344347071,0.142690344451667,0.0481941922893598,0.161770222569311,0.021516317040441,0.173639633049814,0.115127385458528,0.0554778265874363,0.176268300396712,0.282099270509674,0.126038057953693,0.112971010747202,0.144126761911816,0.128371094747733,0.135318481732653,0.0962616861511886,0.0558418659517745,0.171995725464654
"life time alpha zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985389371511426,0.0301324326055387,0.00466813660352354,0.0101085987782117,0.198849368020523,0.156639825242854,0.189443218034902,0.194775995626807,0.141981153753618,0.0216808720468157,0.0207260925076774,0.00885440126626992,0.0361652921500149,0.10003633153321,0.0455639303948147,0.220897142821698,0.0294026712327975,0.171686900553058,0.231658033312278,0.136988635986576,0.0505896318478421,0.140327871234384,0.103594630846037,0.138699062016355,0.166370560736463,0.185851810098098,0.0485252704178362,0.0802456191663003,0.0506392229162171,0.0123392037538488,0.00088157909460675,-0.00498232659635658,0.011196526233044,0.197677055451891,0.0277795878838257,0.0174676024139697,0.0124956580357745,0.0508756153674855,0.0853145353446893,0.0162243589744448,0.00605025337696976,0.00548542824469992,0.00972140800006442,0.210504550362531,0.197824056404462,0.0886043842730607,0.00746016110249023,0.000683418247185518,0.017829456852827,0.0837830162061899,0.0232474713282906,0.00753568466600287,0.0115537621751816,0.048149212430667,0.51988017574048,0.199841438131249,0.311447892229338,0.125400522791195,0.328046390093327,0.190659761807226,0.295097471525656,0.112433847680368,0.183406636274072,0.289566288915498,0.337667448394608,0.135990343267498,0.051052787068699,0.199731362347102,0.497738780052209,0.0259446137696834,0.155957109883741,0.004196294942591,0.0281850836728103,0.4307908239661,0.195562282418417,0.319390722697579,0.134061000869826,0.346491608201947,0.149361781637185,0.0240766747325411,0.0227046287750284,0.0087822002008733,0.0386668087039049,0.927264462064223,0.117362479196048,0.0130865076743485,0.0190143297278975,0.133082437964907
"life time beta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984351563699017,0.00934552641453526,0.284730989530257,0.0867772659896716,0.0724185089769076,0.245340417623613,0.234216509624307,0.115076833733135,0.0384191084466541,0.054945430560522,0.0356491915426277,0.140580391201589,0.0783469609470194,0.0112357574231,0.0733612246855386,0.00645087051063764,0.067923216625452,0.0674796055950962,0.0155201639993434,0.0117452129693744,0.416454220925819,0.0801798732861754,0.0100177957978042,0.0264351765909829,0.382035895417639,0.146782545753756,0.165166374261342,0.00631900237271526,0.172728003224068,-0.0073761539042012,-0.00997316819859739,0.116612224583022,0.0978254080120305,0.0212032632090557,0.0737628479798638,0.0267815489537955,0.136045831837139,0.0150442799763109,0.123874590529446,-0.00241584422298513,-0.00552396096189744,0.12261785447265,0.145917636295849,0.194336678821036,0.0574714615327727,0.0337687555188712,0.0115502366275221,0.188189574441448,0.421942482172839,0.420559304144382,0.0268365240977831,0.00987114093939462,0.0273839677016681,0.194153188176425,0.339543203622746,0.111039537392627,0.0554259924533608,0.019437820568096,0.187546306403668,0.107112012147111,0.127048361318049,0.0890376536976262,0.0431095590340118,0.116487038338162,0.0536420256770272,0.0188346182044334,0.0874581219544324,0.0406558562314305,0.115582518448415,0.0897473941774287,0.0953553644744873,0.148158829360074,0.109933323994776,0.333751168104506,0.117245341840354,0.0607124297799232,0.0184230906337724,0.0749306926200209,0.0472498066052923,0.0599436942677357,0.0337884296688605,0.12839254983472,0.051274776397981,0.75373667001736,0.0181422890859809,0.418567896884645,0.0485350360556155
"life time delta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.877788893297363,0.0245603147574832,0.0177705189873772,0.0289012582836971,0.0243412180014404,0.0238494636458527,0.054063407087336,0.0782965888183965,0.14869409941601,0.0509167195052929,0.0927329318626429,0.0128902752966147,-0.00104193800884778,0.009345163191386,0.0133553760717514,0.00516664577755326,0.00351614358738422,0.00931426249211655,0.00263559481640717,0.00422125800832647,0.0551158314654847,0.0458845385792455,0.0762457336906391,0.0167968363639201,0.0170040659703684,0.0455630740429412,-0.00407579957053275,0.00293142995308254,0.00504581066710152,0.00719158065401718,0.0263426130036953,0.00516472135826383,0.00624851637490684,0.0451317623010299,0.0105755023588065,0.0238162718000125,-0.00459261325529567,0.00382640841743578,0.00981969854300061,0.00287637006290192,0.0132615694606409,0.0423742928630325,0.0363092035256708,0.0163763119881626,0.183246604312629,0.0125960645272975,0.0506973878345106,0.0346329734119662,0.0262458876093781,0.279873805369934,0.00992144843944098,0.0945576791894461,0.0099292429184176,0.0093688809332861,0.010940577134243,0.0333443168026419,0.00948008148081843,0.031043564255275,0.0423740458822974,0.0301327506761877,0.0508274801686016,0.0388420805980976,0.037103615329347,0.00905670615806724,0.0404677613660094,0.0535681920835646,0.00591425282779868,-0.00473200334325369,0.079642108583868,0.0414565941849842,-0.000565361140300362,0.0091405429996553,0.011380853019867,0.0118849407409946,0.0374681361024715,0.0103155465809339,0.0586538222151967,0.0775045479772678,0.149204056985117,0.0533676412712304,0.0920235386364341,0.00353356335495105,0.0158548527754386,0.71938877473712,0.0234492627502987,0.0361227582607798
