,Cvlt_attention_span,Cvlt_delayed_memory,Pts-2_subtest_3,Rwt_animal_categories,Rwt_s_words,Tap_alertness,Tap_simon_congruent,Tap_simon_incongruent,Tap_working_memory,Tmt-A,Tmt-B,Vocabulary_test
lzc exhaustive,0.2866047807486134,0.2442734465457405,-0.41429721950951076,-0.2288687809716984,0.31337316618053135,0.18377112441195348,-0.1726252626381362,0.27859130458888565,0.24235403736449748,0.12331595779506938,0.22710253456221197,-0.35846257242646945
lzc primitive,0.2874757728224738,0.2453785388491536,-0.4256349132864952,-0.22563959182218588,0.31009044969354743,0.18767471825652698,-0.18076207632477803,0.2767529998582531,0.23593256193557535,0.14235350406688324,0.23401497695852536,-0.3481357934205254
mean ampl alpha,-0.10367225101365933,-0.23994917231499374,0.3832575631989603,0.2687038564957627,0.17890804854061756,-0.12597275103584915,0.18796279640145222,-0.14245602549573588,-0.1787688394898761,-0.1057893278940344,-0.2932507680491552,0.1728949487435454
mean ampl beta,0.26492675579919944,-0.09028123643970228,0.2164556718104889,0.3059908999565399,0.2740815749978635,-0.15292014080161456,0.2005400541353765,0.18221880864188525,0.17010614322497716,-0.2484701971745864,-0.36813556067588327,-0.17407998895734228
mean ampl delta,0.19718292783228086,0.15108533687314732,0.19842172819080778,0.27266465881196167,0.2585518008479017,0.13695318275348814,0.15779177928018734,-0.21903526776770565,0.17096233994883347,-0.20173251743849313,-0.269105222734255,-0.29497827525878073
mean ampl gamma,0.3991805062950678,0.16067081141796938,-0.10958159038607841,0.24784026722508434,0.25751648257123755,0.19918402397891463,0.19703570369806175,-0.15393913449804378,0.19737852710545836,-0.30256100324847024,-0.37668010752688175,-0.3385829182276733
mean ampl theta,0.12549544130871668,-0.17436434648200086,0.4198572825557931,0.2779120911799195,0.17964034683386781,-0.14967134334387275,0.1644404441509832,-0.25066418203722024,-0.21085103437790287,-0.16073631991135956,-0.26492895545314904,0.1684450018182674
microstate A,0.1577463422658247,0.20595557211217877,0.12145111628053341,0.1471047025844327,0.3189790358736882,-0.19850404311566636,-0.051821182151798664,0.1412976416928715,0.17033278353423328,0.09722746845962077,-0.03873847926267281,-0.11069242976629003
microstate B,0.20383633950760321,0.05943474692704189,0.24693932181641098,0.33192532531356217,0.3565535138170106,-0.23325862057057875,-0.13479747983534104,-0.1340451517966771,-0.2126137923387835,-0.1239706882224069,-0.06442012288786483,-0.16024645829832593
microstate C,-0.21963516795845958,-0.18409396350118112,0.12819571449754552,0.08216772703095476,-0.23405768552194556,0.13095927736633659,0.12044404448250381,-0.10647058083718779,-0.12900870047987537,0.07441263126085972,0.1240399385560676,0.14189042723155418
microstate D,-0.21583667474745735,-0.1248273827942238,0.0636022864120389,-0.060622980674051065,-0.1647671159813027,0.07782003212730386,0.10316231629848574,0.16257664850635867,0.13671447099458198,0.02515675757346831,0.13114439324116745,0.09274753510022334
microstate E,0.20252985139681265,0.17388387156747342,-0.24609322526588978,-0.1610558088319359,0.17754445861525509,0.07847482851413554,0.05842184222208335,0.22971254455932522,0.16491859836867143,-0.29364659666087484,-0.19186827956989247,-0.06728126275067048
mod index alpha-beta,0.36855061836431097,0.23701827533637645,-0.29770511484768497,-0.3332876394860127,-0.2596376224551348,0.21520135097987422,-0.2122532254600999,-0.2758212563646447,-0.20249052519201205,-0.19266701921381985,0.20828533026113674,-0.1899692016198838
mod index alpha-gamma,-0.2551280949682701,0.29935989549630926,-0.33991324562511555,-0.32788883887667153,-0.31650437267580817,0.3540685539410242,0.2626342635965637,0.3022374435212696,-0.2879339217815528,0.2629749943340636,0.28033794162826425,-0.3713529078132802
mod index beta-gamma,0.24387778068090687,-0.29911965803904556,-0.3462952310347614,-0.3135593120257098,-0.3140044578126436,0.2953887238903388,0.35593159339000574,0.34723813603689274,0.3938504929738924,-0.23008738133011006,0.26742511520737333,0.2565974830282581
mod index delta-alpha,-0.1620529141865788,-0.14467099676420628,-0.2755132110368709,0.27975373811675086,0.33579664495315914,0.24637973278362899,-0.2837083710209635,0.2554991753013499,0.3409425718908906,-0.23512376923270634,0.26622503840245776,-0.28881122924820524
mod index delta-beta,-0.28387083340566277,-0.33758167494696556,0.26521500730766956,0.3112383323244977,-0.27446034997713087,0.2108948055126351,-0.35487548777876027,-0.16260183076294268,0.43887636774609956,-0.31384251215028586,0.2571044546850999,0.30900528187107
mod index delta-gamma,-0.26959624108406205,-0.31668101616502276,0.24251544556654284,-0.30863984418074936,-0.2843842544339358,0.36280756725758556,0.2730033005069746,0.20599085885718924,0.2823182785633189,-0.24242653169147085,0.3152361751152074,0.3344231852323047
mod index delta-theta,-0.23819213797654049,-0.3843318841304835,-0.2349247507990095,-0.3372736698424422,0.24842588306882082,0.3014581827067402,0.16384038414459368,0.24615655810868278,0.20709887814688563,-0.2073732718894009,-0.23382296466973887,0.17437020288725172
mod index theta-alpha,0.2510392710659811,0.3052216894535438,-0.45251660940591265,-0.13103444095756187,0.18777138305547386,0.1927367980162642,-0.1844104411636263,0.24666020324036292,0.30321955152804597,0.17357910906298005,0.19940476190476192,-0.3337218349016902
mod index theta-beta,0.23185325121677888,0.3666744310216008,-0.4199539793044241,-0.2601767788978313,-0.15448968821051495,0.1955826438513404,-0.3272727274848425,0.22873043655254888,0.23651175383700754,0.24690891692478156,0.27308947772657455,-0.3044827814633147
mod index theta-gamma,0.24070833730102606,0.36866840191688965,-0.4369000845020065,-0.2893656214445966,0.17219110557494302,0.31125494403279885,-0.22351035117996723,0.303269916041214,0.25232621097176483,0.23517413311173227,0.3131240399385561,-0.38535572993141043
node str e-icoh alpha,-0.2145301866366668,-0.32006836431244107,0.17896150752881945,0.20818178798263393,-0.2574912309059531,0.29987156069249415,0.25332133229739845,-0.1675375530534083,-0.1540902280375478,-0.2033945254463499,-0.2156778033794163,0.23606484748716558
node str e-icoh beta,0.26105567991537554,0.21621371153733915,-0.20509380384634665,-0.18146529337846412,0.2956970004813877,0.2896466632673533,0.15949594969833356,0.19788217223713853,0.29417912141438696,-0.35700435647553574,-0.24438364055299538,-0.2326790183048889
node str e-icoh delta,0.2576926827413035,0.3227590238337946,-0.1936835875078889,0.29398235280679025,0.2826166378640214,0.23507190287257415,-0.23572757291005778,0.16164490501275033,-0.2548192543735817,-0.3105184961345723,-0.19359639016897082,0.31925950739453673
node str e-icoh gamma,0.15982704555338004,-0.29695752092367217,-0.23760808557351967,-0.37284520656754083,-0.35872515703147684,0.31175863356113087,-0.1738733874514264,0.25688419941347035,0.30621624006154297,-0.26458663846289443,0.3114439324116744,-0.3278691873151833
node str e-icoh theta,0.19515061299327333,-0.20655616575533803,0.34873682393769406,0.18234827478653395,-0.2146644065834566,0.2825950098707044,0.17089708981973437,-0.3268908727170139,-0.3519472180181023,-0.33635516607489113,-0.22393433179723501,0.3176391462858757
node str e-plv alpha,-0.26393479260396957,-0.3857492851283395,0.366118064504116,-0.29917932909428696,-0.3323371668091839,0.17739945187855288,0.3493789381202323,0.16585034186227976,-0.25126855619523647,-0.2564276900606885,-0.15711405529953917,0.28849683082413674
node str e-plv beta,-0.22505467419581313,0.2817024423874266,-0.4618720198359616,-0.3210015838937269,0.24294627170208632,0.22789432709384225,0.2894929494825585,0.2428325002395936,0.27423477419985226,-0.3221525521895696,0.20444508448540707,-0.34765210353734305
