id,Tap_simon_congruent,betw cen e-icoh delta_POz,betw cen e-plv delta_C3,betw cen e-wpli gamma_P7,betw cen s-lps alpha_LInferiorTemporalGyrus,clust coef e-icoh theta_O1,clust coef e-plv alpha_AF8,clust coef e-plv delta_F2,clust coef e-plv theta_Fp1,dfa exponent theta_CP1,kurtosis ampl alpha_F1,microstate A_Group1_Map1_SegDensity,mod index delta-alpha_F3,node str e-icoh theta_C5,node str e-plv alpha_AF8,node str e-plv delta_F2,node str e-plv theta_Fp1,node str e-wpli alpha_AF8,node str e-wpli theta_CP3
sub-010220,400.3448276,2,0,8,108,0.109309737374164,0.227807215514601,0.227106420297174,0.249600860385925,0.714234389303795,2.7493540101277,1.4881,0.0030637509925794,6.81397647898528,13.4091954377865,15.485831323433,17.1314122394652,3.82655134655928,4.36297795323146
sub-010224,414.0,0,6,10,26,0.0626218965136069,0.181242885786664,0.209011327042779,0.170669119945925,0.617939774305598,2.90072056765159,1.7417,0.0041588968625174,3.26185054129723,13.0574384033909,14.7568657724601,11.3938773140334,0.677305775023378,0.700721014676034
sub-010226,432.4137931,4,38,0,0,0.0540872463867169,0.226735574914592,0.232886067095085,0.144187563253188,0.492005030999236,3.1691697367208,1.1604,0.0042367956611887,3.47603666695521,14.9201123618847,15.3163437806901,9.89589390762193,3.45500345499344,1.08242123424767
sub-010227,362.0,4,0,4,0,0.0737107399520079,0.215791189976706,0.196079370744357,0.167857792300102,0.702147573983518,3.2286487168409,1.665,0.0037093126954795,4.72299850912373,13.9605903278356,13.343320329895,11.3689411172925,1.94751774363574,1.78064445806622
sub-010228,482.0689655,8,38,62,182,0.0567278629617936,0.170265075650718,0.213294092039436,0.165139843952925,0.497798248249478,2.83940149402213,1.8173,0.0036075502585777,4.0450035453885,11.8944827794325,14.4316487083958,11.0440798570277,1.09683741269714,1.46466527200656
sub-010229,355.0,2,30,0,238,0.0805720436133193,0.304503447973506,0.191559824121118,0.209038554080335,0.75709540921678,2.61374195620044,1.2617,0.0028043749182972,4.81960196297623,19.6196052153032,12.9648714828033,13.0791128494104,7.14244866459046,2.25951723300143
sub-010230,402.0,40,2,30,0,0.0630294408832486,0.284327195419486,0.168491815011023,0.169520658409404,0.728916972277713,2.91341489035642,1.54,0.0042588194172314,4.40023663321373,17.8020960241746,12.5196441765676,11.8131563339363,7.07402274472909,1.06755165181372
sub-010231,365.0,28,64,80,0,0.0561514183912417,0.180781846123471,0.176728447272402,0.144765781021565,0.498533723808888,3.08610873320434,1.5253,0.003709321637967,3.59710346342377,12.0912156372115,12.9455970304258,9.8341230086443,1.62256283853286,0.733485432575041
sub-010232,331.1111111,4,8,12,44,0.059734182452663,0.160084895273209,0.177141348565127,0.142603292132351,0.585473607010493,3.35362208933348,1.6022,0.0041693389905284,3.58706621850594,10.7944757433866,12.3488749197339,9.18700576244354,3.01093672636137,0.940344706213355
sub-010233,424.0,24,42,0,0,0.0613748094027175,0.241941787176958,0.213420223165691,0.153534069052823,0.574751430985264,2.9045617603288,1.1933,0.0027136452678012,3.70626020112343,15.2902688007101,14.4871607610466,9.76886324548953,4.21088230461867,0.939945415046745
sub-010236,411.0,2,2,64,2,0.058225757955406,0.259489256098391,0.195350123799529,0.184731252642219,0.657319886029591,2.93096294462152,1.6974,0.0034199492698024,4.07697012157044,16.4371924705874,14.0022510587786,12.6020876785936,4.37924438824893,1.38658779814921
sub-010238,483.2142857,20,32,0,0,0.074915683113093,0.246957021987169,0.191466430345202,0.17467193203941,0.640304937420337,2.73762302430949,0.9938,0.003486860476654,4.07247632574547,15.5279656689102,14.4728673127642,11.7289246837329,5.70958935419708,0.798113722504573
sub-010240,404.0,132,6,14,0,0.0575814241135315,0.20490948518081,0.181107422633342,0.156541597980919,0.648821988800679,3.17967155319519,1.6367,0.0038687650712867,3.93258999368631,13.6649877549941,12.8933877649234,10.4122986710996,5.42837203340862,1.48932914464083
sub-010241,341.0,0,2,16,36,0.0553023116588051,0.191876846320781,0.197353681782161,0.149277337343374,0.593986581790633,2.97261446447996,2.234,0.0040723141302584,4.10256857843604,13.9057889080196,14.115021096687,9.74185305378156,0.758520900100534,0.927023689436163
sub-010252,439.0,6,12,10,108,0.066365743552037,0.206999319647625,0.165111073992455,0.142511698926127,0.74502438753982,2.96370441644196,1.6241,0.0034364854661258,4.56509216923608,13.6242469113732,11.6986102842465,9.46655166113458,2.33503912111308,1.51602994329267
sub-010256,424.0,34,0,86,240,0.0629452022270618,0.219176492415469,0.243469351237683,0.17995580110019,0.558804625461154,3.14174467483163,1.55,0.0038141838119472,4.42844479818546,14.8373245344361,16.462402415905,12.0441747924115,2.61690249780216,1.51489262571159
sub-010260,520.3448276,90,16,14,22,0.0553489494393,0.223468800436465,0.194811443493943,0.175772473381823,0.605262330104729,3.24165004718194,1.411,0.004448038629496,3.93327480567807,14.241948740844,13.7186144241108,12.1615678489911,2.27348823125707,1.08130867495638
sub-010261,398.0,0,4,4,52,0.056338797972415,0.199743136796595,0.252422748943342,0.178590942339643,0.61417254874911,3.16299243877674,2.3496,0.0041248164159395,4.32531757618446,13.3875317261787,17.9060818205184,11.9442434863049,2.20866779172742,0.651489870599695
sub-010262,443.0,38,56,10,0,0.0688210210755349,0.211936292521099,0.203496245287751,0.162530394543551,0.714424032319492,2.59952480745077,1.5929,0.0027378667732539,4.45749824182145,13.9263279866823,14.4758426949327,10.5043600341662,1.52822819576138,1.4818163790625
sub-010263,707.3076923,46,0,128,4,0.076443660249883,0.208905137730605,0.215650170524301,0.153840192434324,0.755924806046741,2.29464315066176,0.8762,0.0024042428283674,5.19755165781226,13.6935328195742,15.5446450968358,9.62470218294067,1.57308670592742,2.88579211204772
sub-010264,404.0,20,14,178,0,0.0609877618577574,0.202499823243188,0.255139137930312,0.165523166023688,0.5627507921313,3.03741809986709,1.695,0.0035148189878412,3.91061439078682,12.8760375277663,17.3837043493131,11.0030438468818,2.88728755421395,1.45320075964119
sub-010265,316.0,58,2,6,40,0.0663723376593056,0.23267865566594,0.196495862517802,0.146923389136532,0.530271008101913,3.03979180842335,2.1691,0.0036816100633762,4.65892563975138,14.7623134231033,13.7898433781789,9.36674398456273,3.95901065676111,0.886666634325221
sub-010266,373.0,50,12,142,0,0.0681610194645964,0.175331897819729,0.191133909438565,0.162540940377781,0.55512461399039,3.57408002252701,1.4929,0.0045450631749615,3.74038812946991,11.5668480905223,13.4516470564897,11.2266053790651,1.28412342472902,1.60213329525018
sub-010269,367.0,4,2,0,10,0.0582478240327798,0.209017223005264,0.201605832211848,0.167023321641298,0.627667708321284,3.05199546659371,1.7483,0.0042294839967353,4.3004075979595,14.2459925844758,14.1067818923227,11.9691234917183,2.0742208309219,1.01943152955286
sub-010270,347.0,16,30,0,334,0.0662309800492266,0.178850806029962,0.178771295380582,0.168708291244798,0.702589308968655,3.42500892892762,1.8051,0.0043737066351587,4.70539784951642,11.7634289941564,12.996607859246,11.4802776540186,1.91860273841158,0.780663938934998
sub-010271,429.0,4,22,0,0,0.0622235177906855,0.288352262837595,0.315506932219521,0.292855707964577,0.780338614413935,3.18429218538139,0.0871,0.0041260697193519,4.01104967426013,18.5050547027868,21.366398655037,19.5472884016266,1.70025924846959,1.66268994740833
sub-010273,495.5172414,0,184,30,0,0.0537302646546955,0.278075730392618,0.253551144997874,0.188150826991742,0.71246615844537,2.72773161828355,1.5763,0.003247150156645,4.51965302238331,17.9265262323216,17.4015286890141,12.7985116563134,8.01015197772869,0.805968647321879
sub-010274,457.0,8,2,24,0,0.0602147106064995,0.208879352767662,0.200482401369787,0.162095832699852,0.694062214743244,3.11809588901638,1.5812,0.0037081701449341,3.9296979776814,13.8341569474252,14.5151687630975,10.21595840828,2.29181799039712,1.64320584782781
sub-010292,465.5172414,26,14,6,172,0.0637999433971237,0.190169788409598,0.218671638595968,0.184397704835592,0.604008939097234,2.94765688822586,1.9046,0.0037832853859913,4.11537680761558,12.7644217768082,16.0401347999527,12.645633141387,1.45318785975305,1.33784691228376
sub-010294,451.0344828,52,130,0,72,0.0714397436154073,0.271856057368802,0.188444193715019,0.21256538182993,0.761762655610275,2.96564327221048,1.3083,0.0041790050385353,4.34963604781647,17.9865490476053,13.8333156248859,14.6673977148684,3.63413158831755,1.31128211600024
sub-010295,461.1111111,84,2,12,2,0.0643915745203123,0.238345071598744,0.206297811848737,0.176389535422356,0.759578818014499,2.79078889003943,1.6983,0.0036178237680396,4.13680532276924,16.7257933996022,14.4788766835984,12.00433905111,2.68498841017293,1.06794722214309
sub-010296,379.6551724,12,32,34,264,0.0589340993470838,0.199453711115843,0.175015009372619,0.157897679980197,0.666130391816729,3.12475023002166,1.8417,0.0037476521534086,3.38687749733768,12.6075256235324,12.4054076719034,10.9586357689973,2.47841094689178,0.884992459761389
sub-010297,544.137931,12,24,10,240,0.064795692797425,0.184540849141276,0.184963394077971,0.178692802708827,0.740712546743417,2.98828646223371,1.9683,0.003700399939286,3.75190276004672,11.8379380159306,13.4534744556202,12.937328824375,2.08424232871423,1.1846749157815
sub-010298,431.0,6,32,14,0,0.0617342824706977,0.183997294784228,0.208722863920139,0.191037714064948,0.646053225132518,3.05699283805649,1.8843,0.0036803589789292,4.02324216226886,12.8108191290759,13.8655761271081,13.9348218268121,1.82356375376865,0.706478011083413
sub-010299,375.0,54,4,6,374,0.0803558917338612,0.257091195712765,0.172480438667676,0.175000808215306,0.842375874564473,3.00749657219578,1.5306,0.0041784882741639,5.30923075135092,15.7140556166857,11.6689380167332,11.0655452906958,5.13416089081301,3.58962491339709
sub-010300,495.5172414,12,0,32,16,0.0677681909463634,0.248599115337976,0.200005402816973,0.162744388373642,0.790425617827908,3.01009526411374,1.9727,0.0039200282296227,4.06289860659943,16.7980251128847,14.3166455307487,10.2221247474974,5.33655353055093,1.1797483895875
sub-010301,458.8888889,54,6,14,0,0.0641973708978182,0.274978535237293,0.166387901010199,0.172697420845095,0.68568896954578,2.47353230519544,1.085,0.0032289907855044,3.7302758352873,17.6400520417118,11.5477904436128,11.0252542755616,2.23627104177741,1.50402417388015
sub-010302,329.0,0,54,4,0,0.0638466237861002,0.192610715309332,0.228562661863662,0.181579591156468,0.624236736758178,2.99818611051902,1.3875,0.0039239021973826,4.23206914315495,12.0975723017091,16.5326206698311,12.6123257507551,1.59074094991229,0.728332069143154
sub-010303,364.0,192,4,52,0,0.0599475719443897,0.184691202257939,0.200437630467217,0.177388239932441,0.588871069077707,2.93101041622759,1.8542,0.0034434650850804,4.17154805343288,12.476787773838,13.8435429749567,12.1214899747244,1.699904224547,1.09885535433384
sub-010304,333.0,10,50,38,0,0.12900731647909,0.276492847709694,0.179822987918729,0.182323216690372,0.735717965001404,2.62505952019484,1.2603,0.0040113303498347,4.23964884281491,17.0638949264171,13.0844950234122,10.7432424155215,5.64131135554287,4.62101347218389
sub-010305,345.0,44,24,0,0,0.0724725474393357,0.189592556049641,0.178326749676659,0.164228280371455,0.74740799430611,2.80182629590456,1.4872,0.0031459990135458,3.84629971128502,12.1901486295602,12.8558997164387,11.6389176269273,4.14659792848698,1.37894383538502
sub-010306,393.0,198,22,26,0,0.0703010806589686,0.209598544016001,0.197141253207557,0.169072271172715,0.739574048800474,2.97169381920055,1.5029,0.0036338780631898,4.87057645591096,13.8840925598187,13.8624004481701,10.634230551898,2.26085738488017,1.59280750707704
sub-010307,379.0,0,210,0,10,0.0628576499845725,0.18744444430385,0.273460006533854,0.179321351362932,0.753286330772495,3.35249363471955,1.3968,0.0041135075909853,4.28566561790742,11.8312908005226,18.9737669817348,11.6671182842287,1.07327700462828,0.557308051218024
sub-010308,358.0,14,46,14,78,0.0689759842572232,0.170136376090964,0.206190286205403,0.146706452101897,0.648518376013331,3.22699942569225,1.83,0.0040900584303127,4.31960087201965,12.0479892346637,14.9160620085858,9.07999958951996,1.50046920104748,1.36454164318008
sub-010309,452.0,156,136,10,48,0.0608495217734027,0.272556828107068,0.224064901867157,0.160826668659354,0.718088627815106,2.47553278649351,0.6883,0.0021692734069345,4.21740931309577,17.0937193999009,15.28089396225,10.4954837310418,3.13407661568415,1.57157602571026
sub-010310,347.0,24,68,2,0,0.0666517669067833,0.233525164627701,0.235075642794577,0.171214477240152,0.578549701886782,3.09158786110974,1.9943,0.003866751408651,4.98764916375059,15.0437680333706,16.4789315109336,11.2872848110328,2.59821031475245,1.59351451662664
sub-010311,574.0,10,2,74,0,0.0603474909159452,0.208703008675086,0.17770324670028,0.158415067125551,0.599327253542421,2.73175835079291,1.4537,0.0036414385936976,3.23678522628395,13.2462877688875,12.7750825886925,10.8221691233537,3.5824408029821,0.790584013501288
sub-010314,654.0,22,2,40,1260,0.0827255861713399,0.285732257921125,0.209506429907314,0.203494019841351,0.59025862907895,3.87214719286167,1.4102,0.0056859160099182,6.66410356975486,18.6874807327819,14.5603244560607,14.3946438812749,7.0518444465651,2.25731416058451
sub-010315,338.0,16,8,0,6,0.0564727438086261,0.197399760335993,0.186875565660409,0.146564810222824,0.55482718441846,3.08748138536902,1.7985,0.0034046185409821,3.96965514911044,12.9852257509018,13.0879758884406,9.95894800882668,2.65295633797343,0.819660855510417
sub-010316,499.2857143,20,26,78,0,0.0571698681879701,0.279287511796802,0.209767009172314,0.162639709637223,0.57825820829112,3.04962645529242,0.9885,0.0037372593391158,5.09911884196983,17.8357605481134,14.3357872464046,10.0361634235369,7.955903152441,1.65360559783808
sub-010317,349.6551724,20,22,68,206,0.0612040169097496,0.21090831453573,0.214846178138767,0.182135757204062,0.590373873607605,3.13392164268555,1.716,0.0038535101921807,3.8057928427014,13.6090249160095,15.5328224785159,12.5286311480522,4.02538922823231,0.528578575619784
sub-010318,409.6551724,18,0,6,26,0.0569712632274877,0.219229242353919,0.21423353131659,0.150750841329649,0.684682623098746,3.3226547067911,1.3452,0.0045568561025471,3.50910548556489,14.9905250106298,14.6975863167139,9.9741295274524,4.16791423436246,0.820004475419649
sub-010319,375.5172414,22,2,26,0,0.0658661652644855,0.234265426713298,0.174713808077882,0.146610692988659,0.683035476123024,2.94706647945246,1.7003,0.0036074593985017,4.26290409522439,15.8564784411069,12.4526262555909,9.61571736891361,1.49979840572051,1.99116186544445
sub-010321,562.7586207,8,56,120,6,0.0797186634144132,0.294744595693792,0.209202521316632,0.184460511446269,0.899679635700294,2.51976730887945,0.8718,0.0028508911923862,6.05467077865818,18.7484828469487,14.8155154204379,12.1398651178639,6.82784014936734,3.31710830182736
