,Cvlt_attention_span,Cvlt_delayed_memory,Pts-2_subtest_3,Rwt_animal_categories,Rwt_s_words,Tap_alertness,Tap_simon_congruent,Tap_simon_incongruent,Tap_working_memory,Tmt-A,Tmt-B,Vocabulary_test
kurtosis ampl beta,0.3243989923508346,0.2717880601527996,0.3549356829434242,0.3539461195176302,0.26098300924695084,0.2960839925564277,0.3395422375572134,0.28401119737557134,0.3229595248444898,0.29515048546058475,0.2777941223226146,0.3915571706739491
kurtosis ampl delta,0.359561674760556,0.32861740880368434,0.3401854655960578,0.30000258074619773,0.3095424509480065,0.32524010837422884,0.2806015606786614,0.2937321955762543,0.27686348346828793,0.28377736501819384,0.2900833551307542,0.3654907338210819
kurtosis ampl gamma,0.32802619830730956,0.30751115885947095,0.3256268493994323,0.3205057773075955,0.25242889573414207,0.3472533438213329,0.31843975392939894,0.2953905696024191,0.4373321555375705,0.3065120569063684,0.2654820334698889,0.2731367545039199
kurtosis ampl theta,0.28970999213564697,0.3466398268626103,0.2923249884594616,0.33371839283845245,0.3267760527771832,0.2923710605135817,0.28110451585893065,0.2452197729392115,0.22567850891089436,0.2645298527260983,0.2676968086556916,0.2805825679179852
life time alpha,0.3706105070682031,0.41527045004029034,0.328406254167099,0.281584933744873,0.26640906322521934,0.28258016825217264,0.23629352491108677,0.29545826597185015,0.2593060591083245,0.27535780793211434,0.2668111642530138,0.34777712136615424
life time beta,0.2588528632737236,0.32935080635407854,0.325498541619078,0.3499938951798206,0.4272007793764229,0.29495218063395195,0.36740089538478454,0.40659922202339865,0.35632017899879426,0.2970715252816867,0.27288241673079583,0.44547085864015
life time delta,0.3922508176485875,0.34109047328006703,0.3027945864053442,0.42832507884926585,0.28995919472947185,0.30638891657716855,0.3604356272578059,0.338012739034146,0.29374760310396114,0.3649072653201489,0.36375743167852875,0.33726566859846435
life time gamma,0.346873018198237,0.33787241557478154,0.291940386629035,0.29034842185230164,0.3156816159183022,0.3566443855150119,0.2947365343252247,0.29036809683159476,0.31281326026648537,0.2615114010915632,0.2630537969708078,0.27843014876533456
life time theta,0.30625827159636476,0.3274427203546504,0.3547737113189913,0.30812442310494675,0.2644457541350792,0.2771282674487398,0.26119713501608294,0.28389015546764734,0.2968707804251732,0.279172640903255,0.25252543520671333,0.31078914284583936
lyapunov exponent,0.32915384926906927,0.31876807254114686,0.2908743279590878,0.3886553518691242,0.3420967976629616,0.2573353279142526,0.35340392230366013,0.46132652437132393,0.4224498621851884,0.2668021154765897,0.3234502434733521,0.4096528283803778
lzc exhaustive,0.30509333160487884,0.29530238349813687,0.421360470979707,0.2729506995967525,0.3561220145537692,0.243800753736244,0.2695463259849173,0.27899825411225515,0.3197527260072615,0.2451378273910337,0.27837735717485984,0.38474858210410795
lzc primitive,0.30256969147058743,0.28303836762760504,0.4242661441872545,0.27873214490999665,0.34596489580481304,0.24737312590685964,0.2837599723229716,0.2823533426054505,0.3299151030968704,0.25035909976592885,0.2849135003273969,0.4084959760573273
mean ampl alpha,0.3028436108191826,0.25578847753649037,0.32960336334942153,0.2815570407240095,0.24491826412922113,0.2210025265121458,0.20621305987305244,0.23099551015760517,0.2101856959728304,0.20046732786076624,0.332155549491541,0.27414030716685167
mean ampl beta,0.37996122069473987,0.22812303558811756,0.2913380845093001,0.3206672557902777,0.3087601287435816,0.2240012363649346,0.2857675202331845,0.2884496580366325,0.22668531264690486,0.2910964799447478,0.3563576953359602,0.26626222771149494
mean ampl delta,0.34604762621031215,0.23220006823689207,0.30876236907080784,0.25122908910198277,0.26619820977117054,0.26205782892756946,0.2284149368237534,0.30306004908205875,0.23739796216417583,0.24654004048060127,0.28483432128017216,0.266898408213662
mean ampl gamma,0.44589075205203166,0.3346455170981515,0.30337236649864624,0.30532507113048485,0.2706756001548297,0.2712699705426534,0.3044856231399609,0.2669048128238521,0.3037266985053078,0.30563656393772376,0.4027628603294855,0.3772156170662428
mean ampl theta,0.33806715743918536,0.18381728672393732,0.40328628253085164,0.23855063902274012,0.25299484307824194,0.25741831354704975,0.1841029711461458,0.2972962073030172,0.22779090614109967,0.22534611030417073,0.29454363439090264,0.2806119470514781
microstate A,0.22574685832329142,0.23987201699396724,0.19248799362713093,0.23266935644261424,0.3405357288154061,0.2532069766271242,0.19153630189486978,0.24193647062402354,0.3399100432640816,0.1750297265659506,0.18855684460081784,0.24829094194093712
microstate B,0.2878918432113713,0.20644417299895954,0.263789085878467,0.3385716308171409,0.3677002187913325,0.28846438656896145,0.18284863158922626,0.1985416444991227,0.23992418749701,0.19600553640421145,0.1950015650077286,0.22344875603582529
microstate C,0.29113222867934224,0.26112591214820885,0.21862616058436063,0.3003098470595549,0.3276271801024642,0.19376544517249653,0.19935275726229987,0.21079676000038908,0.28801135067468014,0.23655631771247077,0.22495421882032066,0.23459531320663532
microstate D,0.25692070783161713,0.3180358247994372,0.2734371968113073,0.22329613757762765,0.2779016058462613,0.21312199364071904,0.24084643593220417,0.22158676509805658,0.20321348766397518,0.2220013280380953,0.19183752523473147,0.22804628492320744
microstate E,0.25533365119337786,0.2519316886670811,0.28963508842060287,0.25170740261125546,0.2770246455994382,0.21759089092596062,0.23602696596521117,0.2918073736235439,0.2301676114520146,0.3397024646371718,0.23450285661161374,0.18476479638704715
mod index alpha-beta,0.3873699202352419,0.30063921545342853,0.3289857574086389,0.34585055190405195,0.29284889568283384,0.3263892176272821,0.29788188295528434,0.3355651197210995,0.28326206132650034,0.28365225879306566,0.2968648193043739,0.25737958713356984
mod index alpha-gamma,0.3106563328184589,0.3502988381129673,0.36064235476824713,0.38084520755570134,0.3408229124063364,0.3571016354482156,0.2959297874595756,0.317435951532707,0.35566509556896264,0.3152121446566021,0.32294992601721456,0.37538608254315403
mod index beta-gamma,0.28303429768649047,0.339482657433449,0.3737482988232711,0.3629530431127361,0.33833066408260964,0.3378509753528352,0.3014633916335177,0.3809651866231692,0.4120940433136652,0.3130992794658632,0.2852086654493029,0.33057697347972337
mod index delta-alpha,0.24659086737342517,0.2771925494925197,0.37192718491229293,0.32328489056647186,0.36567894949052654,0.30987743363111875,0.29094660378706955,0.31438538410329386,0.3286669114886814,0.31213253113135114,0.2926958554430558,0.3480567930984625
mod index delta-beta,0.33273811606266146,0.3352129727205316,0.353989523709291,0.33775918225043144,0.3202721882614682,0.35776936442251467,0.29423323094241766,0.29002463792651095,0.3842445067481969,0.3272448062729076,0.28532577075542465,0.33186134656088667
mod index delta-gamma,0.30889832703842096,0.3539330532329343,0.2953041987539978,0.33405639245053254,0.29696697577185643,0.3574205868407885,0.3068516116265305,0.2987179095529836,0.4299046157358665,0.30198451479729804,0.32667862450282376,0.34809674249137706
mod index delta-theta,0.2909885240611965,0.3798633795850891,0.28976262376152556,0.35969677983723486,0.28716238775088193,0.3039782765889768,0.2545483427087735,0.2688673034636809,0.25260557273712747,0.28550712918083054,0.33011820137532694,0.3109923033814597
mod index theta-alpha,0.28127710967442215,0.3362686127548001,0.4674671021608061,0.2552461512689235,0.25412101237393026,0.3070382364571548,0.28050817569813064,0.3002286994097291,0.3310779173894173,0.2681435521654579,0.27112740337859564,0.3537442356280425
mod index theta-beta,0.3025037456399662,0.39903558275389317,0.4361293703618379,0.30225233708941784,0.2547352473717412,0.29034147014610123,0.3377389630175916,0.26208364370508264,0.31060345114562526,0.31920687249715324,0.33383992670133006,0.3490609632559104
mod index theta-gamma,0.28885086422968564,0.37062781998428085,0.4402478722808679,0.33648674740696466,0.25659474550485456,0.37687507797514297,0.2981292714173586,0.3528593309297588,0.3548104918590923,0.2928081709273617,0.34371084361620086,0.4215306420361436
node str e-icoh alpha,0.2646203707698388,0.35258910490155804,0.2412210657172007,0.29311874259980497,0.3150267348937721,0.2996892882204079,0.3137172140270421,0.23330732190897835,0.29721880868520717,0.26646350098449895,0.26820548816548717,0.2882812260331351
node str e-icoh beta,0.3052167615599396,0.29788750284155824,0.25616925231414456,0.27133084011319897,0.3192816067484167,0.3336095336618802,0.4239260513087944,0.3595453376296661,0.35850622195525456,0.40559803642961256,0.27890975024964415,0.29423644367603996
node str e-icoh delta,0.2814505674207759,0.3489744471555029,0.2532734694424845,0.34089657599403905,0.3418631497423014,0.3005873391782803,0.2834554932445102,0.265295815156985,0.29266811688479794,0.31027112857417083,0.28497486102620023,0.3981059678894358
node str e-icoh gamma,0.23875862267583917,0.3180837458722785,0.2629076955325711,0.3615072828882829,0.31084244502132696,0.3178540882843311,0.257020696213235,0.34994386095547614,0.3204072703711984,0.32460792181463083,0.3508601299480025,0.2844669275209659
node str e-icoh theta,0.34514254989616183,0.2909928176500716,0.3485664794246277,0.23727366471870232,0.2583238313820845,0.2969654825294756,0.24562663808554464,0.3353705386360146,0.32406304790930734,0.3715200614356213,0.28501217425320896,0.3226323750610082
node str e-plv alpha,0.2996314605950671,0.3984451107364508,0.38040795990337833,0.33204611353061597,0.3773216161394144,0.27240135830133516,0.28648292129800723,0.2866603490235506,0.26851797158456464,0.30073062472812995,0.26255469930665537,0.31149664869010857
node str e-plv beta,0.26876259654454515,0.3231379931537363,0.44370079693351266,0.3339754111205742,0.29259502547115246,0.2831095741221539,0.3582953683628011,0.32018554130112165,0.2841898554374365,0.34256434429004806,0.27755951990157296,0.34725301907385114
node str e-plv delta,0.35533273720202335,0.3279371611468821,0.3286007557695225,0.31282482984054366,0.2824595663257657,0.27464024369083057,0.31034281887135634,0.35361892852709254,0.2403519193874529,0.32574121734283784,0.3228687005712403,0.31324490201118327
node str e-plv gamma,0.2962717060424107,0.33456708980942235,0.3134434330886281,0.3675803310311914,0.3709651673084688,0.3484544394881754,0.2901354293812163,0.2937113090979159,0.2754569704524397,0.27723029725068143,0.3393825759609491,0.38803071060738753
node str e-plv theta,0.3100534292636893,0.3073018664464794,0.36785701690246414,0.30985145211146625,0.45144804822210205,0.2893853679196825,0.2836134751734432,0.3120844036296513,0.34884032636976364,0.3287857338511021,0.3552348192754006,0.3591273535170911
node str e-wpli alpha,0.27337639188696383,0.3418290852466799,0.24872423571909072,0.31017976450515533,0.3270886749319443,0.29728371133274173,0.30609883005923255,0.23328292350962937,0.29635161215547984,0.26237305092239105,0.24913861710153518,0.28150944067964884
node str e-wpli beta,0.30936764661765837,0.2896682091227873,0.23292325444223558,0.2922598258537441,0.3120104599230457,0.3508304690111396,0.4624277127813572,0.4142491471500913,0.36602259724418945,0.33091704225908947,0.2453436246408274,0.32535046688917696
node str e-wpli delta,0.2875158649637158,0.3294802471425228,0.25686098170927585,0.29197593641162034,0.32492633298687884,0.291239706421072,0.31237897823163513,0.27987980588307165,0.29874704256853435,0.34189912131344524,0.3354501815755234,0.3534093064639642
node str e-wpli gamma,0.2247139060751971,0.33574819485948304,0.24246906626992498,0.34545423068631853,0.30109950401191826,0.2969488945470375,0.24950514495678938,0.3471756617130536,0.37812930173920367,0.3358062555196534,0.38831232173115904,0.3042376589399636
node str e-wpli theta,0.3321867818106017,0.30626917725648517,0.3751231514124125,0.23770211351103934,0.24066242603780805,0.26241655508776435,0.2231675959344008,0.3215419481412955,0.28510366711403823,0.37143008677762923,0.28797963631171003,0.3224005601238936
