,Cvlt_attention_span,Cvlt_delayed_memory,Pts-2_subtest_3,Rwt_animal_categories,Rwt_s_words,Tap_alertness,Tap_simon_congruent,Tap_simon_incongruent,Tap_working_memory,Tmt-A,Tmt-B,Vocabulary_test
node str s-lcoh alpha,0.29828547597604554,0.3318332690649707,0.2388458359175225,0.2514857490060404,0.2744262575715168,0.2867285118882553,0.25460136208567413,0.24582154028197908,0.3178143815543769,0.2539631990544805,0.2522297620403295,0.3195832337010919
node str s-lcoh beta,0.3395520961746069,0.2611402288213425,0.2990719718444555,0.24550698314881012,0.31363973638964326,0.28911335806763694,0.3852439210796096,0.4486393246247354,0.35230739229263336,0.3505558131795626,0.2610082819110371,0.2874597157365274
node str s-lcoh delta,0.3421123582532266,0.23114230323530766,0.2458474687639488,0.25092364532281397,0.3088853720602785,0.23169564509109275,0.22919404688660525,0.21886620304848683,0.2803741491623922,0.23531002053220115,0.3163399584875977,0.4178137998094818
node str s-lcoh gamma,0.27304840030072025,0.32541619435997143,0.23598676579146557,0.29254855342408514,0.2331491712470084,0.3167097957450237,0.2115565524351588,0.3805928396694895,0.4108530764148433,0.4020182030808553,0.3338518727230724,0.3124221927484933
node str s-lcoh theta,0.3147963555635726,0.287281475411795,0.36542498647167365,0.27286661519977806,0.22251451339650216,0.2781133218561435,0.23532459812067583,0.26003250947156786,0.2623267777390695,0.30850638219960996,0.25156435654500603,0.3086961527120483
node str s-lps alpha,0.3000805086198623,0.3347385985886837,0.24817097244174216,0.24912527396260695,0.2983935895936041,0.34614610866029066,0.31208626377464627,0.23386277804051725,0.27342579472343237,0.27616733694376944,0.2255724671453802,0.3269165169592405
node str s-lps beta,0.3792306710866959,0.2245361789845143,0.28781488915566267,0.3036061313153895,0.26704826968784473,0.3242915261935461,0.41871621550262883,0.43911443691275875,0.38525189515441055,0.4050448609127842,0.28576263263508833,0.29197426055995757
node str s-lps delta,0.4306585966982839,0.2140443891837367,0.267178535262272,0.24531918977327177,0.32553666297118955,0.25369633499433236,0.23444844755891123,0.2199536314949215,0.2730792429883225,0.21478283568511386,0.2700891255200086,0.4676196577937948
node str s-lps gamma,0.3254721861946008,0.3294847093538884,0.25264622342986814,0.25654067490608073,0.25966970587480503,0.2861784832494194,0.2543465806309198,0.32894851705952416,0.40408072268276485,0.39186514054113974,0.3862504155309801,0.3209413212032484
node str s-lps theta,0.36059762166686027,0.3534746619814205,0.30284669200521797,0.30048683236363444,0.2682073751836489,0.27759986265961784,0.2592663087830733,0.26260939309352493,0.23771175354743576,0.2912463376377131,0.2560860458477107,0.3585087229859442
permutation entropy,0.3147431848383618,0.2884401686853351,0.39302147882554467,0.35031561645972187,0.30166219979817405,0.24446116796573542,0.21221229568628414,0.25525384813617985,0.25987509830045796,0.2306159838641706,0.286719811528821,0.3227076444594281
range asymmetry alpha,0.28459352528470694,0.3157007099986189,0.392411657772366,0.3132869831593688,0.28980522574695267,0.2981926758429293,0.3071892180056245,0.34575337229940195,0.28022894148542116,0.24144210108288366,0.33929291910565784,0.3026570913320492
range asymmetry beta,0.3104003490109607,0.36117598119259586,0.4006812548827623,0.32725075042980595,0.3547280275621568,0.356090735134457,0.3017154529079133,0.3356039247435569,0.32774907914008056,0.35746138626331,0.32997044503229794,0.3648275299401277
range asymmetry delta,0.360099788806556,0.24509734213390344,0.32687303585003996,0.35663600565457615,0.3140877776907592,0.3377571259424642,0.2714534612525699,0.2955307328708653,0.32966986447828983,0.3111890547257167,0.28907842629136893,0.32883681252606367
range asymmetry gamma,0.33440110655731187,0.33071015652004065,0.32316160237403146,0.3110103432150355,0.30536512051165265,0.3358230911178872,0.27655696386762785,0.3789721407063328,0.3058139825518223,0.3209821382411551,0.37457373257652804,0.3336795451857964
range asymmetry theta,0.35179017049410016,0.2906828399773897,0.36247055160317043,0.30639890817786086,0.31782527259596816,0.28912991883016803,0.34842896851175015,0.3543628684601741,0.28715071252804697,0.3358315124863827,0.3373517012637117,0.3101903445916428
range coef var alpha,0.23445518801355725,0.2636555711685402,0.25720245826297106,0.36456840081549485,0.31515885019960843,0.29246809670692164,0.31015282516081527,0.27992660368770167,0.26266795095537643,0.3554451886986855,0.3416101852691898,0.2763808850445115
range coef var beta,0.23420963925516847,0.312108501707144,0.2677356867597019,0.4243907027198589,0.2971065564289682,0.26472919560307245,0.2656294488201109,0.33748778617741787,0.2989972580226566,0.3566243431977033,0.301800367869233,0.2882836632966525
range coef var delta,0.3165722639601563,0.2356402867175398,0.27520964398240544,0.29221696658984164,0.2576689613792078,0.26666785690259054,0.2405289169010642,0.2689159509964234,0.2679616809660755,0.2907245754502266,0.2603538438026849,0.2841294138547572
range coef var gamma,0.28904760769792887,0.3780972991812237,0.29689895315462783,0.3025422183054563,0.3235023015057493,0.269575998858783,0.27578009476624815,0.29506114633464775,0.27535505950830796,0.31175010491737937,0.28101463303792645,0.3106113579061641
range coef var theta,0.32228500191060205,0.26459744622967823,0.24830529409461605,0.3186303903675142,0.27113367258158105,0.30974954738862653,0.24563286220389224,0.24359793439386235,0.253594901195034,0.28499763770344483,0.26699920197336063,0.4267168427569531
relative ampl alpha,0.38119801674807424,0.42659582671122637,0.39411691252873177,0.2758809559561441,0.2504831645002795,0.2355934315443142,0.22238381666616533,0.22335166154436117,0.2838524049545961,0.23975819669366039,0.2474516750271628,0.3729260593587076
relative ampl beta,0.3314798292912758,0.3185308823213595,0.38947181684315685,0.2889866291691972,0.39571908738460465,0.21283525480088494,0.29701610270871737,0.37648917935758697,0.37329188460159074,0.26146795233323766,0.21121181063033084,0.4161068538027035
relative ampl delta,0.2801911460849954,0.3256275063515294,0.4210608233923095,0.3129239007006898,0.21968214186178697,0.33429827373061904,0.24184243248729287,0.23934065247117273,0.2709272243078855,0.2415386938858743,0.300147856353898,0.31145980212702323
relative ampl gamma,0.27134080017776663,0.3303749560304524,0.3767979172388995,0.38962540273271795,0.2919641843580659,0.31785977926845976,0.2500156764939046,0.25815405882703296,0.309056076446008,0.23509625818285268,0.35413602905722613,0.4174110461714654
relative ampl theta,0.26479234606164737,0.3383989277697348,0.29826173113984333,0.2917407807852863,0.20440091354302098,0.28052872529165374,0.2497678883283245,0.3418830838047937,0.30647978762137884,0.25714125601331544,0.23296511587821658,0.23326647824830501
rqa determinism,0.2883550188667102,0.27652425676103615,0.4081084022784263,0.3326189281267274,0.26402059794575056,0.25434127954127267,0.23908970829974985,0.2451858782848906,0.2913185804694952,0.2693133195262853,0.3037582257597894,0.3746152243245858
rqa entropy,0.3323511003331389,0.2885726338324782,0.3497667373819227,0.34212802374210155,0.270979580508154,0.22686535116042628,0.29777442319887615,0.37885473134953407,0.438988230376786,0.27052374724541284,0.3051517269918199,0.3413074860095138
rqa laminarity,0.29243537943338227,0.2784985986440339,0.40899235435231857,0.32200700052916326,0.30565132289103353,0.2648955496015076,0.2452274845836491,0.270043105265495,0.3288480464733121,0.22955201799529068,0.2682017044316441,0.38890303922389063
rqa max diagonal,0.29908954448416886,0.2546024165917279,0.37248982484329923,0.30028031704696007,0.26919362083712745,0.23037577241825186,0.21252895348881373,0.26532164305283357,0.280910475528567,0.2438516916137237,0.25103505616868116,0.3220417571995512
rqa max vertical,0.31072177874094653,0.3010845306961577,0.4067819531045476,0.3704290879809972,0.2895319067693536,0.2761516717614103,0.22338764264853214,0.2560863150601967,0.27961386907942054,0.2749773725197794,0.2747573219193768,0.34547152776583545
rqa mean diagonal,0.33999164712889773,0.28337555531789743,0.3524091840850024,0.3396364845918126,0.28894806736481166,0.2204938412458381,0.2844866872761057,0.37061072690829117,0.4526255368789594,0.2650821275032872,0.3129479093090669,0.3213401862216392
rqa rte,0.2488441158058007,0.2867190003254646,0.3737088840552318,0.3649933347863799,0.2959753468339861,0.25534717809862584,0.2635274437233119,0.2452459930857587,0.32685785730934425,0.2717251618950899,0.23951427788425567,0.3110718666999621
rqa trapping time,0.2750570529658062,0.26221616553632227,0.37349197367587045,0.32961159392939837,0.2585018973298561,0.24921776429797135,0.2224701254826727,0.24167203311568772,0.2934207423589424,0.2276261395429121,0.24280741856811286,0.3499730027020872
sample entropy,0.2859880154672479,0.3045813091868127,0.40043160334220923,0.3360417728390732,0.28920687439013304,0.2515968070570732,0.22719302610980605,0.24338201058358788,0.27489176473575505,0.22853550903284983,0.2835465880856524,0.3428852248483027
skewness ampl alpha,0.3572433647310535,0.4242658637974125,0.3558696009282342,0.29280819304444194,0.32670751463300635,0.3161566347458043,0.2890957881517014,0.3116059851450504,0.2876248201732028,0.33610825328093635,0.2364271718193032,0.3332774363198912
skewness ampl beta,0.2909740814856653,0.3122798915165504,0.39791310370852156,0.3018086467788397,0.2999866535239084,0.36871717280468586,0.277165251927548,0.27426548687516095,0.38873783443483745,0.39220941694781075,0.2951053653411063,0.3661434526868284
skewness ampl delta,0.366356941169695,0.33357073521357833,0.32499028752144743,0.32001256885510626,0.35950603861322455,0.3085038285014663,0.3081409245775609,0.33574817090584724,0.2717176907830052,0.35070872583414253,0.3003128777522158,0.40398146279757513
skewness ampl gamma,0.3432248292330382,0.30424814254222415,0.32641655896045235,0.3370497261850664,0.4172287112956252,0.26082562966453976,0.25480977809878824,0.3162017778807717,0.31722924912332134,0.24055241730607102,0.2683842564348464,0.29818113432118337
skewness ampl theta,0.34585978693444336,0.28995585021945186,0.4674927097536522,0.2594441924915486,0.2766254189701746,0.2925939103838143,0.30271288254559475,0.33038683741479685,0.284745551164584,0.3409442724908026,0.26588141169742213,0.41760504032618323
source ampl alpha,0.3416674658191306,0.43584103306284633,0.4772717562844497,0.3128993394269146,0.3411283913750272,0.318844039108873,0.32280282523335635,0.37758242713006024,0.3020238897670247,0.27086828169761373,0.25497723671135336,0.3517631465160522
source ampl beta,0.3196619871957132,0.29716993629228533,0.3293715586517318,0.3367407487374705,0.38195984934231303,0.30401209713406036,0.555217911945895,0.44786871707681486,0.31119507136258595,0.3036384364277719,0.2961922800783037,0.3665759776930886
source ampl delta,0.3009048488753178,0.3764059865555962,0.33983529660618905,0.29169982953102475,0.3317127920649776,0.4481925987145665,0.2630380155741484,0.3413440462586523,0.2734731308238723,0.2615504169670908,0.3218675889424614,0.3445223028866901
source ampl gamma,0.2864052558574171,0.4247368407666169,0.2980540758689844,0.3370148327805177,0.335887373721311,0.3432661900523066,0.4368159809843388,0.4163857204738294,0.37890295439324095,0.33775847569781786,0.3264921139107548,0.3784978066616824
source ampl theta,0.31218166869795044,0.389192711655926,0.4069796353026556,0.30222628367564486,0.3403276442464866,0.3597524058311757,0.2715000361862275,0.37358157316133933,0.27856727538141823,0.2594993110360975,0.33982676143273455,0.3314999320837704
spectral entropy alpha,0.3624645584769812,0.4300308282739097,0.40057426818902603,0.27156927757652893,0.20234458655158757,0.2359775193706096,0.22829664450472265,0.2184576830528709,0.2970591222259756,0.22266092960213812,0.24555782589688407,0.3692630723286657
spectral entropy beta,0.32788281281308057,0.3199568879161611,0.3947937379522456,0.28946657479463167,0.3956846936217899,0.2088880448343793,0.28306025927341216,0.3557768643294516,0.3598005679161526,0.25709150955101284,0.21394659523897536,0.3980137586508443
spectral entropy delta,0.28481049705459294,0.3250470567694644,0.42366067345242864,0.30635672783853285,0.2225956172213661,0.32167139348574236,0.23826121306242745,0.23529774211617177,0.25602540023846415,0.241330353948995,0.28972644947700227,0.31844378553064134
spectral entropy gamma,0.2682906830553396,0.3218702863741628,0.38042924893223645,0.38639845893503494,0.29146278198514913,0.30691932461535815,0.23908191472475165,0.25357900861898297,0.3031804726021733,0.23106171811328532,0.34444733619855594,0.4089158795603706
spectral entropy theta,0.27621841862521707,0.3262418466278193,0.28474337641353037,0.27715831831536547,0.20759737754690594,0.28717738143019533,0.2673859069830391,0.33802697327369724,0.31214960536346587,0.2525655284821192,0.24069317198918286,0.2288449929117384
std ampl alpha,0.31202066983946275,0.26478157338633057,0.33350769113710715,0.26833437840908186,0.23566807584046784,0.23314491113013258,0.19729433625676945,0.22374295369927732,0.19179344566912504,0.2082257463631528,0.34313430555961866,0.26787069762396853
std ampl beta,0.3779513636766949,0.2226618899606892,0.29856275089437045,0.32251195777098146,0.31255215752233784,0.2224339735720248,0.2927719265261928,0.2872620876311961,0.22492073707858865,0.2850314987602861,0.3536623301484211,0.26259322631573045
std ampl delta,0.342993782189538,0.22902968424997835,0.30592750693869486,0.2540072415886926,0.2605202852690283,0.2690002882007804,0.22342581677131554,0.29345817821108905,0.23522630219747498,0.24839252736446957,0.28612095100882806,0.24756564970119369
std ampl gamma,0.4458669231603347,0.3322548544172783,0.30283159012369953,0.30617652752592156,0.26677437372212626,0.26296959018684407,0.3031113158661776,0.2897511252388828,0.3102245914856826,0.30458517140908875,0.40579277163652594,0.38557542455627125
std ampl theta,0.35705332376570265,0.19405558670612294,0.3863085795364545,0.24070404214491412,0.23750611329318774,0.26096056515938515,0.1858735638518559,0.2849657219549703,0.22361480242872303,0.23892131168612127,0.296492458227669,0.27103651388127387
waiting time alpha,0.3899002952306398,0.3921712179874052,0.3609227958019434,0.2658204638915072,0.2445117148279417,0.27086832814871703,0.1925618604567446,0.290139419036264,0.28406279502509846,0.29386649133620085,0.2795282372877579,0.34000285462989616
waiting time beta,0.2575831442607474,0.3113973658260508,0.321193906398377,0.3460847545562909,0.32581762993735813,0.3184826482977019,0.3280038651719968,0.36907434840936715,0.35251444206402194,0.36811079390555845,0.2675524344191944,0.409174675839007
waiting time delta,0.35218020845506365,0.3158649657373018,0.2783781276408715,0.37820004947355507,0.3197178928331952,0.41756944918170963,0.28155874618091575,0.3170220956750643,0.3008042332050677,0.31328168399480205,0.30997825980051474,0.2762994350537114
waiting time gamma,0.33035510439046584,0.3492485412096172,0.2789307569746512,0.27975298069012516,0.34577491663468535,0.3605673453126694,0.3170592456075665,0.3137721651813116,0.2980407507395766,0.28521058670616817,0.2598365735449823,0.31946155364589357
waiting time theta,0.32616994226248763,0.3541790602986238,0.33237052381095505,0.3293610033587065,0.25065526312673725,0.26746130650879324,0.24132098832128024,0.2621806503536598,0.29034993499178186,0.2581849999892417,0.2320093268950244,0.3222809502308085
