,Cvlt_attention_span,Cvlt_delayed_memory,Pts-2_subtest_3,Rwt_animal_categories,Rwt_s_words,Tap_alertness,Tap_simon_congruent,Tap_simon_incongruent,Tap_working_memory,Tmt-A,Tmt-B,Vocabulary_test
mean ampl alpha,0.23192484832392987,0.1812846811068076,0.1302392453826484,0.19853796818212316,0.18955327595573523,0.17710108707834712,0.2459302982700968,0.2576204679417251,0.15038922185741732,0.15009463717347432,0.20448873640739607,0.17961434585078392
mean ampl beta,0.3099832523613086,0.2033597937206104,0.16507148546141848,0.21730271620976335,0.3058034214750358,0.21191745738694695,0.14660504837951008,0.16342718337414316,0.23200892856218522,0.20316530781620168,0.24525121308738837,0.1832652750557162
mean ampl delta,0.22812017851696087,0.19365955200317025,0.14618545800914398,0.16992503927071775,0.17290013407550936,0.18358345832244682,0.1886652929430146,0.23157688882426355,0.1903176910044527,0.18564266584259378,0.2343127702830343,0.2263976759897413
mean ampl gamma,0.2869406238034,0.23523590212459403,0.1881183728021393,0.18420802562329025,0.32389579669344004,0.28246389546108586,0.18770816368552845,0.153622427772217,0.2760474500729096,0.2074667453143929,0.2446840259607243,0.20257098041355598
mean ampl theta,0.21216671978104046,0.15843309275601936,0.1340875464476466,0.1454645075245258,0.14792223485018233,0.15694189720538396,0.2677611653636321,0.3087450268849684,0.16126486928004372,0.16067898764784286,0.17263185011775292,0.18777431416251147
microstate A,0.17690437318100238,0.15984047659924,0.1605260806115952,0.17039219374637368,0.14219443981966215,0.1702600112328539,0.25046501628622203,0.2122237464304874,0.16057528336360444,0.15590183058725832,0.1876542189469152,0.1543472620345111
microstate B,0.220829189839201,0.16098969586366593,0.1682401963781987,0.2714128899455344,0.13702957466923518,0.20511037838176946,0.19135148215841152,0.16391400234994818,0.20765837123958641,0.20043183877693593,0.21003684948721152,0.16116616292961333
microstate C,0.15302638841274074,0.147497622820133,0.14450823768501947,0.23154942034055798,0.21390638682050359,0.14644046406896555,0.19526573527548502,0.18444044100463772,0.17961043191416487,0.25193705773277836,0.20594195351810166,0.18606928007891507
microstate D,0.19985605962433775,0.17977908333109038,0.17134541832228647,0.1511921441022121,0.13323651239864379,0.16462457109322065,0.19873333346555627,0.23476815947233562,0.15432918504295406,0.2139764748696923,0.17772505911557093,0.15573393288962664
microstate E,0.16179114223609847,0.1318928970084596,0.13560421338900164,0.18297994857972416,0.1836040141085867,0.14446261827296894,0.24181542390728747,0.2436148955955226,0.19638614449275213,0.16650237198290452,0.161168056812913,0.1762846981742815
mod index alpha-beta,0.2616568797105895,0.2462998396567488,0.2774879875756312,0.25740135055270086,0.26063971963805416,0.22324813499718588,0.2684490644377206,0.2561896685011869,0.2818225608239352,0.31120079179094623,0.2427582589981386,0.2547653106940845
mod index alpha-gamma,0.18700522116552004,0.2515080748262212,0.23339386677233714,0.2590173377248969,0.26722706276387087,0.2788017003483087,0.25392335310024905,0.21404188611558556,0.2814548587993039,0.3017087203159576,0.22986075667726466,0.2811653034875481
mod index beta-gamma,0.22516176125314502,0.2731801296474462,0.23002348571315667,0.24547779011336293,0.21482648473260782,0.25702631901982426,0.2021868766769433,0.20618149747620318,0.25279601795869433,0.23335430080950012,0.24496729042095536,0.27036273697301966
mod index delta-alpha,0.17222573726866872,0.2265145613280872,0.22386999448733713,0.24905794029579012,0.26311794737686206,0.2442497633260755,0.28086047255287594,0.23813085480887242,0.2726337080586037,0.35642887663441386,0.26177642913738064,0.1623251174849729
mod index delta-beta,0.2883890300454514,0.21426831823199788,0.20152674763642964,0.2240989647889028,0.2722672322614963,0.25373882386956637,0.20177887631785602,0.19656036011904163,0.2331278477298519,0.281582570059113,0.2568283751351454,0.2394493501906699
mod index delta-gamma,0.25571747059281763,0.24227509084444168,0.21208600602277644,0.20240789696552397,0.27145577898973194,0.217784379133522,0.25032580086181394,0.22035256481360682,0.23984538995113008,0.2771656155926812,0.27785873161402336,0.23555764703885834
mod index delta-theta,0.24617100202398942,0.2152064231383932,0.25566773341940385,0.18158367266078437,0.2626731880258507,0.2239818127992075,0.20291255675326955,0.206340407608022,0.17681305874150413,0.21581450821673956,0.2145885433833776,0.20030607329422692
mod index theta-alpha,0.21815561538372252,0.17320698019613842,0.16062945812914461,0.19851152496493868,0.17900325859730226,0.14638366948127596,0.22239065893659457,0.20478937427200222,0.1688999150438079,0.2753417220689994,0.17286800906138708,0.18559753945491325
mod index theta-beta,0.21612439762281846,0.1684796232568716,0.21847974138258075,0.16057101744693214,0.1956079852576721,0.19196935183616265,0.23071243114815582,0.2352307065396789,0.24091506200630705,0.28302697459198245,0.2348883522070875,0.18044684321861043
mod index theta-gamma,0.23338302359241644,0.17309501400264207,0.17720393625962189,0.1675906051728268,0.18428014566578743,0.17876926474962265,0.19794156821335426,0.23193167317463853,0.195120646535122,0.23563104820790187,0.17704879536303428,0.21356570279891368
node str e-icoh alpha,0.2502142646683956,0.1943421336144207,0.20912509608195445,0.28015727607936636,0.17118508843889274,0.24243393566134003,0.2508838476281862,0.22069548464112554,0.26532688655617215,0.2496106444002053,0.2761365378888794,0.21278011418868484
node str e-icoh beta,0.22297256908301172,0.19214585262544162,0.19783541126857995,0.19047779144198487,0.23407843318801042,0.19361602165122563,0.18768967684482032,0.1972170592415052,0.23137900814356374,0.26766082200272123,0.2439243839560893,0.20756279930921975
node str e-icoh delta,0.18997751111870775,0.2130876931490024,0.22705336937704168,0.1905694112133362,0.19547418943808872,0.21719789419951943,0.2649317056193298,0.2751681835634806,0.21257551840429265,0.2740666326038186,0.21185582111643472,0.2629555387713027
node str e-icoh gamma,0.2072561589664418,0.1981204620610222,0.1943581123640605,0.25463313282305594,0.22987109395007807,0.2427625774522317,0.21247137821889336,0.19699008857160502,0.22265754036392524,0.2369856873067449,0.18746365564913078,0.20355196911495274
node str e-icoh theta,0.2072240167904325,0.18998750623575877,0.2177774773152161,0.20639341971769715,0.17788873050130155,0.17623240644615076,0.31062602382390275,0.30889572851805014,0.20458048809114157,0.2392328279181914,0.32198976840006927,0.21181690425896388
node str e-plv alpha,0.22667569473989743,0.1929440808224057,0.21866069420666184,0.270672779880474,0.14702023388445595,0.21481108133926513,0.39504915589866585,0.3467058983716938,0.25844863688174474,0.2765109539114382,0.2629044397104144,0.18208801265835153
node str e-plv beta,0.23968926774799235,0.19509205197328752,0.2170352268947117,0.2437260681051594,0.1680497511083992,0.2051812137125312,0.29260355987642767,0.29906305361216,0.23060695929197406,0.21447607859909654,0.32103812215017064,0.229434366824897
node str e-plv delta,0.20818021803935544,0.20365096492675658,0.22498170905999804,0.20230505794492293,0.23342023859874392,0.2673553122368027,0.3228708933236073,0.3306252895296643,0.32245074238823174,0.2591732970453538,0.3182973222895353,0.26441955732026723
node str e-plv gamma,0.25143101600539197,0.187995231125666,0.22009058996144304,0.19742774877382066,0.26297766568624215,0.2074790185851602,0.23728979611530904,0.2962605851435477,0.23196468756647184,0.17848256611367222,0.24445900475379387,0.2131854023716298
node str e-plv theta,0.26180186577034187,0.21102345927686383,0.2420695468774288,0.21980558055421176,0.24491609333503211,0.208887435361158,0.32091612141102727,0.33470192326875303,0.29104244559178455,0.2734632414434696,0.3486405809424562,0.19541041474114748
node str e-wpli alpha,0.2262393691205183,0.1691623289324042,0.21263574147556435,0.3021362030655769,0.16353502273338058,0.2547674193902766,0.26097000852204516,0.23963203760861473,0.2773040337733054,0.25971970466623434,0.27991635861543485,0.21027292589984933
node str e-wpli beta,0.21405633169024352,0.17313800162690157,0.20254905222699526,0.18070172106190543,0.1904145153722245,0.20784619238072305,0.18677809849360966,0.18311560852840236,0.21851683413679465,0.2527340986207215,0.23998651048028413,0.2229964353882263
node str e-wpli delta,0.17050762682967993,0.2318807130561816,0.20063148007446457,0.1710171480062468,0.20234214996047795,0.1983682884865204,0.2718364582234659,0.2833775449845916,0.24020715327912634,0.26698574993458135,0.20730451830210936,0.24026568924267733
node str e-wpli gamma,0.20740812134324726,0.21880985829611943,0.20175383929741605,0.26810963046807385,0.25546942108683635,0.21464009303903445,0.2124521737641384,0.19165975537541466,0.23740237470107414,0.2155464545169493,0.1967085045245561,0.2092412613819183
node str e-wpli theta,0.1963445325323225,0.18612378258813536,0.21303628190404292,0.21218566125380506,0.169303081870395,0.18819340668509138,0.3191066976272887,0.31607135204874237,0.1672338875648465,0.21459984586228545,0.31743334310464255,0.196658090622607
node str s-lcoh alpha,0.2252146132772195,0.185546083823094,0.17165266562939638,0.26200203721023446,0.18977196904011256,0.2738016726664385,0.27156604856704125,0.2308687962483944,0.24672742067898515,0.30046881060685815,0.20790936480464517,0.19339490256905773
