id,Tap_simon_incongruent,betw cen e-plv beta_T7,clust coef e-icoh theta_O1,clust coef e-plv alpha_Fp2,clust coef e-plv beta_Fp2,clust coef e-plv delta_F1,clust coef e-plv theta_Fp2,life time delta_P6,microstate D_Group1_Map4_MeanDur,node str e-icoh theta_O1,node str e-plv alpha_Fp2,node str e-plv beta_POz,node str e-plv delta_F1,node str e-plv theta_Fp2,skewness ampl delta_CP1,waiting time delta_FC4
sub-010292,376.0,4,0.0637999433971237,0.185169745103226,0.157741474849446,0.206565796158014,0.186324286700095,1127.15,59.621648,3.78050517997968,12.0494923444237,10.8793768858801,14.583835909627,13.0240568915963,0.202073915465528,1287.65
sub-010294,441.0,60,0.0714397436154073,0.252540729886701,0.181929132823333,0.179638993009985,0.220669077055727,1071.775,59.874568,4.36201176217732,16.1609092762455,10.7966192582077,12.131718696153,15.6574172913793,0.292550485464548,1255.6
sub-010295,448.8,10,0.0643915745203123,0.196291577638147,0.156277937820962,0.188595872564894,0.177017525744227,1079.15,63.66908,3.83743065308021,11.9133203288691,10.3446198634738,13.1413343825929,12.1310012775823,0.326244337769693,1255.15
sub-010296,394.137931,38,0.0589340993470838,0.204148664538553,0.160157405707314,0.177466941432817,0.158417767012611,999.8,61.608512,3.68121134382315,12.5288696829506,9.76172046768178,12.7439200136914,11.0638105436224,0.237594236551979,1255.9
sub-010297,517.0,18,0.064795692797425,0.16734523935616,0.145704731875155,0.183943266454709,0.155511933174158,1079.3,55.343472,4.06217014830287,10.5090718797675,9.95933807069964,13.4002516750157,10.6761307509881,0.245120755359289,1303.65
sub-010298,455.1724138,6,0.0617342824706977,0.186862164683918,0.160947828577768,0.225963474315039,0.167397231285332,1095.775,62.94552,3.86528721580897,12.2082862810355,9.54311558591654,15.1333924851087,10.7958807475811,0.224326897906344,1247.95
sub-010299,376.0,4,0.0803558917338612,0.273335154405372,0.155779650553156,0.181994250355385,0.174874781410026,1095.55,66.461672,4.7457038127123,16.8219651392199,11.2586798715912,12.5407764454059,11.2180353793729,0.349169804222208,1255.95
sub-010300,462.4137931,4,0.0677681909463634,0.24000606475434,0.17175009735846,0.202976508341565,0.186484311890841,1063.25,58.869608,4.03136856173823,16.178148725694,10.6438604814485,14.0713990594245,13.1287378488335,0.269915766376664,1111.6
sub-010301,404.0,26,0.0641973708978182,0.250450518172117,0.169173297805365,0.179784713309563,0.15769118732182,1079.75,64.929232,3.9498893904534,15.4000219255884,10.455328319716,12.6702234730478,10.274029417766,0.219926929191499,1159.7
sub-010302,375.5555556,0,0.0638466237861002,0.194835367034742,0.182670100676727,0.209631205668614,0.188412310226559,1071.85,63.9764,3.83840732828698,11.9943841521594,11.937827689352,14.8700261564555,12.7813489928448,0.261534381255636,1239.25
sub-010303,468.2142857,16,0.0599475719443897,0.163936399349958,0.159417682521078,0.210360476425251,0.170359555570541,1023.55,66.510344,3.466849208048,10.3662390219581,10.4082301834897,14.7064857228817,11.425945672841,0.24233766655137,1231.7
sub-010304,438.8888889,22,0.12900731647909,0.249780681276412,0.146881338038889,0.188003841568883,0.232298150869908,1127.5,58.76028,9.32785357210298,14.622242426894,10.8155128018229,13.7262783823279,14.7075495629285,0.246039383901366,1175.85
sub-010305,343.4482759,40,0.0724725474393357,0.186337389303783,0.149018289518529,0.180244601666315,0.154367261976508,1159.25,64.532248,4.48337531777253,11.852912739896,10.3818420512661,13.3365701575782,10.6288712954082,0.260924458678632,1383.65
sub-010306,435.0,44,0.0703010806589686,0.189618585836939,0.157176200990589,0.198668267342908,0.164587497066576,1047.85,68.773432,4.12764291840788,12.1053540528754,12.1068668797626,13.7871565666007,10.589910944837,0.244321540611815,1183.8
sub-010307,465.5555556,130,0.0628576499845725,0.17468491772292,0.162968881161307,0.261064692907253,0.182524115038045,1023.9,63.872984,3.92503242001067,10.6070066473805,12.2918832052308,18.0534664310342,12.4085283095439,0.231597558113849,1199.63333333333
sub-010308,390.0,22,0.0689759842572232,0.159172074077114,0.158342126911009,0.199707006600481,0.163281910518791,1047.46666666667,66.84068,4.0748731751882,10.4906960448159,9.98163068373773,14.1783809212192,11.0467205688274,0.260931134308588,1343.25
sub-010309,499.6551724,30,0.0608495217734027,0.268347097291508,0.153409103396685,0.234851698175314,0.169996486703621,1111.7,63.007216,3.63302193629541,16.4505945805928,10.7051675919343,16.35191319471,11.3224586003299,0.2538793166683,1287.05
sub-010310,387.8571429,4,0.0666517669067833,0.212883968152012,0.15681357693437,0.189064364206625,0.163794623316658,1151.2,59.101696,4.19000638179892,12.8369749700024,11.3022788451537,12.6355092684015,10.5204809017657,0.26658452832317,1255.1
sub-010311,604.2857143,52,0.0603474909159452,0.19492185828995,0.172484434422202,0.191268541077677,0.165151001448276,1087.9,56.089736,3.76081809028274,12.2793297914903,11.3070689665581,13.8568189103519,11.4908948064873,0.250644084095149,1215.78333333333
sub-010314,684.0,14,0.0827255861713399,0.308991880303693,0.200777381593727,0.233559958811053,0.217918470248246,1231.35,59.598544,5.18561704376359,20.8427844972821,11.1526518429833,16.3419790201658,16.0689911226775,0.253228214073759,1207.675
sub-010315,350.0,60,0.0564727438086261,0.179837570579398,0.155979883353426,0.193218410674297,0.151371075549143,1087.775,56.294328,3.31806104228107,11.3453649868822,9.05761588201614,13.7592421185193,10.446270698984,0.23372833206207,1255.725
sub-010316,524.4827586,48,0.0571698681879701,0.234417714831216,0.161059811095895,0.23029693890807,0.193152516354087,1071.625,63.17196,3.09455371575342,13.7132089698174,11.1401130508096,15.7743550733584,12.5733526467767,0.227696378954284,1215.35
sub-010317,379.6551724,100,0.0612040169097496,0.254560941202672,0.158897782050019,0.210592594231318,0.205881461983788,1039.65,57.152808,3.59450359125087,17.5036457388121,10.0399862527518,15.2068923388527,14.8781976743576,0.2323038959452,1263.425
sub-010318,466.5517241,40,0.0569712632274877,0.202286276490775,0.170406330909486,0.239388492836455,0.150952504153737,1191.4,64.63184,3.44077037066353,13.0983615259131,11.4508229416707,16.8641787951691,9.82451585443081,0.296656945492452,1311.0
sub-010319,382.7586207,10,0.0658661652644855,0.224758633524472,0.163734176583568,0.16551716675822,0.169167824657428,1207.125,56.968344,4.29502550667975,14.6567985750698,11.0473606518291,11.884828822087,11.5617369192306,0.249195481044101,1287.35
sub-010321,490.0,84,0.0797186634144132,0.276437785526266,0.156395771117985,0.210072622784736,0.188600920028284,1063.725,59.243888,4.89338008717768,17.0304573443187,11.6909043339566,14.8126611260497,12.8234381446607,0.306794905385929,1175.8
