id,Pts-2_subtest_3,ampl total power theta_P8,approx entropy_TP8,betw cen e-plv theta_CPz,clust coef e-plv beta_FT8,hjorth mobility_CP5,life time theta_PO7,lzc exhaustive_TP8,lzc primitive_TP8,mean ampl theta_P8,mod index theta-alpha_C5,mod index theta-beta_FC5,mod index theta-gamma_CP6,node str e-plv beta_FT8,relative ampl alpha_CP6,skewness ampl beta_F4,skewness ampl theta_PO10,source ampl alpha_RParahippocampalGyrus,source ampl theta_LLingualGyrus,spectral entropy alpha_CP5,std ampl theta_P8
sub-010199,16,7.81491496643953,0.635719892696293,6,0.169625801541812,0.722037178373264,623.249999999999,0.815612561961109,2.29848161147816,15.628928999765,0.0007142923990838,0.0015078426408211,0.0014518535723751,11.9774882895553,3.87730620317462,0.0368905152701872,0.0624703035564442,0.9132555,0.3601899,0.420583744084574,15.0155174280876
sub-010219,13,2.20891030556674,0.519049380836041,10,0.15531174896045,0.907354355718498,551.925,0.924362128559489,2.78190292063331,4.41747442534041,0.0009607176630754,0.0019930677757538,0.001677684615996,9.43809356855598,1.6952794165629,0.0487007558597733,0.120699080796718,0.1392478,0.1647467,0.238292692846905,4.13978484526519
sub-010222,17,2.08638144054741,0.557844135002298,6,0.162463230462866,0.81126556928538,543.46,0.897586121224381,2.65702133729869,4.17223958484227,0.0010091159316114,0.0017065343853905,0.0016270536775955,10.5986401318087,2.08879553822556,0.0489845893658966,0.137813092874463,0.3374695,0.2204443,0.299346911539074,4.52904837706861
sub-010223,15,1.52345694583872,0.542693609613226,36,0.190722144144963,0.858708681961621,511.025,0.878565578573656,2.59600901791405,3.04661336177057,0.0008390306786488,0.0015830171086501,0.0015505223756538,12.8749257337273,1.86844876892458,0.0263160195219001,0.110528566219069,0.2592915,0.2373069,0.24036273125436,3.03201102556465
sub-010234,12,5.13648450183164,0.618646392031143,48,0.168283630366175,0.755640675349121,543.5125,0.835320441138996,2.41427514771049,10.2712266379044,0.0010531246284343,0.0017147725614167,0.0015509340395268,11.3103409048761,2.25699208579766,0.031436924126777,0.127729728957545,0.3376007,0.2267171,0.323227282702177,11.0070669321511
sub-010239,19,7.59640446431073,0.702824981630767,0,0.177661292928105,0.705411582858425,591.775,0.669509121418347,1.74067074530351,15.1912192471108,0.0006745345826083,0.0015403245565999,0.0013479351952781,12.5819174934407,5.266991399849,0.059922301684582,0.0774535572575591,0.651529,0.4172395,0.458191220962585,13.643477217282
sub-010242,17,2.45498554731118,0.587853529369859,10,0.14781036142684,0.893630917090154,559.72,0.861920983099015,2.50823358581782,4.90969467417609,0.000878683881418,0.0015491663968018,0.0014846865838101,10.1727205607118,2.32508166940888,0.0679154854072013,0.105773507421241,0.557933,0.3897273,0.243421801126238,4.62529209658236
sub-010243,16,4.58684691509616,0.642961263501547,18,0.169001721912706,0.681252198608579,631.575,0.816239971699664,2.28654644922021,9.1732725990605,0.0004980473466204,0.0011790946461961,0.0012472171256436,12.0192144135168,4.14230401653597,0.0593519625483964,0.0600206266681756,1.097838,0.3863944,0.479055836263266,9.12996353068398
sub-010244,13,3.62162606329986,0.62222701960783,4,0.152680583971875,0.728434879362497,591.8,0.832428641578602,2.37758290035883,7.24190036553669,0.0010661426637204,0.0016636137393542,0.0015869949851152,10.5922235262392,2.07322851613502,0.0512470926267921,0.110142254570694,0.2386017,0.2730679,0.333729897252752,7.2134921961343
sub-010245,18,30.8117177631152,0.706808127196348,40,0.161320931099311,0.567038165053752,775.025,0.646528154496407,1.62221448716691,61.6209350081876,0.0005325195075666,0.0012415986003815,0.0012500931142848,10.8301996101029,4.3832054417531,0.0589359087445681,0.053268343703261,0.8408455,0.5736781,0.467056678571865,55.823664992741
sub-010246,18,75.9783119012014,0.662779604656702,0,0.155785988576837,0.604438342098408,615.533333333333,0.573052656610117,1.39280090891423,151.945772519133,0.0004788794668693,0.0012085459644223,0.0012051332316464,10.1897136573401,5.65745463690573,0.0339954624684919,0.0382834707257362,1.068626,0.6371455,0.587515254675328,129.073096111374
sub-010247,13,40.6687556758114,0.694480428211789,0,0.160280955179109,0.581794823765166,671.48,0.614078460842991,1.49529283834244,81.3294356256725,0.0003824399847488,0.0011757425535112,0.0012998589322719,10.5242470642243,5.98037996389715,0.0582917210610338,0.0832939677200926,2.398094,1.336277,0.57907968263454,92.5837447387238
sub-010248,21,54.9743541884793,0.688733825342229,0,0.143106450153129,0.640020947560464,799.3,0.71258500105829,1.85893478400913,109.937957710307,0.0005893090620753,0.0011772540443477,0.0012972151943298,9.67634049811894,4.12417244030606,0.0680213822990762,0.034034817977678,0.8988382,0.6292855,0.507914206024209,117.525995428384
sub-010249,16,43.675507051805,0.684029131919638,2,0.150791165779781,0.569217104860433,591.44,0.759033288229615,2.07321095180548,87.341496948811,0.0006426319610819,0.001669866774384,0.0013510682664527,10.4421383933804,5.1759573097642,0.0451652112878898,0.131641087932661,0.6467856,0.4856069,0.522069724865974,96.1473286794185
sub-010250,15,7.35217566843149,0.637822037293162,36,0.170514635692658,0.669186246360165,879.875,0.815430504168778,2.31057407140849,14.7035506495943,0.0006666922732895,0.0015459456792649,0.001321680554229,11.6506354042936,4.04985964025515,0.0478259906478047,0.0576200790355049,1.713683,0.6012848,0.410962786243978,17.2097777041071
sub-010251,15,3.16236429673204,0.644338404153047,34,0.147512707843144,0.696623763044848,591.916666666667,0.804764013912088,2.25487125889873,6.32412040959861,0.0007638286031458,0.001423009116913,0.0014766328670484,9.6928123930509,3.19053293196409,0.0462277851075634,0.108740703994512,0.1078505,0.0895469,0.391816174117817,6.57168258723932
sub-010254,17,10.0016908215376,0.685987941109565,2,0.150579543441952,0.631770478557339,671.6,0.744307234834385,2.01372935710463,20.0029934362064,0.0006012870403472,0.0012095471209566,0.0013573157101059,10.0135702107942,5.23225426465817,0.0521812410612538,0.0758934550658242,0.7718892,0.476099,0.531938903185061,20.347788988428
sub-010255,15,1.52892834484806,0.557944742921477,0,0.170500754718988,0.794753749740568,559.325,0.880535000489581,2.60598010217969,3.05758932205591,0.0012416357721447,0.0018445929131825,0.0013666817146597,11.6300978951966,1.43748739075769,0.0413429174634845,0.137656291529685,0.2016733,0.349236,0.230349502493487,3.01455238830945
sub-010257,17,0.484930036019003,0.615470155995169,8,0.19206942080029,0.776666997817684,575.133333333333,0.819846358190076,2.35048007168274,0.969794396368546,0.0009853619534913,0.0015920633647335,0.0017261447674399,13.7882900807573,1.78326181703839,0.0307568555824481,0.0889879230565843,0.05320478,0.07691766,0.248312794680202,0.9653832313801
sub-010258,12,2.92536949710342,0.593461396207649,12,0.167945839294876,0.775515445138986,551.383333333333,0.869020024865837,2.55892051221075,5.85028762852662,0.0011359951373978,0.0017978768827431,0.0017743173098084,11.6827060478609,1.21394507457479,0.0326872708079641,0.119817760172761,0.1506673,0.1542811,0.213960298941962,5.78402266495737
sub-010267,13,55.0671097830655,0.695317886632132,8,0.150321691462669,0.510658468290713,1631.6,0.653854645998169,1.64924718801111,110.129852817821,0.0004838063511,0.0011430190701885,0.0009840919126504,10.3059461078002,4.71379413221792,0.0586159866343444,0.0354728808572908,0.8379269,1.991216,0.514420029578009,117.12988516849
sub-010268,18,10.1305542162065,0.675454491987047,6,0.15416802509665,0.633445951093858,687.833333333334,0.751368150343969,2.02689860877551,20.2563773391626,0.0007042333758362,0.001383015639319,0.0012787212851717,10.6591310513329,4.87008420550909,0.046982005387225,0.0854464465028296,0.5263358,0.4103681,0.514385753997501,25.5330061952509
sub-010272,13,6.65724333832656,0.559230161772979,28,0.180062994009187,0.899671777882073,503.6625,0.882649777694515,2.60995267618827,13.3140469675967,0.0008441419092953,0.0016790177698428,0.0015093249477626,12.4661173374303,2.81476495177815,0.0304314830633244,0.154444030889813,0.04446153,0.06474065,0.254046803808944,12.7501650145072
sub-010275,11,1.41479359657576,0.578076103651072,18,0.183599227958002,0.784711655336895,599.85,0.877118526992909,2.57593881200051,2.82943552192935,0.0010194708488494,0.0020036466074259,0.0014799528254329,12.7055111416306,1.32167962264694,0.0339971757377947,0.135025161955985,0.2683698,0.1567497,0.203478528671131,2.84841001718298
sub-010283,16,2.39131765803873,0.604006818158906,0,0.176643423016611,0.657202579436,463.045,0.804153759940169,2.28427198637978,4.78141188666228,0.0007244879052016,0.0019641431914512,0.0014358147385441,12.5452486395154,3.84676203402647,0.0504044064113016,0.104067011770885,0.4593237,0.342337,0.461900381066349,5.11853713319103
sub-010284,17,3.16723664029541,0.66369717381974,12,0.15341597795788,0.673631997098544,599.166666666667,0.800237448404647,2.2273935971659,6.33396493317252,0.0007586801944484,0.0014667972577955,0.0014057755408837,10.2863296083756,2.01271362438413,0.0411280464141545,0.0861343749798085,0.4872256,0.3246765,0.318717724997915,5.90408701275654
sub-010286,17,22.3480298529845,0.694722582332298,0,0.155890669441446,0.597221386362735,639.425,0.702885466754109,1.86095750405116,44.6918265511468,0.0005356869336892,0.0014626665028865,0.0014496058821936,10.5482884557029,4.29864712126264,0.0353499873919928,0.0901855936277973,0.5752081,0.4112591,0.50891429400501,46.098989904079
sub-010287,20,31.6287839761517,0.715664872515729,0,0.149765429083664,0.555841983526103,1375.1,0.655945606998539,1.69250311737632,63.2537288061313,0.0004991858370363,0.0012962728556285,0.0011654194620149,10.4811618649836,3.05966363257661,0.0544362629805977,0.023422367451981,0.9471075,3.354484,0.39762376067603,53.5804872735273
sub-010288,17,11.741512568433,0.67389943163473,2,0.179999705939524,0.67407752769026,711.05,0.763295762308053,2.07731017044564,23.4811383171436,0.0005512134515626,0.0014091280391512,0.0011887652046231,12.7374314317798,3.20706957422928,0.0402500429047549,0.0707073679180208,1.174793,1.654578,0.412373437934518,24.1002439720833
sub-010289,19,43.246512210886,0.708963103138757,0,0.144393468664916,0.544852694222395,1031.125,0.637744181479311,1.62602311750381,86.4893245778848,0.0006491568963981,0.0012648798289719,0.001391124671483,9.61265053733562,4.97922336195451,0.0499635038213708,0.0242498670418326,0.7476697,0.9283127,0.521515938790864,74.3281807393787
sub-010290,17,21.3303145426353,0.691454980340641,0,0.150997988143595,0.587927645784306,775.266666666667,0.699768647243525,1.84928401731047,42.6556558051125,0.0005682454613487,0.0013119119055226,0.0013471701047416,10.3448559272893,5.67835721765662,0.0585520002900386,0.102879616431199,1.060304,0.5038062,0.584100672319183,51.9012252696073
sub-010291,15,2.33390226515085,0.60223519866585,14,0.180470283361617,0.806781295399644,535.77,0.855724345007737,2.5161531109136,4.66756424067529,0.0012800738254273,0.0021709040012706,0.0018333353101523,12.528830227362,1.34907848526921,0.0481142707265938,0.146165119549175,0.2066397,0.5565569,0.213403932834387,4.42017460007147
