id,Tap_working_memory,ampl total power gamma_C2,betw cen e-plv delta_Pz,clust coef e-plv delta_FC1,kurtosis ampl beta_CP6,kurtosis ampl delta_F6,life time beta_POz,life time theta_TP7,lyapunov exponent_CP6,mean ampl gamma_C2,mod index alpha-beta_Cz,node str e-plv delta_P3,range coef var beta_C4,skewness ampl gamma_C1,std ampl beta_C1,std ampl gamma_C2,waiting time beta_P2,waiting time gamma_P3,waiting time theta_O2
sub-010238,453.0,0.301843801401528,12,0.17764379978877,3.12867343144609,2.92276170912072,143.435714285714,615.625,11.6312231516638,0.603686020046068,0.0012544326200774,11.7106026084736,0.237441414088118,0.0156010434404089,3.36385714252598,0.594984405753832,175.113888888889,119.902631578947,591.2
sub-010240,671.0,0.17639663650918,2,0.195183676870324,3.11945094618132,2.82252941922849,167.736764705882,631.5,4.21498770771809,0.352792358004749,0.0012210897232914,13.5493598106346,0.240394420172775,0.0140477935917705,2.08627482725597,0.358337501596625,199.204545454545,119.437719298246,567.85
sub-010241,508.0,0.493992091304314,22,0.203713141209858,3.13629010443947,2.8271161738472,175.631578947368,639.5,2.02739002194809,0.987982668219304,0.0013599869491888,13.4175988567777,0.26644026171432,0.0094536635052743,4.63758729106227,1.01681978323805,215.0125,143.961538461538,695.15
sub-010252,472.0,0.928809126904501,0,0.164013976824446,3.16041928661648,2.98800989553831,175.741666666667,647.15,5.97490277465858,1.85761117571905,0.0012910749357983,10.5866059506045,0.24919247258582,0.0100912412290005,22.5997460018799,1.94125629249011,239.172222222222,135.07,815.649999999999
sub-010256,492.2727273,0.507323269956796,6,0.238012468660293,3.10448124072695,2.74756424448626,215.2975,567.450000000001,12.8014897810041,1.01464376318732,0.0010868388765264,13.16444502569,0.227702064061096,0.0097005646983579,8.79439376355597,1.00215221073796,247.35625,127.640909090909,647.416666666667
sub-010260,486.0,0.488038576858281,2,0.194236282822253,3.58606283069864,2.9154451296463,423.29,639.9375,9.28802485533732,0.976074225771714,0.0017229470175993,11.2863367000997,0.406272367387021,0.0147008962084903,10.5783944393252,0.999685406307602,399.2625,175.744117647059,727.35
sub-010261,1091.785714,0.242318895590627,26,0.218783244943832,3.01654097097106,2.85904357379767,159.402,591.566666666667,0.877262149312831,0.484635731837137,0.0011096177752714,13.233821781403,0.257332892195024,0.0245351910175884,2.73899125250265,0.501779381118321,191.797222222222,119.152083333333,703.375
sub-010262,482.0,0.456892249466621,8,0.175504606426903,3.2146926615844,2.9715871501303,151.7828125,639.18,7.93226752125171,0.913781315962248,0.0011098472464661,10.405363583143,0.258671575856125,0.0134016403062202,13.0422589336008,0.933418190974585,207.561538461538,127.8,775.9
sub-010263,442.5,0.455086116915356,14,0.174434168098036,3.22449266116604,2.89168085477074,183.745,663.85,6.07720659227578,0.910170560578157,0.0012577434214526,12.1656248769937,0.284800603668885,0.0216756401748303,3.96464863486155,0.936689297551934,223.828571428571,103.34880952381,951.799999999999
sub-010264,651.9230769,0.518625341976479,0,0.246506960830418,3.18933320268768,2.98986398166886,167.452,583.71,7.07115650469433,1.03724913041138,0.0011506942296131,15.0697781673721,0.236294299153374,0.0215988090814205,4.08629262215402,1.05845363211469,183.034210526316,111.813571428571,559.199999999999
sub-010265,466.0714286,0.730796286482588,8,0.194783505414603,3.24279459837041,2.94935072554099,239.435714285714,687.075,11.2870026205256,1.46158925472418,0.0012472087706271,12.781634107948,0.292616497530239,0.0142313940215887,14.3236278433962,1.46079536872219,231.492857142857,127.609459459459,695.6
sub-010266,508.0,1.45088462156142,8,0.219344536310829,3.31456856196835,2.89654842812822,167.93125,599.0125,5.65404515588451,2.90176164177237,0.0013966383763851,13.15989823715,0.254541504370802,0.0031586943562365,11.6664206265315,3.14166258915602,199.154,175.122727272727,735.55
sub-010269,438.2142857,0.21993871002829,24,0.189812092069057,3.20261102678625,2.90162578470636,311.53,623.4875,12.6654524489006,0.439876334175215,0.0012617390790583,12.8529193303536,0.243985955640648,0.0127208183649576,6.75509734663695,0.443348658604731,311.328571428572,119.725641025641,679.299999999999
sub-010270,529.0,1.2652929464125,84,0.17880515363061,3.38957577613908,2.98451624901751,199.661764705882,687.0,8.98078793027621,2.53057974661122,0.001492082315744,12.0075495966097,0.30665634590104,0.0106906495473517,17.5999998831622,2.72099219540981,231.842857142857,135.006976744186,735.225
sub-010271,423.0,0.412349343708969,24,0.331580053944312,3.3760939172487,3.00258415129885,231.07,655.1,9.44799044354592,0.824696993093857,0.001323812951994,23.5470653588209,0.344612822300724,0.0277433596436113,6.16563187356286,0.858739971325852,255.73125,135.435294117647,727.6
sub-010273,711.9230769,0.273527655025555,258,0.195427854105395,3.02598129383257,2.8787845445405,127.471794871795,527.916666666667,0.844872556628032,0.547053710358965,0.0011441081493838,11.5690724440783,0.229162808245598,0.0141207534731742,4.39968898976102,0.533647366005817,199.479411764706,103.508088235294,687.116666666667
sub-010274,680.7692308,0.595655013856874,2,0.217322045987793,3.01944321274923,2.86499921148267,183.834722222222,527.55,11.5272616592599,1.19130679697163,0.0011676182807491,13.8533906653178,0.189498728925298,0.0066047936458193,13.7693230891216,1.13645489135802,231.085714285714,127.584693877551,703.7625
sub-010292,515.0,0.381229497521616,16,0.17139891247083,3.06163761086981,2.91233848447746,191.446153846154,639.0875,1.45198111895487,0.762457354694836,0.0011503845825934,15.1398686652164,0.225231205026478,0.0157859230069126,3.30478569832357,0.774260220229448,191.9,119.336363636364,687.525
sub-010294,413.0,0.529682737952718,4,0.172358554279882,3.454774847265,3.00097578773584,191.533333333333,567.416666666667,6.35505174593662,1.0593625296777,0.0013481017788011,11.5667149831999,0.341303531260067,0.010425922804785,11.830200438865,1.0836988242959,247.45,135.194,775.4
sub-010295,567.0,0.312909359148038,52,0.205685051381992,3.17640738113244,2.98049809690096,167.808,615.275,15.5967944458325,0.625815457333793,0.0011329019311758,11.4156709856984,0.22156480866894,0.0101934095151834,5.53267535535159,0.669813205174346,223.322222222222,103.737012987013,615.71
sub-010296,395.3571429,0.438233965392802,14,0.179313320400692,3.30306523857598,2.98921396971202,303.2375,575.6,11.0815978145528,0.876465992246159,0.0012553245621098,11.454611635963,0.321030884831349,0.0129630032461182,9.64831492300788,0.91419963328633,319.7,143.611666666667,759.450000000001
sub-010297,544.2857143,0.0949738083184041,22,0.165330796722148,3.03982395706911,2.89815550228814,239.95,607.483333333333,4.5424002743423,0.189947242143026,0.0012398172003461,12.0978545907299,0.290087926449077,0.0151905469242367,1.93998585878182,0.189511822556204,231.182142857143,111.766666666667,663.499999999999
sub-010298,1022.307692,0.153874162919057,2,0.269211251127233,3.14600391108038,2.79649385051549,151.624358974359,639.95,4.21101208484753,0.307747650305907,0.0011766747854471,12.4329814990518,0.48665991428654,0.0251898756535666,1.58511912823246,0.304780927275975,167.688095238095,119.038,967.525
sub-010299,823.8461538,1.13661901778615,0,0.169072538166308,3.18038716877994,3.1064643468253,183.555882352941,719.925,12.191316077563,2.27323278469662,0.0014431116270414,15.7274597567353,0.228491793447185,0.0118580033180518,33.7044902148346,2.48248059236082,207.361111111111,111.54,831.95
sub-010300,533.5714286,0.4623773675836,4,0.208917283104585,3.24869369658021,3.16964962017253,175.940476190476,615.050000000001,10.748227331849,0.924751996617776,0.0011449717905086,10.524968580325,0.233812988890194,0.0242369031999524,11.8611708210986,0.944300001236876,207.494444444444,111.96862745098,695.533333333334
sub-010301,465.0,0.571359367840234,14,0.1883083037425,3.06001995033822,3.04633248431848,175.391304347826,591.63,13.6592374334457,1.14271615428644,0.0009327481805243,11.9586527178377,0.216901782376099,0.0163503538976984,11.8908883573882,1.12803680670603,215.666666666667,95.9186666666667,551.28
sub-010302,600.0,0.39871330186545,0,0.21867728331215,3.07753255714648,2.77972926625111,183.930434782609,607.95,5.20553460969102,0.797425543143243,0.0010759694585857,12.0371570395753,0.3077278337261,0.0313846014705205,4.23880782526349,0.794873105262603,223.0875,119.459375,623.075
sub-010303,428.0,0.601549030653847,0,0.197909483853018,3.13975983566293,2.98046744801855,183.056896551724,631.45,6.70173857388055,1.20309553940172,0.0011688420400321,13.3718503981982,0.238750473054483,0.0089477411295758,7.50900882729927,1.1952132562209,199.625,119.772368421053,655.9
sub-010304,456.25,0.26607713426931,10,0.179552293142937,3.05150182924949,2.94915410996033,199.279411764706,647.45,5.9090709144058,0.532151861300661,0.0011483174868869,11.2594261166043,0.296221001019947,0.0128309530513477,10.5172603866546,0.537848096673221,207.828125,111.317,656.0
sub-010305,594.0,0.577534027638381,26,0.1894719072376,3.26926948936766,3.00213341288703,175.287878787879,655.13,9.23727321937123,1.15506322293789,0.0011502314837502,11.5470184918507,0.373153891278759,0.011064464101668,18.2517145244142,1.22092186477206,255.135,135.833333333333,719.949999999999
sub-010306,600.0,0.448333254822884,18,0.19983036700202,3.11023014119026,2.85130524610373,167.8525,775.7625,4.16546325189646,0.896664469089883,0.0012997269754949,13.8943273185216,0.271370215083486,0.0169052834112809,4.61650004556984,0.938312354918911,199.657407407407,127.465909090909,679.03
sub-010307,489.6428571,0.292439729190984,8,0.237569238228774,3.10829109041259,2.94981347214023,263.386363636364,607.55,10.6970954722585,0.584877886287713,0.0012669911819133,14.135476018127,0.307928956423684,0.0141692829246994,5.9344785793737,0.59064308614281,295.863636363636,127.354054054054,599.825
sub-010308,732.8571429,0.304336416850811,30,0.214917082896225,3.25825390014479,2.88927586818003,191.993333333333,591.925,3.64496170817442,0.608672100857077,0.0012791451041097,11.7766587648881,0.308357407903122,0.0154617980121576,6.88096722290751,0.615425460851648,223.546428571429,119.432203389831,751.916666666667
sub-010309,1117.5,0.167540599590475,22,0.252047569269826,3.10463332609787,2.77507497077916,151.971428571429,519.3625,13.2516747279071,0.335081514161278,0.0012225917949924,14.9286628955723,0.228460061573756,0.0277435790096103,3.16833914356069,0.357671272204449,215.388888888889,111.893269230769,583.449999999999
sub-010310,623.0,0.220061078340495,22,0.228483773980529,3.16760662977532,2.89995879987558,183.710416666667,527.075,11.2155959214538,0.440120970966091,0.0011357996295129,12.3690516831574,0.241679826695587,0.0148837896092718,4.98501212043322,0.445253838075819,215.071875,127.303571428571,615.333333333334
sub-010311,760.0,0.195441317921087,30,0.183441889406465,3.17995520218008,2.78599231495404,191.716666666667,503.6,3.04538856722313,0.390881105545405,0.0011271764836418,11.6961022933078,0.259142779351478,0.0156831957777335,3.82568653777948,0.39132314213972,239.416666666667,111.463043478261,479.3375
sub-010314,908.3333333,0.432560830551319,0,0.217816245372061,3.25765570710769,2.84848827090079,271.075,631.725,10.1659952731499,0.865119532894379,0.0013531916392539,16.0734946096405,0.242788888809392,0.0100498968872844,7.88169626731768,0.875168248571361,255.372222222222,119.086764705882,727.65
sub-010315,528.0,0.354985227403545,4,0.196227615031521,3.19068568678778,2.91097557357353,175.981818181818,631.591666666667,12.8554047286328,0.709969299140786,0.0012266128332671,10.9770895050492,0.252978868600126,0.0104908709590555,7.19350363406293,0.723747408748035,215.678947368421,119.395535714286,607.866666666667
sub-010316,645.0,0.250257017440913,0,0.242997970561146,3.04520993827507,2.78396349156396,223.529166666667,511.9625,1.77028385078137,0.500513018869601,0.0010242559647882,14.390353498142,0.205641852493474,0.01487870526321,2.49162427413028,0.482977661621273,207.640909090909,119.496296296296,607.95
sub-010317,528.0,0.115988729072731,10,0.215832277649734,3.11487707975635,2.82636835204172,159.5875,591.2625,4.24253869286545,0.231977120322164,0.0010249535110443,13.5048727867808,0.303830153918694,0.0234478450941995,1.63062417977445,0.226580606818823,207.134210526316,103.72676056338,575.400000000001
sub-010318,585.0,0.749354051587527,2,0.209556095006773,3.60224553376097,2.95377864484816,271.383333333333,591.25,10.8975145320721,1.49870507299133,0.0012367538974379,14.5699070007967,0.41210314051199,0.0122832480527025,14.7459021270935,1.63986880904919,335.638888888889,159.866666666667,735.65
sub-010319,846.0,0.699462551505208,0,0.173947017636442,3.05561250393178,2.99961341364814,191.975,479.15,14.5112308514302,1.398918011331,0.001030976422843,11.5953971608214,0.244778021271844,0.0163686227469064,29.0524013396114,1.42358170952827,215.839285714286,111.451694915254,575.278571428571
sub-010321,648.0,1.06138949806623,2,0.212040784169602,3.08616471045307,3.05366095400388,151.773076923077,575.825,7.77190683507946,2.12277258383639,0.0012706338286846,10.7364749225034,0.244780711236109,0.0083100064187976,29.5179056491799,2.19317833613135,183.797368421053,119.768292682927,535.550000000001
