id,Tap_working_memory,ampl total power gamma_C2,betw cen e-plv delta_Pz,clust coef e-plv delta_FC1,kurtosis ampl beta_CP6,kurtosis ampl delta_F6,life time beta_POz,life time theta_TP7,lyapunov exponent_CP6,mean ampl gamma_C2,mod index alpha-beta_Cz,node str e-plv delta_P3,range coef var beta_C4,skewness ampl gamma_C1,std ampl beta_C1,std ampl gamma_C2,waiting time beta_P2,waiting time gamma_P3,waiting time theta_O2
sub-010204,583.9285714,0.575321153591766,10,0.202841943719903,3.36873209505833,2.91064231278469,191.1,591.0,7.87867966221573,1.15063844698688,0.0013269982467938,12.8727978222984,0.287471953193729,0.0076090521359638,6.60941140930579,1.27932247814991,247.685,159.185416666667,639.399999999999
sub-010207,387.0,0.320910606666343,44,0.193179258474262,3.28683154158379,2.8295215102307,175.747058823529,679.94,4.6071775235926,0.641820269702335,0.0013130695650696,12.2720070227019,0.346112326264754,0.0137493138470386,4.34698102455393,0.644732581877828,191.1625,127.613265306122,815.9
sub-010210,546.4285714,0.0857395890752976,8,0.206452732982963,3.1967294681367,2.89334573543379,191.77,519.95,12.7209026932414,0.171478641010286,0.0012330737729028,12.8778146425044,0.235671652716532,0.019886568807453,2.17817367617942,0.169723441279951,239.0375,103.498026315789,615.08
sub-010213,592.5,0.277448607068064,6,0.181719063128931,3.01511720275874,2.98480128341575,191.539705882353,583.625,3.47412351406375,0.554896333255607,0.0010085164917477,13.1502904830877,0.194136534428726,0.0249830404888104,2.85438180294056,0.547074218887644,199.75,103.153278688525,631.85
sub-010214,506.0,0.26363556189688,2,0.187453994477407,3.22039000542841,2.96810393676616,215.277272727273,599.675,2.56463721158807,0.527270290468462,0.0011747662332992,12.6540310893075,0.237799224939672,0.009143693579541,4.31117573590775,0.533986846688029,231.061764705882,119.379545454545,647.4625
sub-010215,778.75,0.872954622111298,0,0.183017444403959,3.15389583791616,2.87872518828826,207.861111111111,623.966666666666,10.7076070772974,1.74590407858336,0.0011872761772046,11.7651254907699,0.224501731585955,0.0068880454546042,15.0240974154309,1.73988745805833,247.828571428571,143.807575757576,647.75
sub-010218,1134.545455,0.213959002010717,12,0.188020591114218,2.94276486119069,2.78574273999155,239.111111111111,599.833333333333,6.25953449143304,0.427917075308069,0.0009065718535436,11.9003584309941,0.19728362844918,0.0189940676795339,3.57064831082079,0.428449976090048,287.157142857143,103.374305555556,663.625
sub-010220,846.4285714,0.536513520168172,4,0.234060264372431,3.23661777905256,3.05131325159563,167.927142857143,695.275,6.67523326233276,1.07302482257954,0.0010330481309851,18.4034827790493,0.268088031500809,0.0126116074185565,13.0454161529962,1.09658372330259,191.956666666667,111.04298245614,663.433333333334
sub-010224,778.8461538,0.308651847200203,0,0.209982521257538,3.21349062065266,2.86669859362693,167.391304347826,599.81,1.39718372938859,0.617301976220149,0.001251765686209,15.1713778603249,0.257976892540244,0.0163190993482597,2.85266508636293,0.6441752628189,183.694117647059,127.334523809524,655.575
sub-010226,571.0714286,0.339096059665687,0,0.195307686043921,3.29413300488933,3.03349627423265,199.839473684211,591.7,6.80010262625821,0.678190905705518,0.0013919573541462,17.4780202735942,0.302953265227836,0.0146997585018868,4.79004772654611,0.709894656458149,215.2475,127.8,639.55
sub-010227,485.0,0.194145457257371,0,0.212460041669361,3.33692020428178,2.79379954692394,183.891071428571,583.8625,14.0967301534644,0.38829000944488,0.001057805496405,13.5907630367809,0.275769378450973,0.0158801214977582,4.46014898147017,0.380464068941612,263.475,135.042307692308,791.416666666666
sub-010228,606.9230769,0.32715280546158,12,0.202778972017683,3.08442386885315,2.82804084636059,143.996590909091,583.85,-0.593708579670869,0.654304622499399,0.001127390621389,14.8054841868335,0.357029005500084,0.0225786862145354,3.18168590338019,0.662308110558463,183.909523809524,119.299107142857,671.55
sub-010229,622.0,0.640122438288428,74,0.185854303415976,3.25173779334839,3.17678446672611,135.761904761905,631.933333333334,3.64052587269332,1.28023787639198,0.0010483429855298,13.6798991527353,0.445151628184024,0.0122234331757387,12.6667917114824,1.31063135281251,199.31,111.289772727273,703.925
sub-010230,384.6428571,0.547124684148433,42,0.17469599512486,3.18014645503958,3.00233247292208,263.332142857143,623.575,10.221880417653,1.094245651855,0.0012294422554358,10.7438646859772,0.345979353903446,0.0086146469852544,18.2868956466543,1.18470855556979,255.35,135.045833333333,695.0
sub-010231,484.0,0.292017573999591,6,0.170972717716046,3.12128849899802,2.82781426659661,247.6,615.325,10.9732042700667,0.584033611988983,0.0013052916214843,10.8469013499064,0.33320295862302,0.0106053593231644,4.73061579606487,0.579743845284397,279.123076923077,119.865454545455,599.850000000001
sub-010232,389.0,0.824827638405727,4,0.183116936067843,3.56996809942986,2.99988280440319,231.094444444444,679.0,6.45428036214707,1.6496515499948,0.0016012760354072,14.5100159300076,0.441966232523282,0.0131268897870376,12.3525883467201,1.89739641268925,279.583333333333,159.512962962963,791.2
sub-010233,484.6153846,0.103902039127871,0,0.231162769840554,3.21331924805631,2.84494291469236,191.945,607.666666666667,9.29118581866108,0.20780347006701,0.0013533416140718,14.7409017461587,0.241365640047374,0.0180458238004981,1.62711673525432,0.209050069676583,239.02,119.115306122449,607.325
sub-010236,942.2727273,0.387006076448266,12,0.208626920686331,3.07905974183934,2.75638162536736,159.421428571429,535.225,4.77510331214962,0.77401032817088,0.0011253787636864,13.9408864603111,0.258301141721085,0.0127237150676589,7.10795748803962,0.779401510857263,223.810714285714,119.691346153846,655.125
