,  81.77,  75.90,  87.21,  75.94,  68.57,  76.63,  80.43,  62.28,  57.07,  66.25,  58.51,  44.84,  48.32,  45.11,  41.94,  77.86,  66.41,  40.67,  55.71,  13.29,  29.87,   0.00,  38.60,  81.89,  65.11,  31.78,  54.44,  36.45,  18.27,  47.32,  64.11,  69.23,  79.02,  68.81,  45.75,  60.99,  68.36,  59.34,  62.60,  73.28,  80.73,  95.32,  91.68,  86.83,  72.66,  95.91,  89.91,  67.32,  84.16,  92.32,  89.91,  50.94,  79.49,  78.57,  74.78,  82.66,  89.01,  80.22,  60.73,  43.99,  70.57,  45.00,  80.24,  83.39,  91.31,  80.08,  90.52,  79.71,  59.94,  47.57,  93.32,  72.11,  91.62,  89.38,  56.03,  66.81,  76.21,  82.56,  88.25,  83.69
,  90.76,  76.95,  90.05,  82.98,  76.68,  66.04,  74.94,  78.20,  57.93,  53.15,  38.39,  66.26,  57.67,  46.85,  34.84,  77.16,  49.35,  14.69,  62.57,  45.72,  13.30,  38.60,   0.00,  81.44,  45.64,  33.40,  28.24,  14.67,  40.50,  61.87,  48.08,  72.94,  73.95,  58.29,  65.77,  76.50,  81.74,  67.67,  68.05,  78.55,  94.84, 115.19,  99.08, 105.64,  84.77, 111.21,  99.87,  88.08, 111.01, 114.73, 114.85,  75.09, 112.31, 109.63, 103.73,  88.07, 106.81, 108.91,  71.97,  80.65, 101.16,  81.18, 112.34,  87.75, 108.98, 117.14, 115.95, 113.40,  97.23,  68.13, 113.57,  85.00, 104.88, 110.86,  85.96,  90.79,  93.89, 113.79, 112.57, 103.36
, 108.82, 110.72,  83.88, 114.59,  80.06,  73.39,  69.03, 107.01, 102.43,  86.23,  78.55,  90.40, 115.02, 102.77,  86.36,  30.46,  44.03,  73.19,  29.75,  90.82,  71.12,  81.89,  81.44,   0.00,  44.24, 104.40,  64.76,  85.29,  92.27,  45.97,  50.09,  35.99,  40.75,  62.73,  86.40,  80.62,  69.89, 103.49,  80.69,  72.26, 105.21, 116.80,  85.31, 117.98,  81.42,  78.25,  64.15, 107.69, 107.84,  91.73,  85.50,  92.04, 117.37, 105.72,  90.96,  30.78,  51.10,  80.71,  34.27,  92.58,  77.79,  84.59,  87.15,  11.94,  47.82, 109.45,  69.16,  91.44,  98.27,  53.26,  57.02,  40.82,  46.38,  63.40,  86.10,  78.70,  68.80, 107.18,  86.66,  74.53
, 104.26,  96.64,  86.85, 103.63,  80.10,  61.70,  66.05,  99.36,  83.68,  64.96,  50.75,  84.68,  93.95,  80.14,  62.04,  49.33,  20.58,  39.92,  42.40,  75.28,  40.78,  65.11,  45.64,  44.24,   0.00,  75.28,  24.34,  50.97,  71.33,  50.55,  20.09,  46.08,  41.16,  41.44,  76.59,  76.44,  72.45,  84.13,  67.73,  67.48, 105.80, 124.17,  94.31, 119.74,  86.54, 100.54,  85.08, 105.73, 119.11, 111.58, 109.26,  90.76, 126.06, 118.12, 106.75,  61.10,  86.41, 104.28,  53.98,  95.58,  98.54,  91.04, 109.75,  53.55,  85.83, 124.37, 101.38, 112.33, 107.07,  60.77,  92.20,  62.65,  78.16,  92.60,  90.78,  87.22,  81.33, 117.32, 103.72,  90.56
,  98.42,  85.67, 107.77,  87.79,  90.43,  90.78,  98.44,  78.75,  64.81,  74.51,  64.39,  67.26,  49.33,  48.41,  48.94, 101.32,  79.87,  44.33,  81.54,  34.72,  36.31,  31.78,  33.40, 104.40,  75.28,   0.00,  55.79,  26.47,  22.29,  71.35,  72.12,  88.44,  93.15,  74.17,  56.55,  73.30,  84.06,  55.17,  68.43,  83.58, 101.13, 118.35, 114.89, 107.09,  96.75, 124.39, 117.08,  87.57, 110.76, 121.54, 120.71,  75.26, 104.80, 106.42, 104.65, 109.09, 119.63, 111.79,  88.77,  71.94, 102.06,  74.57, 111.21, 107.78, 121.24, 107.38, 121.57, 109.48,  86.16,  73.29, 122.30,  96.05, 116.52, 116.48,  77.42,  87.36,  96.33, 102.39, 110.17, 104.73
, 108.05,  97.01,  98.31, 103.67,  87.90,  72.20,  79.22,  98.53,  80.31,  67.42,  51.02,  83.94,  84.20,  72.23,  56.62,  69.32,  38.82,  30.78,  55.91,  65.35,  27.90,  54.44,  28.24,  64.76,  24.34,  55.79,   0.00,  29.61,  55.40,  53.14,  21.71,  54.30,  49.97,  34.98,  64.82,  68.34,  69.27,  66.46,  56.51,  62.27, 110.63, 129.92, 106.57, 122.98,  95.13, 114.57, 100.86, 106.50, 123.94, 121.77, 119.51,  91.37, 126.89, 121.61, 112.60,  80.32, 101.43, 112.37,  67.60,  93.01, 104.53,  89.64, 115.37,  71.91, 100.40, 124.50, 111.69, 115.88, 104.37,  62.14, 103.79,  70.96,  89.51, 100.68,  85.71,  84.56,  82.06, 113.00, 104.30,  92.06
, 101.51,  88.71, 101.94,  93.49,  87.29,  79.57,  87.57,  86.44,  68.81,  67.22,  52.84,  72.84,  63.60,  55.73,  46.62,  85.37,  59.02,  28.25,  67.32,  45.60,  19.44,  36.45,  14.67,  85.29,  50.97,  26.47,  29.61,   0.00,  31.99,  59.03,  47.37,  70.34,  71.47,  52.03,  54.76,  66.15,  73.29,  53.59,  56.79,  69.34, 104.45, 123.37, 110.00, 113.91,  94.48, 119.30, 108.75,  95.34, 116.52, 121.22, 119.69,  81.08, 114.94, 113.09, 107.63,  94.86, 110.47, 111.31,  77.01,  80.25, 102.11,  79.68, 112.35,  90.28, 110.80, 114.79, 116.17, 111.54,  93.29,  64.44, 112.73,  82.28, 102.69, 107.74,  78.24,  82.95,  86.86, 105.41, 105.33,  96.41
,  98.41,  90.51, 104.87,  90.91,  86.48,  91.72,  96.69,  77.87,  70.52,  79.71,  69.92,  61.85,  57.10,  56.06,  54.31,  92.42,  76.97,  48.34,  69.16,  26.25,  35.81,  18.27,  40.50,  92.27,  71.33,  22.29,  55.40,  31.99,   0.00,  53.53,  65.83,  73.25,  81.18,  65.61,  37.02,  54.61,  65.37,  44.18,  54.14,  68.16,  98.03, 112.40, 109.80, 103.28,  90.86, 113.72, 107.50,  83.45, 100.45, 109.67, 106.27,  67.93,  92.90,  93.52,  90.68,  97.51, 103.29,  94.72,  75.55,  55.95,  83.80,  55.89,  92.11,  93.54, 103.43,  88.31, 101.93,  89.10,  66.01,  53.54, 102.53,  77.74,  97.82,  95.67,  55.21,  65.79,  76.07,  80.65,  88.41,  83.89
, 105.44, 105.33,  94.92, 106.46,  81.35,  85.10,  84.20,  93.11,  90.83,  86.88,  77.03,  72.67,  92.12,  84.55,  73.00,  58.51,  57.73,  60.15,  32.81,  58.24,  49.73,  47.32,  61.87,  45.97,  50.55,  71.35,  53.14,  59.03,  53.53,   0.00,  44.23,  25.08,  40.76,  45.94,  41.58,  39.58,  34.59,  62.79,  44.74,  42.61, 100.99, 111.90,  96.46, 109.55,  82.73,  89.42,  80.88,  93.79,  96.62,  91.72,  83.19,  74.84,  96.15,  88.97,  78.11,  58.47,  61.43,  69.84,  39.38,  61.00,  59.90,  51.37,  68.32,  43.36,  56.26,  79.86,  62.03,  66.73,  61.85,  10.44,  54.32,  25.14,  45.37,  49.24,  42.72,  39.17,  37.71,  67.87,  55.90,  45.84
, 118.03, 110.47, 103.41, 116.36,  94.24,  80.06,  84.14, 109.59,  95.18,  80.79,  65.66,  92.90, 100.41,  88.57,  72.25,  63.54,  40.04,  48.10,  49.92,  76.28,  43.33,  64.11,  48.08,  50.09,  20.09,  72.12,  21.71,  47.37,  65.83,  44.23,   0.00,  36.46,  28.69,  21.36,  63.56,  60.94,  57.24,  68.55,  49.89,  49.39, 118.57, 135.73, 109.86, 131.04,  99.88, 112.70,  98.61, 115.37, 127.38, 121.33, 116.76,  98.74, 130.83, 123.83, 112.91,  72.31,  91.94, 108.31,  61.86,  96.39, 100.50,  90.24, 110.49,  56.36,  88.09, 122.58, 101.62, 110.51, 103.29,  54.24,  89.93,  55.50,  72.19,  86.57,  81.01,  75.43,  68.62, 106.59,  92.31,  78.39
