"","ampl total power alpha","ampl total power beta","ampl total power delta","ampl total power gamma","ampl total power theta","approx entropy","betw cen e-icoh alpha","betw cen e-icoh beta","betw cen e-icoh delta","betw cen e-icoh gamma","betw cen e-icoh theta","betw cen e-plv alpha","betw cen e-plv beta","betw cen e-plv delta","betw cen e-plv gamma","betw cen e-plv theta","betw cen e-wpli alpha","betw cen e-wpli beta","betw cen e-wpli delta","betw cen e-wpli gamma","betw cen e-wpli theta","betw cen s-lcoh alpha","betw cen s-lcoh beta","betw cen s-lcoh delta","betw cen s-lcoh gamma","betw cen s-lcoh theta","betw cen s-lps alpha","betw cen s-lps beta","betw cen s-lps delta","betw cen s-lps gamma","betw cen s-lps theta","clust coef e-icoh alpha","clust coef e-icoh beta","clust coef e-icoh delta","clust coef e-icoh gamma","clust coef e-icoh theta","clust coef e-plv alpha","clust coef e-plv beta","clust coef e-plv delta","clust coef e-plv gamma","clust coef e-plv theta","clust coef e-wpli alpha","clust coef e-wpli beta","clust coef e-wpli delta","clust coef e-wpli gamma","clust coef e-wpli theta","clust coef s-lcoh alpha","clust coef s-lcoh beta","clust coef s-lcoh delta","clust coef s-lcoh gamma","clust coef s-lcoh theta","clust coef s-lps alpha","clust coef s-lps beta","clust coef s-lps delta","clust coef s-lps gamma","clust coef s-lps theta","correlation dimension","dfa exponent alpha","dfa exponent beta","dfa exponent delta","dfa exponent gamma","dfa exponent theta","higuchi fractal dim","hjorth activity","hjorth complexity","hjorth mobility","katz fractal dim","kurtosis ampl alpha","kurtosis ampl beta","kurtosis ampl delta","kurtosis ampl gamma","kurtosis ampl theta","life time alpha","life time beta","life time delta","life time gamma","life time theta","lyapunov exponent","lzc exhaustive","lzc primitive","mean ampl alpha","mean ampl beta","mean ampl delta","mean ampl gamma","mean ampl theta","microstate A","microstate B","microstate C","microstate D","microstate E","mod index alpha-beta","mod index alpha-gamma","mod index beta-gamma","mod index delta-alpha","mod index delta-beta","mod index delta-gamma","mod index delta-theta","mod index theta-alpha","mod index theta-beta","mod index theta-gamma","node str e-icoh alpha","node str e-icoh beta","node str e-icoh delta","node str e-icoh gamma","node str e-icoh theta","node str e-plv alpha","node str e-plv beta","node str e-plv delta","node str e-plv gamma","node str e-plv theta","node str e-wpli alpha","node str e-wpli beta","node str e-wpli delta","node str e-wpli gamma","node str e-wpli theta","node str s-lcoh alpha","node str s-lcoh beta","node str s-lcoh delta","node str s-lcoh gamma","node str s-lcoh theta","node str s-lps alpha","node str s-lps beta","node str s-lps delta","node str s-lps gamma","node str s-lps theta","permutation entropy","range asymmetry alpha","range asymmetry beta","range asymmetry delta","range asymmetry gamma","range asymmetry theta","range coef var alpha","range coef var beta","range coef var delta","range coef var gamma","range coef var theta","relative ampl alpha","relative ampl beta","relative ampl delta","relative ampl gamma","relative ampl theta","rqa determinism","rqa entropy","rqa laminarity","rqa max diagonal","rqa max vertical","rqa mean diagonal","rqa rte","rqa trapping time","sample entropy","skewness ampl alpha","skewness ampl beta","skewness ampl delta","skewness ampl gamma","skewness ampl theta","source ampl alpha","source ampl beta","source ampl delta","source ampl gamma","source ampl theta","spectral entropy alpha","spectral entropy beta","spectral entropy delta","spectral entropy gamma","spectral entropy theta","std ampl alpha","std ampl beta","std ampl delta","std ampl gamma","std ampl theta","waiting time alpha","waiting time beta","waiting time delta","waiting time gamma","waiting time theta"
"ampl total power alpha",1,0.417464081389542,0.481467210125431,0.062934659118519,0.696366914911578,0.363152595172958,0.00513430467394751,-0.00791258334940082,-0.00565713287220816,0.0134585267697691,0.0149875781628098,0.104388492788896,0.0132793683662163,0.0111076899398238,0.0414702216515736,0.0412591147724668,0.00350191415031122,0.00691468818745211,-0.011657877507825,-0.000194897467098943,0.0463460866950688,0.0368796525839175,0.0129623866701825,0.00473195173630088,-0.0148790264679272,0.0318742770632721,-0.0279383831446858,0.021464044890177,-0.00520578946367141,0.0158686931956596,-0.0169713007857062,0.203814780085935,0.0357740685209263,-0.0160159787303013,0.0221400844109946,0.138444998286986,0.277059476428394,0.00276851883852532,0.0300151473159216,0.0590593549388732,0.00873683852631961,0.206293210399823,0.0316808937403611,-0.0103016310870884,0.0252930360887857,0.109930787718515,0.234878970685696,0.0358361630072201,-0.0275002617368846,0.00521061384364496,0.114753815089425,0.226087375091099,0.0227895845501589,-0.0293793052697489,-0.00209184512928719,0.109475983876519,0.0492790713196286,0.0245936575569132,0.0156674845202258,0.0235207648763412,-0.000742044941128007,0.15343111117014,0.028622530184211,0.959110320174421,0.173365287541512,0.364242797403632,0.635912450392175,0.279936570455065,0.0448413591541082,0.578499768668209,0.052872148166225,0.181749504946345,0.300656505950405,0.192378302757159,-0.0116137481096493,0.0722715144843578,0.0500909104755729,0.200964012437053,0.600846492133859,0.604234302257831,0.999999999996586,0.417462511372988,0.476517364927001,0.0629341341020589,0.696334839533629,0.10324311929048,0.0133123077719702,0.372683298298478,0.0620850299800744,0.047756393017937,0.212213715572878,0.199860216712277,0.0692048400295245,0.220799837593925,-0.0160166238198964,-0.00349544573397357,0.0537084753109516,0.450714863644011,0.408451827227501,0.467466358917292,0.199442666907614,0.0314344396224424,-0.011749821717579,0.0222933652635737,0.138189310551078,0.273516685604957,0.017758505429062,0.0332657349222692,0.0672434072406522,0.00777540957906126,0.201042058865942,0.0266451166122851,-0.00778875767985922,0.0249877535461456,0.113438915767798,0.234257368008231,0.0332686631133269,-0.0272205471950393,0.00147605776023839,0.116954522277388,0.223470277617076,0.0217807526414783,-0.0289789032291631,-0.0014007586795792,0.108100081032452,0.687305299611804,0.643992932900885,0.0917693899617514,0.0342658163370772,-0.0118992027024993,0.102742812472991,0.125104074249566,0.0133666790572661,0.0412261203348612,0.0247462692034067,0.142801713351669,0.615936168958382,0.273800465421477,0.479991825895547,0.46469480824514,0.0445659508437151,0.647430138323027,0.44128375117664,0.50104303628736,0.530652135841515,0.405606898798039,0.540692684901177,0.264653414190438,0.303639591156063,0.630400543314095,0.251135198707605,0.0635270448721993,0.576242492385865,0.0775625737436729,0.169975897884792,0.484604907929427,0.125257239386263,0.0703811134344154,0.116401842661089,0.0162695373392393,0.532074867581045,0.303464066517092,0.495833144274056,0.49807373538821,0.0607359710750673,0.978032242477846,0.407349883231781,0.519177426097755,0.0661502408466992,0.713386205934939,0.412334990180081,0.0654668785056988,-0.000484508857274965,0.0876412582550084,0.103736400257802
"ampl total power beta",0,1,0.456790017142387,0.396053766881206,0.226560087405567,0.0303450338294088,0.00355463836332737,0.0662050579505628,0.012106608308243,0.0100979505195747,-0.0284684348300382,0.0129174219027784,0.0741776787293287,0.0311802392968167,0.0150313203648916,0.0205080528881807,0.0105110470156699,0.0250630085912849,-0.0121628557816242,0.0802017574431412,0.00308291197675836,-0.0110136241496567,0.055143628270398,0.00190414897542581,0.00854425532449382,0.00342060422400291,0.0195466451302224,-0.0095435722871563,-0.0044541683496152,-0.0124126560927162,-0.0164414891905787,0.0139127187535126,0.0895312631015541,-0.00947416927807027,0.0396300585436619,0.029563561883676,0.00305269223913273,0.00257921114872319,0.0699131634895499,0.058235123390997,0.0438945093727868,0.00645790354940279,0.080997907044475,-0.0082830563871114,0.0228728172517956,0.0194686874931932,0.0118410206500254,0.100348997403196,-0.00648265238784595,-0.00348069626371209,0.00338153127814664,-0.00687844011136568,0.0880112102373457,-0.00826839484514705,-0.0033674374286257,0.0124491245380832,-0.0110259871019195,-0.000778070511674492,0.00607443663204113,0.00346434257871162,0.0227017893555945,0.0422289443774734,0.216783092189678,0.570274818350572,0.489021182042261,0.00740252891013197,0.856911924207087,0.0813492494710558,0.0177139356359341,0.229149557072578,0.0520843646773424,0.190564276083886,0.0524929612967664,0.0206751872727437,0.000876271933518931,0.0401819262856719,-0.00025654654499978,0.503753299573808,0.0425815965218253,0.050736077781215,0.417463713420862,0.999999999996185,0.454042779204555,0.396052697287714,0.226541230176715,0.0208057336426084,-0.00363468839842029,0.0266919497200392,0.0409028367403082,-0.00581029273234789,0.0622335391862845,0.07389636610229,0.0684560046271729,0.0269153469853048,0.0166127740014524,0.0208406557481733,0.0939831648412275,0.0555797845294892,0.138603809765729,0.133930411236619,0.0141895248079936,0.0902211520817941,-0.00799309866557101,0.0341989405423824,0.0294564951735162,0.00420421746526766,0.0129325976318463,0.0715332779530675,0.0598081099017016,0.0611962163878889,0.00871867139140848,0.0809747170663221,-0.00747376780173535,0.011119407539638,0.0208531565927833,0.0138793961877662,0.0974432713152605,-0.00556559380579016,-0.00619662112217918,0.0047276963553482,-0.00426616663230528,0.0884468388362493,-0.00792272642233093,-0.00761358408549601,0.0168796616602783,0.235237895154173,0.141088384200606,0.136801639902331,0.00670608356509645,0.00647626484540463,0.0104015527071479,0.0585396875344096,0.0270616089626837,-0.00493171636372274,0.0527272770048731,0.0446818279035154,0.098957015269113,0.0414433595470859,0.299963723109907,0.133573223269524,0.189681851427257,0.13317538399155,0.479269214294928,0.0540722300021511,0.0498408548188544,0.0677190069783358,0.445530330092971,0.0500347892113276,0.0144620345388759,0.156540787113303,0.113905926265216,0.00816681143135237,0.248339105878395,0.210163454215051,0.0129935104552283,0.194349198911475,0.0155065239505624,0.146551737352041,0.0575427697847346,0.0241031197643558,0.118529502908131,0.0318907044787917,0.298252312106361,0.142652278422669,0.210625706675164,0.447894462862942,0.99735274492213,0.44543396628936,0.392650172397082,0.247287561845761,0.081305609634077,0.0727116042911668,0.000387056354571586,0.0488386490014719,0.00959023068926261
"ampl total power delta",0,0,1,0.177500221880516,0.522168771636814,0.18641828731688,0.0160227408164725,0.0215518151833248,-0.000655712800771254,0.0216850808861782,0.008999109979187,0.00581641198414013,0.0270278037055216,0.0158360614218425,0.0201295922320944,-0.00864211865024182,0.0105861572072525,0.023629010690939,-0.00723857022649783,0.00810506282481569,0.0147038032194129,-0.00889682791053495,0.00861710300646558,0.000220999399403698,-0.00542979010534288,0.03631569560187,-0.0240328275719166,-0.00568866356582862,0.0108226620780295,0.0225586895747411,0.0327119679133071,0.0399621083022443,0.0253609232773872,-0.0139022823790153,0.0420896419129544,0.081216538902383,0.0271695732172184,0.0362990176326608,0.0267336931981856,0.0151586576466212,-0.012671662032581,0.0338358421958644,0.0223066194649321,-0.0160142652958336,0.0305375917159775,0.0528353257816589,0.0199034636848318,0.0143860005123013,-0.00632444391729681,0.00618479226076066,0.024776407387928,0.0247680874041704,-0.00436618397827394,-0.00523758401679696,-0.00223708392283014,0.0656303518153352,0.00436736051197414,-0.00216632478583516,-0.00408890179433364,0.00657491488888493,-0.00766956639588211,0.032203380903072,0.0458569008591811,0.617622814217389,0.0707244938307922,0.200792436757018,0.525633427421143,0.03201060710914,0.00208414060708208,0.284890679052232,0.0390876387664368,0.144384885178498,0.0163007955267857,0.0247884594113521,0.143537674627722,0.0258388297561596,-0.00482299362941895,0.106480184082268,0.21274849485947,0.213691830988384,0.481466538645667,0.456789372988949,0.999967669154482,0.17749960439848,0.522159460235735,0.0314633188145389,0.00862695671757018,0.0842795955847256,0.144361874206496,0.0232479396509029,0.046044156305714,0.0391357041401721,0.0224210925564267,0.0431649042627317,-0.00024974854779999,0.0306107186828891,-0.00725472117140726,0.0307124594653066,0.0813205817492721,0.0693135423554109,0.0419170108346688,0.0242192036651035,-0.0123135302441308,0.0422235257654381,0.0833127795120097,0.0265320798460837,0.0421192025610176,0.0211138425134369,0.0146246189920168,-0.00865423427238514,0.0363363480028723,0.0222401017351017,-0.0161779867338503,0.0302556274226543,0.059634472034545,0.0222739599025991,0.0147768715817229,-0.00585468468890181,0.0095212010678351,0.0229269719888439,0.0235940675173802,-0.00467272357405861,-0.00495929167673783,0.00181489709241996,0.0717376409153628,0.255781653321022,0.227925657358718,0.0391771904465381,0.0747613121591455,-0.020984762671787,0.0082670331911342,0.0550351384421841,-0.00814123197946467,0.0854709930852784,0.0165320254051754,0.0429276744309732,0.0997172928737485,0.0943860875574568,0.0612315285040304,0.198136402821194,-0.00514885938680915,0.278533773405299,0.182097318928481,0.254218712867827,0.276191228966542,0.219683806235752,0.190021305961577,0.128794757029666,0.207649887848824,0.28876322963939,0.0186266668936947,0.0105284350668089,0.121723747792903,0.0416049651838079,0.00568847895817026,0.122365127904691,0.0557903123239298,0.0137261025074849,0.0583725864478723,0.00927342230522264,0.0917545136717259,0.109686452329332,0.0587033471313228,0.216838116873221,-0.00315628532407235,0.528661007799949,0.461583708807242,0.99192439256104,0.173990764367089,0.560893585263738,0.0442600195269793,0.0288120336518165,0.186000579032566,0.0303944266009177,0.0311884147790892
"ampl total power gamma",0,0,0,1,0.0281185684223455,0.133411275143205,-0.0200038945850901,0.0299364923633964,0.00807651982124284,0.0350736237713687,-0.0173697621308998,-0.0158396334652425,0.0396417000133442,0.0498701869457622,0.0263846811772503,-0.00589057311409173,-0.0217930726114405,-0.0099562601607279,-0.00493285966598254,0.0131890716414597,-0.000167739701278108,-0.0364038313174099,-0.00640858156785765,0.0458392418113137,0.0369886647975829,-0.00441161645625279,-0.0188829807243662,-0.0282930636567299,0.000738123322193709,0.0206756030460745,-0.0206036573266533,0.0384450686984042,0.0575084575254482,-0.00142252308722834,0.0190335007722786,-0.0182698639008069,0.0292937459523888,0.00723142936399625,0.0535105087837051,0.046684910516038,0.0259701862460763,0.0339599027037711,0.0516586383057472,-0.0050758597171605,0.0287548250296271,-0.0194349731243998,0.0201342782998687,0.0466134176450078,-0.014781441330757,0.0587281933157126,-0.0126635552124214,0.00525038963668973,0.0449828306425449,-0.00493599179436625,0.0945089875259173,-0.0138585418325142,-0.0290987291399329,0.0227436545275143,0.0107231238258372,0.00353218863264604,-0.0155278464529988,0.00658717062992693,0.189019009864782,0.134811196921949,0.152977097253376,0.15969768422951,0.40452661708004,0.0283107055947589,0.0160346610233559,-0.000962902129630582,0.0399129779929672,0.00910274672464917,0.0395379527715468,0.0077051606659472,-0.00188067152171627,0.0708157356628543,-0.00167290889292063,0.108384521027947,0.0761697392650719,0.0819183132557771,0.0629344923891418,0.3960542351332,0.177406889807569,0.999999999998127,0.0281153122681251,0.00971777493940195,0.00477576840797957,0.0255898692410317,0.011368408878856,-0.00957211333872817,0.0274470242940029,0.0867249115583817,0.0186902039099027,-0.000206429925227886,0.00290429478355963,0.0164074414789221,0.00253764507593093,0.00965209544663634,0.00731739991676621,0.0130849280546524,0.0363722330818551,0.0552295598606984,-0.00473914273249081,0.0248469915981318,-0.0151977833431651,0.0352710498198267,0.0179032776501889,0.0499341655272513,0.0589673471703932,0.040431352591212,0.0333053061006536,0.0478403852867794,-0.0085167326326257,0.037096977248639,-0.0160157706998273,0.0177932249416485,0.037181079500495,-0.0140155670156939,0.0650284449475865,-0.0133823310790874,0.00310603675061108,0.0425004785455009,-0.00408625089579485,0.0973202662973615,-0.011494604535729,0.0422909065381518,0.0195187108048687,0.0464571279558126,0.00971749643474054,0.0649057389760176,-0.00468406699978616,0.0144422906907352,-0.00584732807069326,-0.000476163024657506,-0.0170257825593423,0.00617525430043272,0.020136256448299,0.0766405719159401,0.0558886777039157,0.163783907125203,0.0904026966144749,0.0340896089777175,0.0846393419097557,0.0967344017675825,0.0389355867590417,0.0476681474455077,0.0685528650493629,0.109945305330101,0.0934823709013055,0.0585116583064141,0.0153518034456439,-0.0153694408043147,0.0112216053590713,0.121485738782459,0.00304752069754841,0.0922484496880908,0.16319482036094,0.100661953793435,0.158683392342037,0.0728172771806045,0.0215090658457115,0.0703965062666068,0.0551385342912142,0.143864869773347,0.100188079669105,0.0650159063291932,0.400153771555284,0.157078085605962,0.990154449682958,0.0323958292468654,0.0326715358839669,0.00946454527489819,-0.00104705166267857,0.0799022644717603,-0.0106687490404591
"ampl total power theta",0,0,0,0,1,0.439335666365034,0.00488167532745411,-0.00292721115218232,-0.0193866636267904,0.00817567722930243,0.0497232447914233,0.0458553540791102,0.0201778770094103,-0.00287659737585906,0.044785691591922,0.112380212439089,0.00885626148174507,0.0166983569660632,-0.0264327070287058,-0.00826392240412077,0.0263785458579865,0.0225721485620318,-0.00199176814564813,-0.00678564192454376,-0.030306019840093,0.0767874503309182,-0.0276485476890869,0.011940957312186,0.0083661552308395,0.0170767404875768,0.00113805300170461,0.114622647369904,0.00249757900985948,-0.0235834649814818,0.0145383587296559,0.299198323810125,0.130060560911715,0.0949471516726137,0.0353011432146089,0.0426754199712709,0.0732755566505214,0.105926511606385,-0.00398256914745029,-0.0215643252029151,0.0170104454705344,0.265873343595934,0.0971550215274848,-0.00234856317683355,-0.00466922399205023,0.000597326051239734,0.274151582799884,0.128825417986085,-0.0148028880635351,-0.0117383888911972,-0.00141224845340234,0.210195677799796,0.0251840172943883,0.0157643142778235,0.0373757856786452,0.0879496753667315,0.0140359887674279,0.226504883887734,0.110362424906357,0.712423642698483,0.0541626507132432,0.49843724838184,0.398025359151127,0.152261857244458,-0.00708178625797172,0.486522545603555,0.0341593456256271,0.122719405112845,0.117531700480793,0.156814452288326,0.0385396109720633,0.0522068726438241,0.219129393880446,0.053212725519415,0.599631435873693,0.5957787470687,0.696366280056278,0.226559194368765,0.518885663652178,0.028118244693462,0.999999998219708,0.0543307059628784,-0.00347376690647892,0.182673290662041,0.0411129949422627,0.0882053408279398,0.0839531366453686,0.0639063677877833,0.0393309386310931,0.147012487195998,-0.022820819298329,-0.000719311193803618,-0.000496791138288887,0.419288299069317,0.430766999528576,0.481977299725598,0.112909111774457,0.00178106230765076,-0.020975813767109,0.0142346249657419,0.296619996523733,0.128709059989085,0.113093177436392,0.0363766699905458,0.0517954289510756,0.0689439657576967,0.102897318931538,-0.00158764530004236,-0.0220336025896299,0.0147155915945134,0.268917618258965,0.0928875016256503,-0.000947413075968691,-0.0067253316558393,0.00215926077920561,0.281683653634577,0.124408709801532,-0.0137546814424721,-0.0121280727087827,0.00313734058359291,0.206871406976564,0.554882940085906,0.447412617294805,0.0363186260804545,0.126778463496913,-0.0120928376894879,0.0897294848414504,0.0556835952435427,-0.0173509383511469,0.153626470125535,0.00840598807928324,0.20904973767923,0.364074906388556,0.375043059983164,0.309262882585554,0.402259725056434,0.0614062854477712,0.619462191395016,0.251123401583077,0.578622779957061,0.642406772277268,0.462042417658181,0.302257016149781,0.336332272746457,0.462291615489694,0.600091711283615,0.0712623667799457,0.0754563437241072,0.36317807085462,0.0296671154502689,0.403564415096323,0.24454388071212,0.126539047508781,0.00724463694363518,0.097467372832455,0.126678472499782,0.337381428907635,0.405166679681391,0.308378013445196,0.436127980757168,0.0327352799191291,0.718758761591138,0.227625080713468,0.552447794481212,0.0294641438318745,0.991158598402934,0.213844004802121,0.0465410983845844,0.107297983907953,0.0626736328646878,0.319137534037603
"approx entropy",0,0,0,0,0,1,0.00136921180909796,0.0448420117392093,0.00895427067953314,0.0417220298661035,0.0545746257087839,0.114893740842138,0.0256139764633804,0.0180865730649894,0.042719354504602,0.088408563606838,0.0175177508945859,0.0438816466627168,-0.0040656633707264,-0.0238333774252859,0.0379880688528823,-0.00517386508014119,-0.00638113306421453,-0.0292680926007177,-0.0219477337459615,0.0236910798813479,-0.0185596143055666,0.0323450028719455,-0.0316354508957165,-0.0174700328544679,-0.0104569073984994,0.142489513634411,0.024364380228791,-0.0162528804283991,0.0290123619294167,0.23957355540008,0.186925516497884,0.0672409059959148,-0.01198475258159,0.0751561848761081,0.103767103011802,0.14869235683537,0.0167279915422076,-0.0162101627746125,0.0507775953106204,0.214171941234193,0.116712908146634,0.0297506116199385,-0.00476535275958683,0.0155535203739513,0.177207770785134,0.105768308205684,0.00901698342994732,-0.00133043167869825,0.0290577417414919,0.140842362395947,0.0175010452911425,0.0942726243269037,0.0994484974366405,0.123574481639843,0.0383567903707796,0.326873642305503,0.262911959229162,0.304485991266823,0.0997522468947625,0.937358536482221,0.0804486024086261,0.0855829875143028,0.0412496820989756,0.371129000975991,0.0658859950200321,0.162041387243056,0.224432551213602,0.185346371362455,0.0196667549638721,0.250670839132177,0.170165539065688,0.0758791621883735,0.837487561436323,0.8575155750031,0.363152498015988,0.0303446839035296,0.184955677456688,0.133411554398408,0.439332985372988,0.0898836277634199,0.0369759410053778,0.188366594682267,0.0939172412957663,0.0946525014669162,0.0713407100213604,0.0920625601200895,0.0212836571897646,0.128752376302856,0.0152820475271237,0.023026208757476,0.0371897890387076,0.380781056238315,0.440769248085359,0.363549649131167,0.140478445554914,0.0268844461581378,-0.0149794154510129,0.0328089730481214,0.231800141135979,0.200536029728537,0.0776117958853597,-0.00687092937263063,0.0816522360019237,0.0971273869228323,0.143309503928072,0.0265759280887648,-0.0153190663683075,0.0541061764754532,0.205419780416809,0.11020695368126,0.0312080847033841,-0.00497886738071859,0.0204965723257187,0.168523491932829,0.0986430678996042,0.0153899585203586,-0.000591838728779393,0.0374423717546457,0.130196875108417,0.636727677584417,0.265408368415931,0.040008258981092,0.183279266689215,0.025686417585539,0.0454751966144522,0.0217894705600087,-0.00188768585076351,0.219441126571663,0.0188939326723157,0.26555292838487,0.457350680574481,0.602438161375873,0.186504245959579,0.777441409964986,0.0982860413106825,0.762471720592237,0.202969643416948,0.919087963084815,0.784668302862366,0.655417395120499,0.207560667431318,0.696071798684605,0.783691543860125,0.754416374885458,0.130366969540619,0.132627921096688,0.288633145419058,0.103648922426202,0.292175181836922,0.337891288169911,0.319422538166751,-0.0208435739678429,0.300092297911675,0.171048025256038,0.487633448740072,0.630925539614696,0.186618841661802,0.783912006013885,0.0830773019934138,0.375862610311658,0.0295733592095627,0.20986847341959,0.148787292070024,0.447061973141245,0.294979955893482,0.0919585022703052,0.0558569685419166,0.28023564395344,0.263375519083393
"betw cen e-icoh alpha",0,0,0,0,0,0,1,-0.0398133833972114,-0.0208524835661873,0.00311277096903393,0.0856903136972761,0.376639056799244,0.0246112218794638,-0.00194987071824172,-0.0141245599600888,-0.0267711033014135,0.523876321532454,-0.000449587131836375,-0.0252096235694699,-0.0130645201420045,0.0104481272535799,0.044705375273332,0.039463479395694,-0.0346215420396598,-0.0269654846417682,0.00504063560703061,0.0436706071602258,0.00755282906378734,-0.0234078718688072,-0.0172640540542127,-0.0270119091610905,0.282849557783854,-0.0334607126029536,-0.0223794564092428,0.000332580888299024,0.0564975969449516,0.198363643637485,0.0346951174296319,0.00988111639871534,-0.00245716602822329,0.0896929100740094,0.269798495695292,-0.0342470840368995,-0.0219731645522522,-0.00105273953157069,0.0578874041216837,0.158087329885413,-0.0213279493874743,0.0107818522137183,-0.00687077197688976,0.0433327321631144,0.162178799662444,-0.00909291159693601,0.013185902573201,-0.00683784794350647,0.0262073750265239,0.00529565084717358,0.0271102929467447,0.0120864722667519,0.00344188454746448,0.0218900534113724,0.0500199087232835,0.00852167377716163,-0.00056945460688836,0.0278004804034795,-8.30496230199837e-05,0.00515959847341887,0.0405729628077293,0.0835581133968816,0.0544283538639814,-0.0197412570724219,0.0469302411109267,0.0948458118186132,0.0796009301962167,0.0333249619536441,0.00371402373861596,0.0312797321817243,0.0281201382957816,0.0101311908637661,0.0094459298709686,0.00513437349704686,0.00355467055966784,0.0161612470583191,-0.0200038577197032,0.00488302762064056,0.138500647202777,0.129740270435483,0.0564050443273422,0.00791510487783628,0.0220462173510771,0.0489376808942638,0.0106270195027481,-0.0129807484447228,0.0336568932415292,-0.0153951801688934,0.00624985890190494,0.0389402392272169,0.068639636552307,0.0744394576019251,0.0517110878418619,0.300886692707539,-0.0370637538226361,-0.0234389374123618,-0.00668141837367339,0.0577399198480848,0.200536020626945,0.0330600352144662,0.011567209200875,-0.00677745759245314,0.085984756358614,0.293910584832372,-0.0399461127915254,-0.0232197777352577,-0.0125295260037017,0.0536504255185239,0.1622621371967,-0.0287966531334564,0.00903702033516561,-0.0103714685722243,0.042924172241295,0.164498211253624,-0.0164214008185518,0.0126031903891819,-0.0165970540002321,0.0259406896130732,0.0327965949968049,0.0152291653674578,0.0280299508262356,-0.000555730438677523,0.0177232711525982,-0.0263246570038178,0.0120829347790907,0.0649752433172166,-0.0061499902656123,0.020354523784184,0.0305668836210927,0.0806275856550521,0.0324157276566266,0.049931599724775,0.00528085827414369,0.00979424995220607,0.0158106525988425,0.019984901631107,0.000801682424868314,0.00713913207607776,0.00319668046414524,0.0261794231804089,0.00887375397028531,-0.0025317193505067,0.0160586659888269,0.0666774050538,-0.010949861415199,0.0692554333254694,-0.00341832653314072,0.0211184555220454,0.0537434037395765,-0.0207306906099769,-0.0160031901920195,-0.0310485823300168,0.0216158134650554,0.0727669278061955,0.0333432889238957,0.0563589224352995,0.0082572625863895,0.0164297124173152,0.00576616485164233,0.00453837428779239,0.0156823234023122,-0.0178117002324027,0.00787910835320877,0.0983216380649194,0.0525159351762929,0.0149984276037027,0.00593124010716201,0.0256342586189066
"betw cen e-icoh beta",0,0,0,0,0,0,0,1,0.0532019757195887,0.0324548428494217,-0.00159322589378669,-0.0023958168206457,0.0898428701027597,0.020807450405424,0.0341728478821445,0.0122524286601312,-0.0332321610240213,0.251756177677038,0.0233586382718293,0.0146654138893838,0.00992101966853505,-0.00609486300706917,0.0199017906673671,-0.00622518711613667,0.0318623134308028,0.021767411324023,0.000369576341677107,0.0648285561667221,0.0230457972809667,0.0102406088419444,0.046773300433543,-0.0144726536771209,0.650320132504749,0.00754935724136152,0.0347627983371962,0.00129054091589825,-0.0143222074140248,0.100713140907542,0.0119308600947673,0.0398356001956632,0.0451258768381616,-0.0148092024692358,0.690397945530827,0.000811606662059127,0.0277203262245634,0.00223187223527659,-0.000844635151725612,0.578752211921854,-0.00315603095903853,0.0174401443578393,0.0134481093482016,-0.015759740861245,0.486886637922139,-0.00474457505243895,-0.0174479284043785,0.00997689318482539,0.0522834590484311,-0.0205361527505517,-0.0275779974237163,0.0774379244724801,-0.0109317558353833,-0.0112256019081911,0.0815147732289181,0.000628408017657828,0.142383890673198,0.0416099427747625,0.0505095266840198,-0.00299625086699537,0.0164726623607864,0.0182464871493087,0.0983988304212803,-0.00882869770429224,-0.0299366123833179,0.069866551823711,0.0348879198985543,0.213617228193125,-0.00280658151393073,0.111314251665629,0.0101791643202761,0.00778581249701026,-0.00791259851558019,0.0662052280365238,0.0217136021057584,0.0299364036907441,-0.00292643328297835,-0.00567355566509928,0.00885899181598791,0.00237626295760406,0.0197112856846097,0.0359252526403145,0.00665874504354272,0.0670333010206366,0.00660604398219421,0.0111352768801189,0.0427638907574138,0.0826163193211609,-0.0103606097866893,-0.0131135773958714,-0.00623678722275929,-0.0132842802742264,-0.0111721568403347,0.692992256548949,0.0088443640799315,0.0352294809085455,-0.000852610412218389,-0.0101929321302629,0.087479136813737,0.0125883262219254,0.0444512604366281,0.0539263167457219,-0.00965418321473549,0.751098840805453,0.00368250328054011,0.0289363525006057,0.000832901416132915,0.000364994758031672,0.612513661373628,-0.0038807402674765,0.0204826486244378,0.00760155341103128,-0.012286937643375,0.509010438069958,-0.00603454457897981,-0.0170773680215777,0.0107764492977619,-0.0073889944284635,-0.00988566965827442,-0.000618693302537829,0.115986268133766,0.00398503393944981,-0.012500689905715,-9.40137972320988e-05,-0.0161491665076033,0.115937632484706,-0.0155100213254758,-0.00354134957269111,-0.0177963020958862,0.0845608541203442,-0.0106209079415284,-0.0060634220731704,0.0661919324126172,-0.00612898400591148,0.0900686658889908,0.0130298372691531,0.00200940204909576,0.01121095647036,0.0726911067380087,0.0403447787184168,0.0267772610188652,-0.00645972834479614,-0.0218604937949896,0.0371169106964342,0.000330970190765346,0.146828292113036,-0.0115878235136955,0.00279964069908421,5.59514339281638e-05,-0.0112476136607972,0.0315009222418286,0.000971913089033533,-0.0147338772937677,0.0772138745922382,-0.0102129905786319,-0.00685113215647442,0.0667815533277124,-0.0113613340725248,0.0692438072056093,0.0173815340177419,0.0272757010404893,-0.00302080739851461,-0.031312679492071,0.0881888292763238,0.0642420668653016,0.222429428809872,0.0135525224681864
